comparison,feature,group_a,group_b,group_a_count,group_b_count,group_a_median,group_b_median,median_difference,rank_biserial_effect,absolute_effect,mann_whitney_p_value,adjusted_significance_flag
False Alarm vs Correct Pass,sensor_421,False Alarm,Correct Pass,446,722,1.9644,1.48415,0.48024999999999984,0.25716432927965416,0.25716432927965416,1.4402749949315802e-13,True
False Alarm vs Correct Pass,sensor_148,False Alarm,Correct Pass,446,722,0.0189,0.0144,0.0045000000000000005,0.25689104753860104,0.25689104753860104,1.526683013836451e-13,True
False Alarm vs Correct Pass,sensor_369,False Alarm,Correct Pass,446,718,0.0032,0.0027,0.0005,0.25642979377193753,0.25642979377193753,1.7376214357941037e-13,True
False Alarm vs Correct Pass,sensor_456,False Alarm,Correct Pass,445,724,4.1606,3.4511000000000003,0.7094999999999994,0.2485287727357377,0.2485287727357377,9.123251551864409e-13,True
False Alarm vs Correct Pass,sensor_031,False Alarm,Correct Pass,445,724,0.195,0.18085,0.014149999999999996,0.24757588925445395,0.24757588925445395,1.1130724958202655e-12,True
False Alarm vs Correct Pass,sensor_366,False Alarm,Correct Pass,446,722,0.005,0.0043,0.0007000000000000001,0.24280461597704428,0.24280461597704428,2.9175211239365657e-12,True
False Alarm vs Correct Pass,sensor_320,False Alarm,Correct Pass,445,724,9.0224,7.699199999999999,1.3232,0.23981004407474082,0.23981004407474082,5.480827364680231e-12,True
False Alarm vs Correct Pass,sensor_184,False Alarm,Correct Pass,445,724,30.141,25.11,5.030999999999999,0.23908684586256124,0.23908684586256124,6.342112336768549e-12,True
False Alarm vs Correct Pass,sensor_289,False Alarm,Correct Pass,446,721,0.0043,0.0033,0.001,0.23893695228973222,0.23893695228973222,6.49253854343137e-12,True
False Alarm vs Correct Pass,sensor_341,False Alarm,Correct Pass,445,721,0.053,0.0443,0.0087,0.23359566145646649,0.23359566145646649,1.9647787462366617e-11,True
False Alarm vs Correct Pass,sensor_133,False Alarm,Correct Pass,443,719,2.3244,2.2982,0.02619999999999978,0.23237692179695268,0.23237692179695268,2.722105782102103e-11,True
False Alarm vs Correct Pass,sensor_154,False Alarm,Correct Pass,446,721,0.0127,0.0101,0.0026,0.23172847875708258,0.23172847875708258,2.741821595690132e-11,True
False Alarm vs Correct Pass,sensor_427,False Alarm,Correct Pass,446,721,1.3108499999999998,1.0353,0.27554999999999974,0.2315294527406504,0.2315294527406504,2.854726954553975e-11,True
False Alarm vs Correct Pass,sensor_549,False Alarm,Correct Pass,367,617,75.086,73.726,1.3599999999999994,0.2313338250036434,0.2313338250036434,1.2104557767839482e-09,True
False Alarm vs Correct Pass,sensor_205,False Alarm,Correct Pass,445,721,0.1808,0.1484,0.032399999999999984,0.22849974286649322,0.22849974286649322,5.300143335838598e-11,True
False Alarm vs Correct Pass,sensor_125,False Alarm,Correct Pass,442,719,15.815000000000001,15.76,0.05500000000000149,0.228148068899112,0.228148068899112,6.170536970586775e-11,True
False Alarm vs Correct Pass,sensor_545,False Alarm,Correct Pass,446,722,0.0026,0.0026,0.0,0.22661267281964648,0.22661267281964648,2.237133863768528e-12,True
False Alarm vs Correct Pass,sensor_478,False Alarm,Correct Pass,445,721,5.817,4.9841,0.8329000000000004,0.2247222178933752,0.2247222178933752,1.091082623674907e-10,True
False Alarm vs Correct Pass,sensor_057,False Alarm,Correct Pass,445,723,0.9318,0.9303,0.0014999999999999458,0.22369030413228286,0.22369030413228286,1.2937291120406804e-10,True
False Alarm vs Correct Pass,sensor_126,False Alarm,Correct Pass,442,719,1.078,1.182,-0.10399999999999987,-0.22296238491117004,0.22296238491117004,1.6912280576570681e-10,True
False Alarm vs Correct Pass,sensor_296,False Alarm,Correct Pass,445,724,226.8794,182.26479999999998,44.614600000000024,0.2224781178223354,0.2224781178223354,1.612033947120386e-10,True
False Alarm vs Correct Pass,sensor_018,False Alarm,Correct Pass,446,721,0.9712,0.9734,-0.0022000000000000908,-0.22239913423682856,0.22239913423682856,1.6414656877883514e-10,True
False Alarm vs Correct Pass,sensor_228,False Alarm,Correct Pass,446,722,0.017550000000000003,0.0155,0.002050000000000003,0.2207153770666932,0.2207153770666932,2.22542819970468e-10,True
False Alarm vs Correct Pass,sensor_161,False Alarm,Correct Pass,445,724,499.0,404.0,95.0,0.21689738655410018,0.21689738655410018,4.546983069480281e-10,True
False Alarm vs Correct Pass,sensor_206,False Alarm,Correct Pass,445,721,8.59,7.32,1.2699999999999996,0.21669965248016965,0.21669965248016965,4.865853643287877e-10,True
False Alarm vs Correct Pass,sensor_548,False Alarm,Correct Pass,367,617,405.082,401.962,3.1200000000000045,0.21020230613984348,0.21020230613984348,3.325742950978589e-08,True
False Alarm vs Correct Pass,sensor_418,False Alarm,Correct Pass,446,722,6.7517,7.783049999999999,-1.0313499999999998,-0.20820652646485227,0.20820652646485227,2.1614978795022417e-09,True
False Alarm vs Correct Pass,sensor_017,False Alarm,Correct Pass,446,721,9.97065,9.7994,0.1712499999999988,0.20738199934072643,0.20738199934072643,2.523947121768908e-09,True
False Alarm vs Correct Pass,sensor_432,False Alarm,Correct Pass,445,724,17.6995,15.0511,2.6484000000000005,0.20620150226581413,0.20620150226581413,3.0935672257694244e-09,True
False Alarm vs Correct Pass,sensor_036,False Alarm,Correct Pass,446,724,64.1314,64.215,-0.08360000000000412,-0.20289311993657555,0.20289311993657555,5.360863749716317e-09,True
False Alarm vs Correct Pass,sensor_477,False Alarm,Correct Pass,445,721,17.9731,14.9065,3.0665999999999993,0.20160201966681734,0.20160201966681734,7.048460193676152e-09,True
False Alarm vs Correct Pass,sensor_196,False Alarm,Correct Pass,445,723,0.271,0.252,0.019000000000000017,0.200780145150512,0.200780145150512,7.951018776324864e-09,True
False Alarm vs Correct Pass,sensor_030,False Alarm,Correct Pass,445,724,2.4556,2.3222,0.13339999999999996,0.19995654603016955,0.19995654603016955,9.066857498406268e-09,True
False Alarm vs Correct Pass,sensor_059,False Alarm,Correct Pass,445,723,4.6188,4.5591,0.05970000000000031,0.19903958226490737,0.19903958226490737,1.0698947286568865e-08,True
False Alarm vs Correct Pass,sensor_347,False Alarm,Correct Pass,306,278,3.146,2.8666,0.27939999999999987,0.19841773639911597,0.19841773639911597,3.4128745569947444e-05,True
False Alarm vs Correct Pass,sensor_280,False Alarm,Correct Pass,446,722,0.035,0.0391,-0.0040999999999999995,-0.1982845359800256,0.1982845359800256,1.1981805660312209e-08,True
False Alarm vs Correct Pass,sensor_440,False Alarm,Correct Pass,445,724,58.2112,69.3425,-11.131300000000003,-0.19657644794835183,0.19657644794835183,1.605307867548781e-08,True
False Alarm vs Correct Pass,sensor_342,False Alarm,Correct Pass,445,721,2.5262,2.2718,0.25439999999999996,0.19633779550873465,0.19633779550873465,1.7145654757461568e-08,True
False Alarm vs Correct Pass,sensor_071,False Alarm,Correct Pass,445,721,616.7591,620.3545,-3.5954000000000406,-0.19490096464024687,0.19490096464024687,2.1769465388942303e-08,True
False Alarm vs Correct Pass,sensor_364,False Alarm,Correct Pass,446,687,336.89025000000004,284.293,52.59725000000003,0.1916893492862317,0.1916893492862317,4.829964574060175e-08,True
False Alarm vs Correct Pass,sensor_145,False Alarm,Correct Pass,446,722,0.0991,0.1125,-0.013400000000000009,-0.18953952026632548,0.18953952026632548,5.077622876005807e-08,True
False Alarm vs Correct Pass,sensor_468,False Alarm,Correct Pass,445,723,5.8811,5.539,0.3421000000000003,0.18808957682564853,0.18808957682564853,6.495210876948582e-08,True
False Alarm vs Correct Pass,sensor_072,False Alarm,Correct Pass,445,721,99.6563,104.807,-5.1507000000000005,-0.1862612788106407,0.1862612788106407,8.834799327655301e-08,True
False Alarm vs Correct Pass,sensor_039,False Alarm,Correct Pass,446,724,86.86505,86.79825,0.06680000000000064,0.18467408269950192,0.18467408269950192,1.086978709901626e-07,True
False Alarm vs Correct Pass,sensor_439,False Alarm,Correct Pass,445,724,45.0,51.7325,-6.732500000000002,-0.1834098950897014,0.1834098950897014,1.35322135290489e-07,True
False Alarm vs Correct Pass,sensor_472,False Alarm,Correct Pass,445,721,8.0468,6.9804,1.066399999999999,0.18178871417662745,0.18178871417662745,1.7820673375889166e-07,True
False Alarm vs Correct Pass,sensor_073,False Alarm,Correct Pass,306,278,150.34485,153.98665,-3.6417999999999893,-0.1808670710490431,0.1808670710490431,0.00015845137736113335,False
False Alarm vs Correct Pass,sensor_128,False Alarm,Correct Pass,442,719,0.6273,0.6638,-0.03649999999999998,-0.1801647587461217,0.1801647587461217,2.4614940615453664e-07,True
False Alarm vs Correct Pass,sensor_211,False Alarm,Correct Pass,446,704,0.08505,0.07625000000000001,0.008799999999999988,0.17996776905829592,0.17996776905829592,2.628411163549018e-07,True
False Alarm vs Correct Pass,sensor_556,False Alarm,Correct Pass,367,617,59.1136,50.3223,8.7913,0.1797216910514532,0.1797216910514532,2.330512344131211e-06,True
False Alarm vs Correct Pass,sensor_349,False Alarm,Correct Pass,446,704,0.02355,0.0216,0.0019500000000000003,0.17936264268242974,0.17936264268242974,2.880983173672403e-07,True
False Alarm vs Correct Pass,sensor_498,False Alarm,Correct Pass,446,687,11.818850000000001,10.1643,1.6545500000000004,0.1791796398195835,0.1791796398195835,3.373328707709373e-07,True
False Alarm vs Correct Pass,sensor_378,False Alarm,Correct Pass,446,722,0.0015,0.0016,-0.00010000000000000005,-0.17702445871582428,0.17702445871582428,3.3669516785607294e-07,True
False Alarm vs Correct Pass,sensor_226,False Alarm,Correct Pass,446,687,1045.8002999999999,895.2002,150.60009999999988,0.17630759590342104,0.17630759590342104,5.17985366781489e-07,True
False Alarm vs Correct Pass,sensor_412,False Alarm,Correct Pass,444,713,2.628,2.5268,0.10119999999999996,0.1754103331943444,0.1754103331943444,5.077988246319183e-07,True
False Alarm vs Correct Pass,sensor_240,False Alarm,Correct Pass,446,722,0.0042,0.0047,-0.0005000000000000004,-0.1752853930909407,0.1752853930909407,4.647756557724339e-07,True
False Alarm vs Correct Pass,sensor_067,False Alarm,Correct Pass,445,721,703.9686,707.9108,-3.942199999999957,-0.1741245772880986,0.1741245772880986,5.714186089093694e-07,True
False Alarm vs Correct Pass,sensor_139,False Alarm,Correct Pass,444,713,57.4001,55.3,2.1001000000000047,0.17318335165459997,0.17318335165459997,7.062521988739452e-07,True
False Alarm vs Correct Pass,sensor_249,False Alarm,Correct Pass,446,724,0.0223,0.02035,0.0019500000000000003,0.1729337512077893,0.1729337512077893,6.562726437342266e-07,True
False Alarm vs Correct Pass,sensor_521,False Alarm,Correct Pass,446,724,2.3514,2.1538000000000004,0.19759999999999955,0.17219669003790594,0.17219669003790594,7.321706144246737e-07,True
False Alarm vs Correct Pass,sensor_123,False Alarm,Correct Pass,442,719,3.668,4.014,-0.3460000000000001,-0.1709073058987155,0.1709073058987155,9.808609906776388e-07,True
False Alarm vs Correct Pass,sensor_026,False Alarm,Correct Pass,445,724,1.2785,1.2861,-0.007600000000000051,-0.1679309702650692,0.1679309702650692,1.3888233659989412e-06,True
False Alarm vs Correct Pass,sensor_124,False Alarm,Correct Pass,442,719,15.85,15.81,0.03999999999999915,0.16613383344136845,0.16613383344136845,1.916768494014511e-06,True
False Alarm vs Correct Pass,sensor_572,False Alarm,Correct Pass,446,724,2.1672,2.0858999999999996,0.08130000000000015,0.16364306419245356,0.16364306419245356,2.5182060711593913e-06,True
False Alarm vs Correct Pass,sensor_045,False Alarm,Correct Pass,445,724,10.0082,10.0612,-0.05299999999999905,-0.1629585945744615,0.1629585945744615,2.8178646336105613e-06,True
False Alarm vs Correct Pass,sensor_387,False Alarm,Correct Pass,446,724,0.0074,0.0067,0.0007000000000000001,0.16243837177613152,0.16243837177613152,2.97954410964853e-06,True
False Alarm vs Correct Pass,sensor_332,False Alarm,Correct Pass,445,723,0.0867,0.0834,0.0032999999999999974,0.16168896762863838,0.16168896762863838,3.3836442862315466e-06,True
False Alarm vs Correct Pass,sensor_336,False Alarm,Correct Pass,445,721,2.7302,2.4225,0.3077000000000001,0.15838177313032764,0.15838177313032764,5.402613376314022e-06,True
False Alarm vs Correct Pass,sensor_200,False Alarm,Correct Pass,445,721,9.32,8.08,1.2400000000000002,0.1549595599121072,0.1549595599121072,8.577532205654512e-06,True
False Alarm vs Correct Pass,sensor_008,False Alarm,Correct Pass,445,717,0.1221,0.1227,-0.0006000000000000033,-0.15171203359816965,0.15171203359816965,1.3416682428700052e-05,True
False Alarm vs Correct Pass,sensor_550,False Alarm,Correct Pass,367,617,0.5157,0.4316,0.08410000000000006,0.15075141649627488,0.15075141649627488,7.458256926926335e-05,True
False Alarm vs Correct Pass,sensor_056,False Alarm,Correct Pass,445,723,2849.0,2856.0,-7.0,-0.1488150185711844,0.1488150185711844,1.898337975200803e-05,True
False Alarm vs Correct Pass,sensor_553,False Alarm,Correct Pass,367,617,0.2232,0.1808,0.04240000000000002,0.14857864590463654,0.14857864590463654,9.4580094584478e-05,True
False Alarm vs Correct Pass,sensor_460,False Alarm,Correct Pass,445,724,2.9827,2.71835,0.26434999999999986,0.14680613321745617,0.14680613321745617,2.449392926913992e-05,True
False Alarm vs Correct Pass,sensor_170,False Alarm,Correct Pass,445,724,0.376,0.4375,-0.0615,-0.14524799801353283,0.14524799801353283,2.9845555154248123e-05,True
False Alarm vs Correct Pass,sensor_153,False Alarm,Correct Pass,446,721,0.49765,0.45,0.04764999999999997,0.14410105545984342,0.14410105545984342,3.454082276180906e-05,True
False Alarm vs Correct Pass,sensor_461,False Alarm,Correct Pass,445,724,28.4535,24.7842,3.6693,0.14403128685827804,0.14403128685827804,3.478239064428548e-05,True
False Alarm vs Correct Pass,sensor_188,False Alarm,Correct Pass,445,724,18.82,17.18,1.6400000000000006,0.14274939474827741,0.14274939474827741,4.081488257047436e-05,True
False Alarm vs Correct Pass,sensor_305,False Alarm,Correct Pass,445,724,0.1268,0.1452,-0.0184,-0.14129989446893043,0.14129989446893043,4.883049051656146e-05,True
False Alarm vs Correct Pass,sensor_441,False Alarm,Correct Pass,445,724,11.098,12.840050000000002,-1.7420500000000008,-0.14121919423924512,0.14121919423924512,4.931858461667392e-05,True
False Alarm vs Correct Pass,sensor_288,False Alarm,Correct Pass,446,721,0.14655,0.1348,0.01175000000000001,0.14100371307911908,0.14100371307911908,5.07285444398523e-05,True
False Alarm vs Correct Pass,sensor_389,False Alarm,Correct Pass,446,724,34.370450000000005,30.5628,3.807650000000006,0.13996110299036246,0.13996110299036246,5.6861529829113074e-05,True
False Alarm vs Correct Pass,sensor_038,False Alarm,Correct Pass,446,724,66.2474,66.2133,0.034099999999995134,0.13894532121001912,0.13894532121001912,6.434319739671947e-05,True
False Alarm vs Correct Pass,sensor_324,False Alarm,Correct Pass,445,724,5.7239,5.232150000000001,0.4917499999999997,0.13848780184989762,0.13848780184989762,6.882043805626284e-05,True
False Alarm vs Correct Pass,sensor_544,False Alarm,Correct Pass,446,722,0.0078,0.0078,0.0,-0.13823087338360063,0.13823087338360063,2.4294827025244943e-05,True
False Alarm vs Correct Pass,sensor_523,False Alarm,Correct Pass,446,724,14.43645,13.1303,1.3061500000000006,0.1351733022817927,0.1351733022817927,0.00010117201491094317,True
False Alarm vs Correct Pass,sensor_064,False Alarm,Correct Pass,444,721,13.5841,12.97,0.6140999999999988,0.13387624795391795,0.13387624795391795,0.00012200715435634398,False
False Alarm vs Correct Pass,sensor_132,False Alarm,Correct Pass,442,719,0.99725,0.9978,-0.0005500000000000504,-0.13382714806260576,0.13382714806260576,0.00012591090068091488,False
False Alarm vs Correct Pass,sensor_391,False Alarm,Correct Pass,446,724,0.9235,0.83485,0.08865,0.13316032009513656,0.13316032009513656,0.0001282125859390463,False
False Alarm vs Correct Pass,sensor_163,False Alarm,Correct Pass,445,724,1297.0,2113.0,-816.0,-0.13231423427897449,0.13231423427897449,0.00014301886111059057,False
False Alarm vs Correct Pass,sensor_061,False Alarm,Correct Pass,445,721,353.5655,353.8645,-0.299000000000035,-0.13199831694431896,0.13199831694431896,0.0001501620700159725,False
False Alarm vs Correct Pass,sensor_551,False Alarm,Correct Pass,367,617,17.07,16.23,0.8399999999999999,0.131850078829177,0.131850078829177,0.0005310917461244844,False
False Alarm vs Correct Pass,sensor_298,False Alarm,Correct Pass,445,724,598.4816,978.0482,-379.5666,-0.13099199205413126,0.13099199205413126,0.0001666272833968179,False
False Alarm vs Correct Pass,sensor_171,False Alarm,Correct Pass,446,724,0.7012,0.67615,0.025050000000000017,0.1303576295121769,0.1303576295121769,0.00017733831449798633,False
False Alarm vs Correct Pass,sensor_368,False Alarm,Correct Pass,446,718,0.0034,0.0031,0.0002999999999999999,0.12924228986846864,0.12924228986846864,0.0002048690313115491,False
False Alarm vs Correct Pass,sensor_081,False Alarm,Correct Pass,446,704,-0.014450000000000001,-0.0076,-0.006850000000000001,-0.12877089278434573,0.12877089278434573,0.0002298713951134507,False
False Alarm vs Correct Pass,sensor_442,False Alarm,Correct Pass,446,724,0.8233,0.78505,0.038250000000000006,0.1279699229492357,0.1279699229492357,0.00023267445417237746,False
False Alarm vs Correct Pass,sensor_476,False Alarm,Correct Pass,445,721,4.427,4.1875,0.2394999999999996,0.1267901946422727,0.1267901946422727,0.00027134089988188235,False
False Alarm vs Correct Pass,sensor_554,False Alarm,Correct Pass,367,617,7.7201,7.1614,0.5587,0.12657713556410344,0.12657713556410344,0.0008811900913281688,False
False Alarm vs Correct Pass,sensor_251,False Alarm,Correct Pass,446,724,106.5618,98.344,8.217800000000011,0.1263099868691624,0.1263099868691624,0.00028032191091465153,False
False Alarm vs Correct Pass,sensor_559,False Alarm,Correct Pass,445,724,0.9697,0.9753000000000001,-0.005600000000000049,-0.12619343224284563,0.12619343224284563,0.0002866971280789168,False
False Alarm vs Correct Pass,sensor_303,False Alarm,Correct Pass,445,724,0.3632,0.3898,-0.026599999999999957,-0.12492395555279656,0.12492395555279656,0.0003300524441642194,False
False Alarm vs Correct Pass,sensor_084,False Alarm,Correct Pass,446,723,7.40085,7.5172,-0.11634999999999973,-0.12464569029144879,0.12464569029144879,0.0003383424951729833,False
False Alarm vs Correct Pass,sensor_069,False Alarm,Correct Pass,445,721,147.0345,148.0109,-0.976399999999984,-0.12457728809861457,0.12457728809861457,0.00034666414504604706,False
False Alarm vs Correct Pass,sensor_409,False Alarm,Correct Pass,446,721,4.81165,5.0068,-0.19514999999999993,-0.12424821032074285,0.12424821032074285,0.0003560063435941818,False
False Alarm vs Correct Pass,sensor_271,False Alarm,Correct Pass,446,721,28.353749999999998,29.124,-0.7702500000000008,-0.12403363539677703,0.12403363539677703,0.0003644817812869479,False
False Alarm vs Correct Pass,sensor_076,False Alarm,Correct Pass,446,704,-0.010249999999999999,-0.0045,-0.005749999999999999,-0.1239075876477782,0.1239075876477782,0.0003932394959268552,False
False Alarm vs Correct Pass,sensor_047,False Alarm,Correct Pass,445,724,732.3237,734.22325,-1.8995499999999765,-0.12364206344279594,0.12364206344279594,0.00037995192788367333,False
False Alarm vs Correct Pass,sensor_424,False Alarm,Correct Pass,446,721,74.23339999999999,67.317,6.916399999999996,0.12296698033996134,0.12296698033996134,0.00040950701302256836,False
False Alarm vs Correct Pass,sensor_274,False Alarm,Correct Pass,444,713,19.7755,19.4362,0.3393000000000015,0.12255347914534442,0.12255347914534442,0.00044875210782728157,False
False Alarm vs Correct Pass,sensor_426,False Alarm,Correct Pass,446,721,5.0242,4.6055,0.4187000000000003,0.12214288824067232,0.12214288824067232,0.0004477759639365644,False
False Alarm vs Correct Pass,sensor_306,False Alarm,Correct Pass,446,724,0.2729,0.261,0.011899999999999966,0.12184736020612941,0.12184736020612941,0.00045743137054644374,False
False Alarm vs Correct Pass,sensor_009,False Alarm,Correct Pass,446,722,1.4765,1.4539499999999999,0.02255000000000007,0.12055140802206132,0.12055140802206132,0.0005294846702647098,False
False Alarm vs Correct Pass,sensor_168,False Alarm,Correct Pass,445,724,1.1,1.2,-0.09999999999999987,-0.12050096219504625,0.12050096219504625,0.0005147950315827278,False
False Alarm vs Correct Pass,sensor_557,False Alarm,Correct Pass,367,617,4.2048,4.0437,0.16109999999999935,0.12004999138840922,0.12004999138840922,0.0016081057559243347,False
False Alarm vs Correct Pass,sensor_136,False Alarm,Correct Pass,446,721,105.0,111.0,-6.0,-0.11958664784212258,0.11958664784212258,0.0005880234587584152,False
False Alarm vs Correct Pass,sensor_337,False Alarm,Correct Pass,444,721,9.2484,8.9055,0.3429000000000002,0.11922567505091775,0.11922567505091775,0.0006225444787911264,False
False Alarm vs Correct Pass,sensor_078,False Alarm,Correct Pass,446,704,-0.0048,-0.01455,0.009750000000000002,0.11894236649001222,0.11894236649001222,0.0006676385507203564,False
False Alarm vs Correct Pass,sensor_122,False Alarm,Correct Pass,442,719,15.81,15.78,0.030000000000001137,0.11815052328837816,0.11815052328837816,0.0007077922547346623,False
False Alarm vs Correct Pass,sensor_068,False Alarm,Correct Pass,445,721,1.0068,0.9542,0.05259999999999987,0.117143792173791,0.117143792173791,0.0007676822661311786,False
False Alarm vs Correct Pass,sensor_020,False Alarm,Correct Pass,438,723,12.4881,12.5049,-0.016799999999999926,-0.11542469542810585,0.11542469542810585,0.0009657370430180902,False
False Alarm vs Correct Pass,sensor_204,False Alarm,Correct Pass,445,721,31.047,29.389,1.6580000000000013,0.11407689071046767,0.11407689071046767,0.001052469878575548,False
False Alarm vs Correct Pass,sensor_481,False Alarm,Correct Pass,445,721,74.8918,69.5118,5.38000000000001,0.11304523991335369,0.11304523991335369,0.0011684039295785694,False
False Alarm vs Correct Pass,sensor_435,False Alarm,Correct Pass,445,724,10.6216,9.731200000000001,0.8903999999999996,0.11294617915450988,0.11294617915450988,0.0011695254010579404,False
False Alarm vs Correct Pass,sensor_525,False Alarm,Correct Pass,446,724,4.98535,4.72985,0.2555000000000005,0.11128694596536426,0.11128694596536426,0.001370728933470307,False
False Alarm vs Correct Pass,sensor_334,False Alarm,Correct Pass,445,721,5.8763,6.0339,-0.1576000000000004,-0.10906824167432871,0.10906824167432871,0.0017346214214960607,False
False Alarm vs Correct Pass,sensor_414,False Alarm,Correct Pass,444,713,22.8359,18.5588,4.277099999999997,0.10883148225364203,0.10883148225364203,0.0018292209786554244,False
False Alarm vs Correct Pass,sensor_301,False Alarm,Correct Pass,445,724,0.0783,0.08549999999999999,-0.007199999999999998,-0.10845490098702593,0.10845490098702593,0.001826235686011895,False
False Alarm vs Correct Pass,sensor_253,False Alarm,Correct Pass,446,724,2.9241,2.7884,0.13569999999999993,0.1082519882070212,0.1082519882070212,0.001849117314562492,False
False Alarm vs Correct Pass,sensor_325,False Alarm,Correct Pass,445,724,13.5633,11.6979,1.8653999999999993,0.10421813892854925,0.10421813892854925,0.002741313813223669,False
False Alarm vs Correct Pass,sensor_486,False Alarm,Correct Pass,446,704,134.5071,96.9232,37.583900000000014,0.10390338361190388,0.10390338361190388,0.0029374069929946956,False
False Alarm vs Correct Pass,sensor_189,False Alarm,Correct Pass,445,724,43.415,37.713499999999996,5.701500000000003,0.1034421751815755,0.1034421751815755,0.0029486040721965353,False
