wafer_id,target,status,timestamp
WF-000643,0,Pass,2008-09-01 23:45:00
WF-000152,0,Pass,2008-08-07 08:55:00
WF-000468,0,Pass,2008-08-28 06:15:00
WF-000399,0,Pass,2008-08-22 02:52:00
WF-000156,0,Pass,2008-08-08 04:55:00
WF-001505,0,Pass,2008-10-14 17:36:00
WF-000215,0,Pass,2008-08-16 06:52:00
WF-001359,0,Pass,2008-10-06 10:07:00
WF-001195,0,Pass,2008-09-30 13:29:00
WF-000892,0,Pass,2008-09-18 23:00:00
WF-000983,0,Pass,2008-09-21 10:07:00
WF-001536,0,Pass,2008-10-15 16:24:00
WF-000686,0,Pass,2008-09-02 13:05:00
WF-000288,0,Pass,2008-08-19 05:40:00
WF-000385,0,Pass,2008-08-21 22:41:00
WF-000971,0,Pass,2008-09-21 01:06:00
WF-001166,0,Pass,2008-09-28 23:54:00
WF-001388,0,Pass,2008-10-07 07:41:00
WF-000797,0,Pass,2008-09-11 23:10:00
WF-001047,0,Pass,2008-09-24 02:19:00
WF-000447,0,Pass,2008-08-24 10:09:00
WF-001116,0,Pass,2008-09-26 20:31:00
WF-000205,0,Pass,2008-08-15 09:38:00
WF-000576,0,Pass,2008-08-30 09:37:00
WF-000705,0,Pass,2008-09-02 20:58:00
WF-000186,0,Pass,2008-08-10 12:22:00
WF-000671,0,Pass,2008-09-02 09:36:00
WF-000660,0,Pass,2008-09-02 04:19:00
WF-000401,0,Pass,2008-08-22 03:58:00
WF-000837,0,Pass,2008-09-14 16:34:00
WF-000159,1,Fail,2008-08-08 12:37:00
WF-000979,0,Pass,2008-09-21 08:22:00
WF-001045,0,Pass,2008-09-23 21:26:00
WF-000883,0,Pass,2008-09-18 05:58:00
WF-000652,0,Pass,2008-09-02 01:50:00
WF-001090,0,Pass,2008-09-25 19:49:00
WF-001013,0,Pass,2008-09-22 14:24:00
WF-000825,0,Pass,2008-09-13 10:55:00
WF-000573,0,Pass,2008-08-30 08:42:00
WF-000107,0,Pass,2008-08-05 03:36:00
WF-001506,0,Pass,2008-10-14 19:15:00
WF-001191,0,Pass,2008-09-30 04:01:00
WF-000678,0,Pass,2008-09-02 11:22:00
WF-000180,0,Pass,2008-08-10 00:46:00
WF-001235,0,Pass,2008-10-02 07:58:00
WF-000057,0,Pass,2008-07-30 12:02:00
WF-000911,0,Pass,2008-09-19 11:54:00
WF-001133,0,Pass,2008-09-27 14:46:00
WF-000728,0,Pass,2008-09-04 14:09:00
WF-000565,0,Pass,2008-08-30 05:05:00
WF-001231,0,Pass,2008-10-02 04:23:00
WF-000244,1,Fail,2008-08-18 01:23:00
WF-000752,0,Pass,2008-09-08 00:32:00
WF-001555,0,Pass,2008-10-16 04:47:00
WF-000962,0,Pass,2008-09-20 17:26:00
WF-000050,1,Fail,2008-07-29 17:05:00
WF-000094,0,Pass,2008-08-04 18:24:00
WF-000765,0,Pass,2008-09-08 19:33:00
WF-000662,0,Pass,2008-09-02 05:46:00
WF-001372,0,Pass,2008-10-06 17:26:00
WF-000060,0,Pass,2008-07-31 13:57:00
WF-001450,0,Pass,2008-10-10 15:33:00
WF-001105,0,Pass,2008-09-26 14:51:00
WF-001110,0,Pass,2008-09-26 17:59:00
WF-000334,0,Pass,2008-08-20 17:36:00
WF-000695,0,Pass,2008-09-02 16:50:00
WF-000633,0,Pass,2008-09-01 11:40:00
WF-001018,0,Pass,2008-09-22 21:31:00
WF-000194,0,Pass,2008-08-11 11:35:00
WF-000624,0,Pass,2008-09-01 05:32:00
WF-001327,0,Pass,2008-10-05 16:15:00
WF-000424,0,Pass,2008-08-22 15:54:00
WF-000092,0,Pass,2008-08-04 17:11:00
WF-000729,0,Pass,2008-09-04 14:11:00
WF-000782,0,Pass,2008-09-11 06:04:00
WF-001036,0,Pass,2008-09-23 13:37:00
WF-000160,0,Pass,2008-08-08 20:21:00
WF-000929,0,Pass,2008-09-19 21:14:00
WF-001385,0,Pass,2008-10-07 03:29:00
WF-001029,0,Pass,2008-09-23 09:43:00
WF-000991,0,Pass,2008-09-21 15:26:00
WF-000413,0,Pass,2008-08-22 10:01:00
WF-001119,0,Pass,2008-09-27 01:29:00
WF-001265,0,Pass,2008-10-03 03:56:00
WF-000809,0,Pass,2008-09-12 14:52:00
WF-000074,0,Pass,2008-08-03 14:06:00
WF-000857,0,Pass,2008-09-15 22:54:00
WF-001198,0,Pass,2008-09-30 15:16:00
WF-000163,0,Pass,2008-08-08 22:06:00
WF-000829,0,Pass,2008-09-13 14:07:00
WF-001318,0,Pass,2008-10-05 10:43:00
WF-000696,0,Pass,2008-09-02 16:54:00
WF-000434,0,Pass,2008-08-23 05:57:00
WF-000511,0,Pass,2008-08-29 05:16:00
WF-001212,1,Fail,2008-10-01 05:56:00
WF-000361,0,Pass,2008-08-21 13:29:00
WF-001170,0,Pass,2008-09-29 04:18:00
WF-001073,0,Pass,2008-09-25 07:12:00
WF-001063,1,Fail,2008-09-24 15:05:00
WF-001486,0,Pass,2008-10-13 19:36:00
WF-001527,0,Pass,2008-10-15 07:55:00
WF-000552,0,Pass,2008-08-30 00:01:00
WF-000161,0,Pass,2008-08-08 21:22:00
WF-001360,0,Pass,2008-10-06 11:51:00
WF-000862,0,Pass,2008-09-16 08:52:00
WF-000187,1,Fail,2008-08-10 15:59:00
WF-001140,0,Pass,2008-09-27 20:46:00
WF-000989,0,Pass,2008-09-21 14:33:00
WF-000226,0,Pass,2008-08-17 01:53:00
WF-000689,0,Pass,2008-09-02 13:40:00
WF-000392,0,Pass,2008-08-22 00:47:00
WF-000039,1,Fail,2008-07-28 06:45:00
WF-000210,0,Pass,2008-08-15 20:00:00
WF-001144,0,Pass,2008-09-28 03:55:00
WF-001301,0,Pass,2008-10-04 20:39:00
WF-001406,0,Pass,2008-10-07 17:28:00
WF-000242,1,Fail,2008-08-18 00:02:00
WF-000427,0,Pass,2008-08-22 23:47:00
WF-001259,0,Pass,2008-10-02 23:32:00
WF-001379,0,Pass,2008-10-06 20:47:00
WF-000365,0,Pass,2008-08-21 15:06:00
WF-000872,1,Fail,2008-09-17 04:23:00
WF-001375,0,Pass,2008-10-06 18:55:00
WF-001332,0,Pass,2008-10-05 19:45:00
WF-000508,0,Pass,2008-08-29 03:46:00
WF-000134,0,Pass,2008-08-06 09:57:00
WF-001075,0,Pass,2008-09-25 08:45:00
WF-000129,0,Pass,2008-08-06 00:04:00
WF-000712,0,Pass,2008-09-03 04:18:00
WF-000871,0,Pass,2008-09-17 02:01:00
WF-000151,0,Pass,2008-08-07 08:45:00
WF-000827,1,Fail,2008-09-13 11:56:00
WF-001114,0,Pass,2008-09-26 19:55:00
WF-000604,0,Pass,2008-08-31 09:11:00
WF-000088,0,Pass,2008-08-04 14:31:00
WF-001543,0,Pass,2008-10-15 22:54:00
WF-000987,0,Pass,2008-09-21 14:30:00
WF-000089,0,Pass,2008-08-04 15:29:00
WF-000132,1,Fail,2008-08-06 05:40:00
WF-000061,0,Pass,2008-07-31 15:36:00
WF-000371,0,Pass,2008-08-21 17:25:00
WF-001146,0,Pass,2008-09-28 05:31:00
WF-000994,0,Pass,2008-09-21 17:26:00
WF-001083,0,Pass,2008-09-25 14:28:00
WF-001180,0,Pass,2008-09-29 14:08:00
WF-000491,0,Pass,2008-08-28 18:15:00
WF-000390,0,Pass,2008-08-22 00:43:00
WF-000067,0,Pass,2008-08-01 10:26:00
WF-000195,0,Pass,2008-08-11 12:38:00
WF-000423,0,Pass,2008-08-22 15:39:00
WF-001348,0,Pass,2008-10-06 06:11:00
WF-001416,0,Pass,2008-10-08 07:10:00
WF-000943,0,Pass,2008-09-20 08:14:00
WF-000958,0,Pass,2008-09-20 15:37:00
WF-001339,0,Pass,2008-10-06 01:30:00
WF-000439,0,Pass,2008-08-23 12:58:00
WF-000165,0,Pass,2008-08-09 02:15:00
WF-001039,0,Pass,2008-09-23 15:58:00
WF-001282,0,Pass,2008-10-03 21:52:00
WF-000083,1,Fail,2008-08-04 00:39:00
WF-000419,0,Pass,2008-08-22 12:42:00
WF-001400,0,Pass,2008-10-07 12:40:00
WF-000645,0,Pass,2008-09-02 00:26:00
WF-000683,0,Pass,2008-09-02 12:26:00
WF-000136,0,Pass,2008-08-06 13:35:00
WF-000486,0,Pass,2008-08-28 17:21:00
WF-000455,0,Pass,2008-08-27 14:18:00
WF-001197,0,Pass,2008-09-30 14:36:00
WF-000998,0,Pass,2008-09-21 20:35:00
WF-001496,0,Pass,2008-10-14 00:35:00
WF-000952,0,Pass,2008-09-20 14:06:00
WF-001150,0,Pass,2008-09-28 08:40:00
WF-001042,0,Pass,2008-09-23 18:56:00
WF-000031,0,Pass,2008-07-27 20:24:00
WF-000248,0,Pass,2008-08-18 05:03:00
WF-000935,0,Pass,2008-09-20 03:58:00
WF-000200,0,Pass,2008-08-12 12:04:00
WF-000295,1,Fail,2008-08-19 07:58:00
WF-000500,0,Pass,2008-08-28 23:40:00
WF-001515,0,Pass,2008-10-15 01:52:00
WF-000730,0,Pass,2008-09-04 14:48:00
WF-001390,0,Pass,2008-10-07 08:26:00
WF-000116,1,Fail,2008-08-05 07:12:00
WF-000084,0,Pass,2008-08-04 03:45:00
WF-000260,0,Pass,2008-08-18 12:00:00
WF-000920,0,Pass,2008-09-19 19:29:00
WF-000693,0,Pass,2008-09-02 15:29:00
WF-000310,0,Pass,2008-08-19 12:30:00
WF-000563,0,Pass,2008-08-30 04:24:00
WF-000469,0,Pass,2008-08-28 06:39:00
WF-000852,0,Pass,2008-09-15 16:59:00
WF-000201,0,Pass,2008-08-13 02:48:00
WF-000750,0,Pass,2008-09-07 20:50:00
WF-001229,0,Pass,2008-10-02 03:27:00
WF-000655,0,Pass,2008-09-02 02:50:00
WF-000416,0,Pass,2008-08-22 11:32:00
WF-001046,0,Pass,2008-09-23 22:25:00
WF-000889,0,Pass,2008-09-18 18:56:00
WF-000860,0,Pass,2008-09-16 07:48:00
WF-001058,0,Pass,2008-09-24 10:59:00
WF-000036,0,Pass,2008-07-28 03:48:00
WF-001169,0,Pass,2008-09-29 03:50:00
WF-001233,0,Pass,2008-10-02 06:49:00
WF-001456,0,Pass,2008-10-11 02:55:00
WF-001349,0,Pass,2008-10-06 06:26:00
WF-000124,0,Pass,2008-08-05 21:07:00
WF-000213,0,Pass,2008-08-16 02:21:00
WF-001329,1,Fail,2008-10-05 16:49:00
WF-000111,0,Pass,2008-08-05 05:11:00
WF-001344,1,Fail,2008-10-06 03:57:00
WF-001178,0,Pass,2008-09-29 14:03:00
WF-000261,0,Pass,2008-08-18 12:06:00
WF-000625,0,Pass,2008-09-01 06:12:00
WF-000614,0,Pass,2008-08-31 21:46:00
WF-000143,0,Pass,2008-08-06 20:17:00
WF-000076,0,Pass,2008-08-03 15:03:00
WF-000514,0,Pass,2008-08-29 05:57:00
WF-000373,0,Pass,2008-08-21 18:04:00
WF-001201,0,Pass,2008-09-30 16:50:00
WF-000351,0,Pass,2008-08-21 05:15:00
WF-001193,0,Pass,2008-09-30 08:44:00
WF-000539,0,Pass,2008-08-29 14:30:00
WF-000692,0,Pass,2008-09-02 14:34:00
WF-001252,0,Pass,2008-10-02 19:21:00
WF-001309,0,Pass,2008-10-05 04:48:00
WF-001535,0,Pass,2008-10-15 15:11:00
WF-000404,0,Pass,2008-08-22 05:21:00
WF-001533,0,Pass,2008-10-15 13:16:00
WF-000839,0,Pass,2008-09-14 18:27:00
WF-000880,0,Pass,2008-09-18 03:58:00
WF-001070,0,Pass,2008-09-25 01:05:00
WF-000158,1,Fail,2008-08-08 08:44:00
WF-000561,0,Pass,2008-08-30 03:10:00
WF-001268,0,Pass,2008-10-03 05:45:00
WF-000280,0,Pass,2008-08-18 23:03:00
WF-001424,0,Pass,2008-10-08 13:38:00
WF-000816,0,Pass,2008-09-12 21:12:00
WF-001010,0,Pass,2008-09-22 12:11:00
WF-001208,0,Pass,2008-09-30 23:58:00
WF-000798,1,Fail,2008-09-11 23:48:00
WF-000287,0,Pass,2008-08-19 05:11:00
WF-000956,0,Pass,2008-09-20 15:02:00
WF-000098,0,Pass,2008-08-04 21:43:00
WF-001064,0,Pass,2008-09-24 15:39:00
WF-000788,0,Pass,2008-09-11 13:36:00
WF-000316,0,Pass,2008-08-19 19:38:00
WF-000481,0,Pass,2008-08-28 14:48:00
WF-000262,0,Pass,2008-08-18 12:22:00
WF-000558,0,Pass,2008-08-30 02:32:00
WF-001027,0,Pass,2008-09-23 07:58:00
WF-001343,1,Fail,2008-10-06 03:50:00
WF-000352,1,Fail,2008-08-21 06:10:00
WF-001528,0,Pass,2008-10-15 08:21:00
WF-000601,0,Pass,2008-08-31 02:57:00
WF-000044,0,Pass,2008-07-29 05:16:00
WF-001435,0,Pass,2008-10-08 22:08:00
WF-000112,0,Pass,2008-08-05 06:10:00
WF-001118,0,Pass,2008-09-27 00:17:00
WF-000266,0,Pass,2008-08-18 14:04:00
WF-000006,0,Pass,2008-07-19 17:53:00
WF-000294,0,Pass,2008-08-19 07:43:00
WF-000133,0,Pass,2008-08-06 09:56:00
WF-000023,0,Pass,2008-07-23 19:22:00
WF-001136,0,Pass,2008-09-27 16:13:00
WF-000760,0,Pass,2008-09-08 07:41:00
WF-001444,1,Fail,2008-10-09 15:55:00
WF-001211,0,Pass,2008-10-01 02:53:00
WF-000661,0,Pass,2008-09-02 04:22:00
WF-000919,0,Pass,2008-09-19 19:18:00
WF-001547,0,Pass,2008-10-16 02:16:00
WF-000363,0,Pass,2008-08-21 14:47:00
WF-000703,0,Pass,2008-09-02 20:18:00
WF-000884,0,Pass,2008-09-18 08:04:00
WF-001085,0,Pass,2008-09-25 15:40:00
WF-000285,0,Pass,2008-08-19 05:09:00
WF-000664,0,Pass,2008-09-02 06:19:00
WF-000414,0,Pass,2008-08-22 10:18:00
WF-000876,0,Pass,2008-09-18 00:57:00
WF-000224,0,Pass,2008-08-16 23:48:00
WF-000489,0,Pass,2008-08-28 18:05:00
WF-000688,0,Pass,2008-09-02 13:27:00
WF-000081,0,Pass,2008-08-03 20:23:00
WF-001122,0,Pass,2008-09-27 10:13:00
WF-001311,0,Pass,2008-10-05 05:53:00
WF-000815,0,Pass,2008-09-12 20:28:00
WF-001203,0,Pass,2008-09-30 19:17:00
WF-001407,0,Pass,2008-10-07 18:39:00
WF-001171,0,Pass,2008-09-29 04:47:00
WF-000452,0,Pass,2008-08-27 11:38:00
WF-000198,0,Pass,2008-08-12 10:54:00
WF-000422,0,Pass,2008-08-22 15:25:00
WF-001026,0,Pass,2008-09-23 06:52:00
WF-000428,0,Pass,2008-08-22 23:49:00
WF-000480,0,Pass,2008-08-28 12:44:00
WF-000323,0,Pass,2008-08-20 03:00:00
WF-001022,0,Pass,2008-09-22 23:10:00
WF-000804,0,Pass,2008-09-12 07:21:00
WF-000096,0,Pass,2008-08-04 20:32:00
WF-001210,0,Pass,2008-10-01 01:11:00
WF-001459,0,Pass,2008-10-11 07:39:00
WF-000162,0,Pass,2008-08-08 21:53:00
WF-000333,0,Pass,2008-08-20 17:35:00
WF-000596,0,Pass,2008-08-30 19:27:00
WF-000222,0,Pass,2008-08-16 15:16:00
WF-000369,1,Fail,2008-08-21 16:19:00
WF-000144,0,Pass,2008-08-06 21:15:00
WF-000218,0,Pass,2008-08-16 08:41:00
WF-000485,0,Pass,2008-08-28 16:52:00
WF-000470,0,Pass,2008-08-28 06:56:00
WF-001394,0,Pass,2008-10-07 10:04:00
WF-001563,0,Pass,2008-10-16 15:13:00
WF-000473,0,Pass,2008-08-28 08:41:00
WF-000011,1,Fail,2008-07-19 21:57:00
WF-000016,0,Pass,2008-07-22 00:03:00
WF-001481,0,Pass,2008-10-13 14:55:00
WF-000567,0,Pass,2008-08-30 05:38:00
WF-000691,0,Pass,2008-09-02 14:21:00
WF-000663,0,Pass,2008-09-02 06:03:00
WF-000221,0,Pass,2008-08-16 14:30:00
WF-000718,0,Pass,2008-09-03 18:16:00
WF-000959,0,Pass,2008-09-20 15:46:00
WF-001550,0,Pass,2008-10-16 02:55:00
WF-000685,0,Pass,2008-09-02 12:44:00
WF-001089,0,Pass,2008-09-25 17:29:00
WF-001303,1,Fail,2008-10-04 23:18:00
WF-001111,0,Pass,2008-09-26 18:54:00
WF-001187,0,Pass,2008-09-29 22:13:00
WF-000408,0,Pass,2008-08-22 07:04:00
WF-001031,0,Pass,2008-09-23 11:42:00
WF-000463,0,Pass,2008-08-28 03:45:00
WF-001242,1,Fail,2008-10-02 14:07:00
WF-001384,0,Pass,2008-10-07 01:46:00
WF-001057,0,Pass,2008-09-24 10:53:00
WF-000254,0,Pass,2008-08-18 07:23:00
WF-000425,1,Fail,2008-08-22 19:14:00
WF-000621,0,Pass,2008-09-01 00:45:00
WF-000626,0,Pass,2008-09-01 06:21:00
WF-000840,0,Pass,2008-09-14 18:27:00
WF-000721,0,Pass,2008-09-03 20:10:00
WF-001401,1,Fail,2008-10-07 13:10:00
WF-001040,0,Pass,2008-09-23 18:10:00
WF-000504,0,Pass,2008-08-29 02:38:00
WF-000925,1,Fail,2008-09-19 20:19:00
WF-001065,0,Pass,2008-09-24 15:42:00
WF-001094,0,Pass,2008-09-26 00:19:00
WF-001561,0,Pass,2008-10-16 05:58:00
WF-000814,0,Pass,2008-09-12 19:36:00
WF-001402,0,Pass,2008-10-07 13:48:00
WF-001183,0,Pass,2008-09-29 16:27:00
WF-000753,0,Pass,2008-09-08 00:40:00
WF-001051,0,Pass,2008-09-24 05:13:00
WF-001158,0,Pass,2008-09-28 18:43:00
WF-000140,0,Pass,2008-08-06 19:13:00
WF-001336,0,Pass,2008-10-06 00:41:00
WF-000582,0,Pass,2008-08-30 11:18:00
WF-000381,0,Pass,2008-08-21 20:21:00
WF-001428,0,Pass,2008-10-08 17:14:00
WF-001293,0,Pass,2008-10-04 15:16:00
WF-000717,0,Pass,2008-09-03 17:22:00
WF-000479,0,Pass,2008-08-28 11:19:00
WF-000961,0,Pass,2008-09-20 16:44:00
WF-000120,0,Pass,2008-08-05 14:17:00
WF-000022,0,Pass,2008-07-23 05:15:00
WF-000193,0,Pass,2008-08-11 05:15:00
WF-000330,0,Pass,2008-08-20 16:08:00
WF-000488,0,Pass,2008-08-28 17:32:00
WF-001305,0,Pass,2008-10-05 00:33:00
WF-001241,0,Pass,2008-10-02 10:03:00
WF-000535,0,Pass,2008-08-29 13:27:00
WF-001537,0,Pass,2008-10-15 17:19:00
WF-000537,0,Pass,2008-08-29 14:11:00
WF-000976,0,Pass,2008-09-21 04:49:00
WF-000697,0,Pass,2008-09-02 16:58:00
WF-001225,0,Pass,2008-10-01 23:34:00
WF-000823,0,Pass,2008-09-13 03:14:00
WF-000687,0,Pass,2008-09-02 13:08:00
WF-001277,0,Pass,2008-10-03 20:11:00
WF-000996,0,Pass,2008-09-21 18:12:00
WF-000761,0,Pass,2008-09-08 18:46:00
WF-000512,0,Pass,2008-08-29 05:54:00
WF-000556,0,Pass,2008-08-30 02:08:00
WF-001558,0,Pass,2008-10-16 05:08:00
WF-001007,0,Pass,2008-09-22 07:12:00
WF-001023,0,Pass,2008-09-23 00:57:00
WF-001134,0,Pass,2008-09-27 15:09:00
WF-001078,0,Pass,2008-09-25 11:08:00
WF-000467,0,Pass,2008-08-28 05:00:00
WF-000035,0,Pass,2008-07-28 03:31:00
WF-000038,0,Pass,2008-07-28 05:36:00
WF-000276,0,Pass,2008-08-18 17:37:00
WF-000773,0,Pass,2008-09-10 07:26:00
WF-000789,0,Pass,2008-09-11 14:20:00
WF-001519,0,Pass,2008-10-15 02:40:00
WF-001548,0,Pass,2008-10-16 02:17:00
WF-000223,1,Fail,2008-08-16 15:19:00
WF-000711,0,Pass,2008-09-03 01:32:00
WF-001445,0,Pass,2008-10-09 15:56:00
WF-000907,0,Pass,2008-09-19 09:12:00
WF-001060,0,Pass,2008-09-24 12:04:00
WF-001554,0,Pass,2008-10-16 04:04:00
WF-001113,0,Pass,2008-09-26 19:45:00
WF-001003,0,Pass,2008-09-22 00:47:00
WF-000649,0,Pass,2008-09-02 01:10:00
WF-000405,0,Pass,2008-08-22 05:31:00
WF-000891,0,Pass,2008-09-18 21:56:00
WF-000946,0,Pass,2008-09-20 12:20:00
WF-001263,0,Pass,2008-10-03 02:41:00
WF-000620,0,Pass,2008-09-01 00:39:00
WF-000820,0,Pass,2008-09-12 23:40:00
WF-001426,0,Pass,2008-10-08 15:37:00
WF-001461,0,Pass,2008-10-11 08:27:00
WF-001062,0,Pass,2008-09-24 13:01:00
WF-001086,0,Pass,2008-09-25 15:55:00
WF-001341,0,Pass,2008-10-06 02:49:00
WF-000882,0,Pass,2008-09-18 05:44:00
WF-001048,0,Pass,2008-09-24 02:44:00
WF-000533,0,Pass,2008-08-29 13:04:00
WF-000429,0,Pass,2008-08-22 23:56:00
WF-001405,0,Pass,2008-10-07 17:06:00
WF-000658,0,Pass,2008-09-02 03:35:00
WF-000606,1,Fail,2008-08-31 10:59:00
WF-001194,0,Pass,2008-09-30 12:31:00
WF-000723,0,Pass,2008-09-04 08:22:00
WF-000189,1,Fail,2008-08-10 20:07:00
WF-001257,0,Pass,2008-10-02 22:23:00
WF-000654,0,Pass,2008-09-02 02:11:00
WF-001497,0,Pass,2008-10-14 03:21:00
WF-000673,0,Pass,2008-09-02 10:13:00
WF-001286,0,Pass,2008-10-04 00:58:00
WF-001470,0,Pass,2008-10-12 03:21:00
WF-000846,0,Pass,2008-09-14 23:00:00
WF-000252,0,Pass,2008-08-18 06:26:00
WF-000977,0,Pass,2008-09-21 07:30:00
WF-000541,0,Pass,2008-08-29 15:43:00
WF-001228,1,Fail,2008-10-02 03:17:00
WF-000349,0,Pass,2008-08-21 04:29:00
WF-000430,0,Pass,2008-08-23 02:04:00
WF-000710,1,Fail,2008-09-03 01:15:00
WF-000742,0,Pass,2008-09-07 12:20:00
WF-001102,0,Pass,2008-09-26 13:36:00
WF-000178,0,Pass,2008-08-09 23:34:00
WF-001417,0,Pass,2008-10-08 07:13:00
WF-001504,0,Pass,2008-10-14 14:43:00
WF-000432,0,Pass,2008-08-23 04:50:00
WF-000448,0,Pass,2008-08-24 10:14:00
WF-000192,0,Pass,2008-08-11 04:09:00
WF-001326,1,Fail,2008-10-05 15:35:00
WF-001389,0,Pass,2008-10-07 08:25:00
WF-000864,0,Pass,2008-09-16 17:07:00
WF-000402,0,Pass,2008-08-22 04:40:00
WF-000775,0,Pass,2008-09-10 20:52:00
WF-000595,0,Pass,2008-08-30 19:21:00
WF-000647,0,Pass,2008-09-02 00:46:00
WF-000394,0,Pass,2008-08-22 01:26:00
WF-000748,0,Pass,2008-09-07 19:31:00
WF-000202,0,Pass,2008-08-15 03:26:00
WF-000444,0,Pass,2008-08-24 04:00:00
WF-000421,0,Pass,2008-08-22 14:45:00
WF-000306,0,Pass,2008-08-19 11:44:00
WF-001087,0,Pass,2008-09-25 16:44:00
WF-001186,1,Fail,2008-09-29 21:48:00
WF-001560,0,Pass,2008-10-16 05:44:00
WF-001512,0,Pass,2008-10-15 00:03:00
WF-000861,0,Pass,2008-09-16 08:50:00
WF-000930,1,Fail,2008-09-19 21:59:00
WF-001244,0,Pass,2008-10-02 14:54:00
WF-001347,0,Pass,2008-10-06 05:24:00
WF-000858,0,Pass,2008-09-15 23:37:00
WF-001097,0,Pass,2008-09-26 03:12:00
WF-001364,1,Fail,2008-10-06 13:38:00
WF-001532,0,Pass,2008-10-15 13:14:00
WF-001324,0,Pass,2008-10-05 14:34:00
WF-000454,0,Pass,2008-08-27 13:35:00
WF-000406,0,Pass,2008-08-22 05:32:00
WF-000312,0,Pass,2008-08-19 18:12:00
WF-000830,0,Pass,2008-09-13 16:04:00
WF-000811,0,Pass,2008-09-12 16:23:00
WF-000790,0,Pass,2008-09-11 14:24:00
WF-000965,0,Pass,2008-09-20 18:21:00
WF-001370,0,Pass,2008-10-06 16:50:00
WF-000377,0,Pass,2008-08-21 19:12:00
WF-000033,0,Pass,2008-07-27 22:28:00
WF-000951,0,Pass,2008-09-20 14:00:00
WF-000747,0,Pass,2008-09-07 19:29:00
WF-000438,0,Pass,2008-08-23 09:24:00
WF-000518,0,Pass,2008-08-29 06:40:00
WF-000623,0,Pass,2008-09-01 05:29:00
WF-000087,0,Pass,2008-08-04 14:04:00
WF-000903,0,Pass,2008-09-19 07:14:00
WF-000657,0,Pass,2008-09-02 03:33:00
WF-000495,0,Pass,2008-08-28 20:20:00
WF-000139,0,Pass,2008-08-06 18:34:00
WF-000980,0,Pass,2008-09-21 08:49:00
WF-000881,0,Pass,2008-09-18 03:58:00
WF-000520,0,Pass,2008-08-29 06:54:00
WF-001321,0,Pass,2008-10-05 12:03:00
WF-001427,0,Pass,2008-10-08 16:26:00
WF-000849,0,Pass,2008-09-15 11:40:00
WF-000865,0,Pass,2008-09-16 18:09:00
WF-001551,0,Pass,2008-10-16 03:56:00
WF-001120,0,Pass,2008-09-27 03:53:00
WF-001106,0,Pass,2008-09-26 15:06:00
WF-000879,0,Pass,2008-09-18 02:01:00
WF-000701,0,Pass,2008-09-02 18:52:00
WF-001002,0,Pass,2008-09-22 00:28:00
WF-000924,0,Pass,2008-09-19 20:17:00
WF-000207,0,Pass,2008-08-15 11:42:00
WF-000492,0,Pass,2008-08-28 18:25:00
WF-000515,0,Pass,2008-08-29 05:57:00
