wafer_id,target,status,decision,calibrated_failure_probability,prediction_confidence,combined_uncertainty,ood_percentile,positive_shap_total,negative_shap_total,top_risk_features,top_protective_features,explanation_text
WF-001526,0,Pass,Low Risk,0.0198803182261642,0.396667687316871,0.6033323126831289,0.9361532322426176,0.1097967710965581,0.336153913953701,sensor_512,"sensor_104, sensor_034, sensor_131, sensor_214, sensor_352","The record was assigned to Low Risk with a calibrated failure probability of 1.99%. The strongest model contributions increasing risk were sensor_512. Contributions reducing predicted risk were sensor_104, sensor_034, sensor_131. The internal prediction-confidence score was 39.67%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001443,0,Pass,Low Risk,0.0181476305780483,0.4584951295218503,0.5415048704781498,0.3064644852354349,0.10776237332495822,0.34209570665829153,,"sensor_034, sensor_214, sensor_131, sensor_032, sensor_104","The record was assigned to Low Risk with a calibrated failure probability of 1.81%. The strongest model contributions increasing risk were no dominant positive sensor contribution. Contributions reducing predicted risk were sensor_034, sensor_214, sensor_131. The internal prediction-confidence score was 45.85%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000265,0,Pass,Engineering Review,0.0538031487423166,0.3830270519966525,0.6169729480033475,0.1324820430965682,0.15954829361811082,0.2863101983800156,"sensor_060, sensor_511, sensor_153, sensor_034","sensor_032, sensor_104, sensor_206, sensor_015, sensor_470","The record was assigned to Engineering Review with a calibrated failure probability of 5.38%. The strongest model contributions increasing risk were sensor_060, sensor_511, sensor_153. Contributions reducing predicted risk were sensor_032, sensor_104, sensor_206. The internal prediction-confidence score was 38.30%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001542,0,Pass,Low Risk,0.0218768148533152,0.4429190097641921,0.5570809902358079,0.5682362330407024,0.1155283069901468,0.33331402127586107,sensor_153,"sensor_034, sensor_104, sensor_214, sensor_131, sensor_126","The record was assigned to Low Risk with a calibrated failure probability of 2.19%. The strongest model contributions increasing risk were sensor_153. Contributions reducing predicted risk were sensor_034, sensor_104, sensor_214. The internal prediction-confidence score was 44.29%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001530,0,Pass,Low Risk,0.0186067130995502,0.3980195100743661,0.6019804899256339,0.8300079808459697,0.11079239736158833,0.342959064028255,sensor_476,"sensor_034, sensor_131, sensor_104, sensor_032, sensor_060","The record was assigned to Low Risk with a calibrated failure probability of 1.86%. The strongest model contributions increasing risk were sensor_476. Contributions reducing predicted risk were sensor_034, sensor_131, sensor_104. The internal prediction-confidence score was 39.80%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000799,0,Pass,Engineering Review,0.0611085369595678,0.2868980699667158,0.7131019300332841,0.8371907422186752,0.15357054920302204,0.26588007301254585,"sensor_424, sensor_064","sensor_104, sensor_015, sensor_564, sensor_432, sensor_296","The record was assigned to Engineering Review with a calibrated failure probability of 6.11%. The strongest model contributions increasing risk were sensor_424, sensor_064. Contributions reducing predicted risk were sensor_104, sensor_015, sensor_564. The internal prediction-confidence score was 28.69%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001209,0,Pass,Engineering Review,0.0725170463385827,0.2990451487357989,0.7009548512642011,0.461292897047087,0.16900520462935475,0.26124329986745,"sensor_424, sensor_034","sensor_104, sensor_029, sensor_060, sensor_126, sensor_130","The record was assigned to Engineering Review with a calibrated failure probability of 7.25%. The strongest model contributions increasing risk were sensor_424, sensor_034. Contributions reducing predicted risk were sensor_104, sensor_029, sensor_060. The internal prediction-confidence score was 29.90%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001475,0,Pass,Low Risk,0.0252320060344618,0.4319471021317037,0.5680528978682963,0.5913806863527534,0.11502540708600416,0.31964445470505176,"sensor_489, sensor_082","sensor_131, sensor_104, sensor_060, sensor_478, sensor_317","The record was assigned to Low Risk with a calibrated failure probability of 2.52%. The strongest model contributions increasing risk were sensor_489, sensor_082. Contributions reducing predicted risk were sensor_131, sensor_104, sensor_060. The internal prediction-confidence score was 43.19%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001494,0,Pass,Low Risk,0.0183735844336359,0.4280227544636211,0.5719772455363789,0.5091779728651237,0.09890107228356196,0.33216297704546677,sensor_512,"sensor_104, sensor_032, sensor_432, sensor_060, sensor_478","The record was assigned to Low Risk with a calibrated failure probability of 1.84%. The strongest model contributions increasing risk were sensor_512. Contributions reducing predicted risk were sensor_104, sensor_032, sensor_432. The internal prediction-confidence score was 42.80%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001143,0,Pass,Low Risk,0.0214773592737084,0.383026252222064,0.616973747777936,0.4509177972865124,0.12006119999008744,0.3395135809424684,,"sensor_104, sensor_520, sensor_060, sensor_130, sensor_453","The record was assigned to Low Risk with a calibrated failure probability of 2.15%. The strongest model contributions increasing risk were no dominant positive sensor contribution. Contributions reducing predicted risk were sensor_104, sensor_520, sensor_060. The internal prediction-confidence score was 38.30%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000531,0,Pass,Low Risk,0.0320711492468924,0.3796917872283974,0.6203082127716026,0.5865921787709497,0.12574326561495963,0.30717183704353107,sensor_476,"sensor_032, sensor_104, sensor_248, sensor_352, sensor_520","The record was assigned to Low Risk with a calibrated failure probability of 3.21%. The strongest model contributions increasing risk were sensor_476. Contributions reducing predicted risk were sensor_032, sensor_104, sensor_248. The internal prediction-confidence score was 37.97%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000117,0,Pass,High Risk,0.08617730496953,0.3532961700040336,0.6467038299959664,0.5514764565043895,0.19919519982056316,0.27043329505865843,"sensor_104, sensor_511, sensor_060, sensor_386, sensor_424","sensor_478, sensor_470, sensor_342, sensor_206","The record was assigned to High Risk with a calibrated failure probability of 8.62%. The strongest model contributions increasing risk were sensor_104, sensor_511, sensor_060. Contributions reducing predicted risk were sensor_478, sensor_470, sensor_342. The internal prediction-confidence score was 35.33%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000528,0,Pass,Engineering Review,0.0381657557069309,0.3510727691007169,0.6489272308992831,0.6719872306464485,0.11586152654543996,0.2796234313073447,"sensor_542, sensor_103","sensor_104, sensor_032, sensor_065, sensor_478, sensor_123","The record was assigned to Engineering Review with a calibrated failure probability of 3.82%. The strongest model contributions increasing risk were sensor_542, sensor_103. Contributions reducing predicted risk were sensor_104, sensor_032, sensor_065. The internal prediction-confidence score was 35.11%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001037,0,Pass,Engineering Review,0.0509239273914036,0.3533377038643071,0.6466622961356929,0.4764565043894653,0.171252054762385,0.30413300714333735,"sensor_478, sensor_206, sensor_342","sensor_214, sensor_104, sensor_352, sensor_060, sensor_511","The record was assigned to Engineering Review with a calibrated failure probability of 5.09%. The strongest model contributions increasing risk were sensor_478, sensor_206, sensor_342. Contributions reducing predicted risk were sensor_214, sensor_104, sensor_352. The internal prediction-confidence score was 35.33%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000835,0,Pass,Engineering Review,0.0559059183912735,0.2937994150776452,0.7062005849223547,0.315243415802075,0.16650486371260503,0.28895724466498596,"sensor_424, sensor_015, sensor_476","sensor_104, sensor_032, sensor_248, sensor_060, sensor_520","The record was assigned to Engineering Review with a calibrated failure probability of 5.59%. The strongest model contributions increasing risk were sensor_424, sensor_015, sensor_476. Contributions reducing predicted risk were sensor_104, sensor_032, sensor_248. The internal prediction-confidence score was 29.38%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000866,0,Pass,Low Risk,0.0205299903912706,0.4777586087653737,0.5222413912346263,0.2130885873902633,0.11891833324898196,0.34241833324898197,,"sensor_034, sensor_104, sensor_131, sensor_214, sensor_352","The record was assigned to Low Risk with a calibrated failure probability of 2.05%. The strongest model contributions increasing risk were no dominant positive sensor contribution. Contributions reducing predicted risk were sensor_034, sensor_104, sensor_131. The internal prediction-confidence score was 47.78%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000233,0,Pass,High Risk,0.1346828590055515,0.1685636711637997,0.8314363288362002,0.7230646448523543,0.23134611448799278,0.24448897163084993,"sensor_104, sensor_065, sensor_478, sensor_206, sensor_066","sensor_032, sensor_034, sensor_060","The record was assigned to High Risk with a calibrated failure probability of 13.47%. The strongest model contributions increasing risk were sensor_104, sensor_065, sensor_478. Contributions reducing predicted risk were sensor_032, sensor_034, sensor_060. The internal prediction-confidence score was 16.86%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000155,1,Fail,Engineering Review,0.0680880688253122,0.2833128978460839,0.7166871021539161,0.5913806863527534,0.17853128630978857,0.2782455720240743,"sensor_104, sensor_060, sensor_386, sensor_520, sensor_424","sensor_032, sensor_201, sensor_282, sensor_022","The record was assigned to Engineering Review with a calibrated failure probability of 6.81%. The strongest model contributions increasing risk were sensor_104, sensor_060, sensor_386. Contributions reducing predicted risk were sensor_032, sensor_201, sensor_282. The internal prediction-confidence score was 28.33%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000141,0,Pass,High Risk,0.1223067350011968,0.3017567133283098,0.6982432866716902,0.315243415802075,0.1975223234779337,0.22368899014460036,"sensor_104, sensor_511, sensor_065, sensor_066","sensor_060, sensor_564, sensor_424, sensor_022, sensor_317","The record was assigned to High Risk with a calibrated failure probability of 12.23%. The strongest model contributions increasing risk were sensor_104, sensor_511, sensor_065. Contributions reducing predicted risk were sensor_060, sensor_564, sensor_424. The internal prediction-confidence score was 30.18%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001361,0,Pass,Low Risk,0.0309131434517018,0.4115538520744661,0.5884461479255338,0.1620111731843575,0.11990922297761455,0.3049806515490432,"sensor_512, sensor_082","sensor_104, sensor_060, sensor_184, sensor_206, sensor_578","The record was assigned to Low Risk with a calibrated failure probability of 3.09%. The strongest model contributions increasing risk were sensor_512, sensor_082. Contributions reducing predicted risk were sensor_104, sensor_060, sensor_184. The internal prediction-confidence score was 41.16%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000904,0,Pass,Low Risk,0.0219170643882636,0.4218171175651103,0.5781828824348897,0.5722266560255387,0.11995406820076782,0.3375731158198154,sensor_489,"sensor_104, sensor_131, sensor_214, sensor_248, sensor_520","The record was assigned to Low Risk with a calibrated failure probability of 2.19%. The strongest model contributions increasing risk were sensor_489. Contributions reducing predicted risk were sensor_104, sensor_131, sensor_214. The internal prediction-confidence score was 42.18%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001480,0,Pass,Low Risk,0.030779034803649,0.4681662015024021,0.5318337984975978,0.2984836392657621,0.12619414331260476,0.31169414331260475,sensor_103,"sensor_104, sensor_214, sensor_352, sensor_478, sensor_432","The record was assigned to Low Risk with a calibrated failure probability of 3.08%. The strongest model contributions increasing risk were sensor_103. Contributions reducing predicted risk were sensor_104, sensor_214, sensor_352. The internal prediction-confidence score was 46.82%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001284,0,Pass,Engineering Review,0.0639657036553918,0.2714142424031071,0.7285857575968929,0.8906624102154829,0.15781644567466724,0.26484025519847676,"sensor_476, sensor_130","sensor_104, sensor_282, sensor_432, sensor_578, sensor_122","The record was assigned to Engineering Review with a calibrated failure probability of 6.40%. The strongest model contributions increasing risk were sensor_476, sensor_130. Contributions reducing predicted risk were sensor_104, sensor_282, sensor_432. The internal prediction-confidence score was 27.14%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001499,0,Pass,Engineering Review,0.036773648363792,0.3619206604975294,0.6380793395024705,0.8747007182761373,0.13994421992178163,0.3075394580170197,"sensor_065, sensor_476, sensor_489","sensor_104, sensor_511, sensor_317, sensor_060, sensor_181","The record was assigned to Engineering Review with a calibrated failure probability of 3.68%. The strongest model contributions increasing risk were sensor_065, sensor_476, sensor_489. Contributions reducing predicted risk were sensor_104, sensor_511, sensor_317. The internal prediction-confidence score was 36.19%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001157,0,Pass,Engineering Review,0.0445785602112406,0.3732563073354618,0.6267436926645382,0.5690343176376695,0.14793097364281593,0.2953119260237683,sensor_206,"sensor_104, sensor_214, sensor_352, sensor_126, sensor_181","The record was assigned to Engineering Review with a calibrated failure probability of 4.46%. The strongest model contributions increasing risk were sensor_206. Contributions reducing predicted risk were sensor_104, sensor_214, sensor_352. The internal prediction-confidence score was 37.33%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001564,0,Pass,Low Risk,0.0294693810101592,0.3174412366774775,0.6825587633225225,0.7861133280127693,0.11250291434179926,0.30226481910370406,"sensor_512, sensor_034","sensor_104, sensor_032, sensor_060, sensor_432, sensor_511","The record was assigned to Low Risk with a calibrated failure probability of 2.95%. The strongest model contributions increasing risk were sensor_512, sensor_034. Contributions reducing predicted risk were sensor_104, sensor_032, sensor_060. The internal prediction-confidence score was 31.74%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000955,0,Pass,Low Risk,0.0234881832990537,0.3613041215340428,0.6386958784659571,0.8643256185155627,0.12346857538982266,0.3347542896755369,sensor_153,"sensor_131, sensor_104, sensor_032, sensor_060, sensor_511","The record was assigned to Low Risk with a calibrated failure probability of 2.35%. The strongest model contributions increasing risk were sensor_153. Contributions reducing predicted risk were sensor_131, sensor_104, sensor_032. The internal prediction-confidence score was 36.13%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001091,0,Pass,Engineering Review,0.0476745203383376,0.4326704015691051,0.5673295984308948,0.1476456504389465,0.140715274391028,0.2808343220100756,,"sensor_104, sensor_511, sensor_060, sensor_478, sensor_126","The record was assigned to Engineering Review with a calibrated failure probability of 4.77%. The strongest model contributions increasing risk were no dominant positive sensor contribution. Contributions reducing predicted risk were sensor_104, sensor_511, sensor_060. The internal prediction-confidence score was 43.27%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-001479,0,Pass,Low Risk,0.0127124392248786,0.4389320155956159,0.5610679844043841,0.8100558659217877,0.0815256607999385,0.3452399465142242,,"sensor_104, sensor_214, sensor_317, sensor_352, sensor_432","The record was assigned to Low Risk with a calibrated failure probability of 1.27%. The strongest model contributions increasing risk were no dominant positive sensor contribution. Contributions reducing predicted risk were sensor_104, sensor_214, sensor_317. The internal prediction-confidence score was 43.89%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000391,0,Pass,Engineering Review,0.0481135830090228,0.4289315999905884,0.5710684000094116,0.3814844373503591,0.15145751333762492,0.2905765609566725,"sensor_104, sensor_476","sensor_032, sensor_317, sensor_034, sensor_060, sensor_453","The record was assigned to Engineering Review with a calibrated failure probability of 4.81%. The strongest model contributions increasing risk were sensor_104, sensor_476. Contributions reducing predicted risk were sensor_032, sensor_317, sensor_034. The internal prediction-confidence score was 42.89%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000441,0,Pass,Low Risk,0.0337460924926868,0.3176316226706197,0.6823683773293803,0.88268156424581,0.1423947058929925,0.31872803922632575,"sensor_015, sensor_130","sensor_034, sensor_104, sensor_032, sensor_060, sensor_478","The record was assigned to Low Risk with a calibrated failure probability of 3.37%. The strongest model contributions increasing risk were sensor_015, sensor_130. Contributions reducing predicted risk were sensor_034, sensor_104, sensor_032. The internal prediction-confidence score was 31.76%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
WF-000259,0,Pass,Engineering Review,0.0581452047197266,0.3590468208178575,0.6409531791821425,0.2641660015961692,0.15305906555927484,0.27105906555927484,"sensor_065, sensor_489, sensor_153, sensor_288","sensor_060, sensor_034, sensor_104, sensor_578, sensor_317","The record was assigned to Engineering Review with a calibrated failure probability of 5.81%. The strongest model contributions increasing risk were sensor_065, sensor_489, sensor_153. Contributions reducing predicted risk were sensor_060, sensor_034, sensor_104. The internal prediction-confidence score was 35.90%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes."
