wafer_id,target,status,decision,calibrated_failure_probability,prediction_confidence,combined_uncertainty,rank,feature,feature_value,shap_contribution,absolute_shap_contribution,contribution_direction
WF-001316,0,Pass,Engineering Review,0.0484713095501457,0.4378494232213429,0.5621505767786571,5,sensor_406,0.0076,0.005777291655255515,0.005777291655255515,Increases failure risk
WF-001316,0,Pass,Engineering Review,0.0484713095501457,0.4378494232213429,0.5621505767786571,6,sensor_082,-0.0044,0.005431735078542758,0.005431735078542758,Increases failure risk
WF-001316,0,Pass,Engineering Review,0.0484713095501457,0.4378494232213429,0.5621505767786571,7,sensor_268,0.0216,0.005007005652374956,0.005007005652374956,Increases failure risk
WF-001316,0,Pass,Engineering Review,0.0484713095501457,0.4378494232213429,0.5621505767786571,8,sensor_056,2823.0,0.0048913534677465014,0.0048913534677465014,Increases failure risk
WF-001316,0,Pass,Engineering Review,0.0484713095501457,0.4378494232213429,0.5621505767786571,9,sensor_206,5.45,-0.0048422172541522385,0.0048422172541522385,Decreases failure risk
WF-001316,0,Pass,Engineering Review,0.0484713095501457,0.4378494232213429,0.5621505767786571,10,sensor_022,-5092.25,0.004709422934487408,0.004709422934487408,Increases failure risk
WF-000445,0,Pass,Engineering Review,0.0527244553091201,0.2088607534148435,0.7911392465851564,1,sensor_104,-0.0076,0.011889121095976578,0.011889121095976578,Increases failure risk
WF-000445,0,Pass,Engineering Review,0.0527244553091201,0.2088607534148435,0.7911392465851564,2,sensor_248,0.0141,-0.011586411918781044,0.011586411918781044,Decreases failure risk
WF-000445,0,Pass,Engineering Review,0.0527244553091201,0.2088607534148435,0.7911392465851564,3,sensor_520,3.0271,-0.0089533433017849,0.0089533433017849,Decreases failure risk
WF-000445,0,Pass,Engineering Review,0.0527244553091201,0.2088607534148435,0.7911392465851564,4,sensor_389,19.0305,-0.00639752863615569,0.00639752863615569,Decreases failure risk
WF-000445,0,Pass,Engineering Review,0.0527244553091201,0.2088607534148435,0.7911392465851564,5,sensor_444,0.4452,-0.005524309233430545,0.005524309233430545,Decreases failure risk
WF-000445,0,Pass,Engineering Review,0.0527244553091201,0.2088607534148435,0.7911392465851564,6,sensor_317,4.6901,0.005136033863996936,0.005136033863996936,Increases failure risk
WF-000445,0,Pass,Engineering Review,0.0527244553091201,0.2088607534148435,0.7911392465851564,7,sensor_020,12.3686,-0.004753168363135466,0.004753168363135466,Decreases failure risk
WF-000445,0,Pass,Engineering Review,0.0527244553091201,0.2088607534148435,0.7911392465851564,8,sensor_015,6.0865,0.0046989642026341654,0.0046989642026341654,Increases failure risk
WF-000445,0,Pass,Engineering Review,0.0527244553091201,0.2088607534148435,0.7911392465851564,9,sensor_386,0.0045,-0.004658316592383851,0.004658316592383851,Decreases failure risk
WF-000445,0,Pass,Engineering Review,0.0527244553091201,0.2088607534148435,0.7911392465851564,10,sensor_469,645.5182,-0.004426881086955925,0.004426881086955925,Decreases failure risk
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,0.6825706452004846,1,sensor_104,-0.0128,-0.01236402205873287,0.01236402205873287,Decreases failure risk
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,0.6825706452004846,2,sensor_131,0.6383,-0.012040494551257282,0.012040494551257282,Decreases failure risk
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,0.6825706452004846,3,sensor_342,4.04,0.007919074533924883,0.007919074533924883,Increases failure risk
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,0.6825706452004846,4,sensor_001,2864.05,0.0061537523821416145,0.0061537523821416145,Increases failure risk
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,0.6825706452004846,5,sensor_201,9.38,-0.005994405453855487,0.005994405453855487,Decreases failure risk
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,0.6825706452004846,6,sensor_317,6.711,-0.005792382566953862,0.005792382566953862,Decreases failure risk
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,0.6825706452004846,7,sensor_206,11.67,0.005299119489568316,0.005299119489568316,Increases failure risk
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,0.6825706452004846,8,sensor_453,6.9208,-0.005144762379275237,0.005144762379275237,Decreases failure risk
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,0.6825706452004846,9,sensor_181,24.25,-0.0048902955071123255,0.0048902955071123255,Decreases failure risk
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,0.6825706452004846,10,sensor_182,0.97,-0.0048502706022836755,0.0048502706022836755,Decreases failure risk
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,0.5835522451834938,1,sensor_104,-0.0095,-0.011261071438732348,0.011261071438732348,Decreases failure risk
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,0.5835522451834938,2,sensor_520,3.2285,-0.009037901764178877,0.009037901764178877,Decreases failure risk
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,0.5835522451834938,3,sensor_248,0.0149,-0.008157980879190578,0.008157980879190578,Decreases failure risk
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,0.5835522451834938,4,sensor_511,25.2632,-0.007908441756245025,0.007908441756245025,Decreases failure risk
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,0.5835522451834938,5,sensor_060,-3.7073,-0.007699684468667443,0.007699684468667443,Decreases failure risk
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,0.5835522451834938,6,sensor_029,76.2333,-0.0073574892388832275,0.0073574892388832275,Decreases failure risk
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,0.5835522451834938,7,sensor_548,396.728,-0.0065225732527522725,0.0065225732527522725,Decreases failure risk
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,0.5835522451834938,8,sensor_317,7.8776,-0.0063931755880616125,0.0063931755880616125,Decreases failure risk
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,0.5835522451834938,9,sensor_478,3.3667,-0.006185618839002267,0.006185618839002267,Decreases failure risk
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,0.5835522451834938,10,sensor_206,4.9,-0.005954177631786809,0.005954177631786809,Decreases failure risk
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,0.6037320997788206,1,sensor_520,4.4754,-0.007965205059518633,0.007965205059518633,Decreases failure risk
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,0.6037320997788206,2,sensor_029,76.3333,-0.007873630441985994,0.007873630441985994,Decreases failure risk
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,0.6037320997788206,3,sensor_060,0.5536,-0.007643934570253742,0.007643934570253742,Decreases failure risk
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,0.6037320997788206,4,sensor_478,3.1414,-0.007391110247864301,0.007391110247864301,Decreases failure risk
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,0.6037320997788206,5,sensor_511,29.4551,-0.006525318039565958,0.006525318039565958,Decreases failure risk
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,0.6037320997788206,6,sensor_389,14.9773,-0.00571955507206762,0.00571955507206762,Decreases failure risk
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,0.6037320997788206,7,sensor_342,1.3925,-0.005668320162954279,0.005668320162954279,Decreases failure risk
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,0.6037320997788206,8,sensor_133,2.2216,0.005592348619621367,0.005592348619621367,Increases failure risk
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,0.6037320997788206,9,sensor_317,7.0671,-0.005573056491996067,0.005573056491996067,Decreases failure risk
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,0.6037320997788206,10,sensor_206,4.57,-0.005481646100131174,0.005481646100131174,Decreases failure risk
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,0.580225007760043,1,sensor_034,8.1605,-0.01534316282156667,0.01534316282156667,Decreases failure risk
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,0.580225007760043,2,sensor_214,0.0162,-0.01202978914048754,0.01202978914048754,Decreases failure risk
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,0.580225007760043,3,sensor_032,4.6909,-0.009579802335481665,0.009579802335481665,Decreases failure risk
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,0.580225007760043,4,sensor_104,-0.0101,-0.00893864118290421,0.00893864118290421,Decreases failure risk
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,0.580225007760043,5,sensor_352,0.0078,-0.008927122516326757,0.008927122516326757,Decreases failure risk
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,0.580225007760043,6,sensor_478,2.3679,-0.006578292868310094,0.006578292868310094,Decreases failure risk
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,0.580225007760043,7,sensor_126,1.399,-0.006363713311970445,0.006363713311970445,Decreases failure risk
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,0.580225007760043,8,sensor_060,0.2055,-0.005760748158695985,0.005760748158695985,Decreases failure risk
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,0.580225007760043,9,sensor_342,1.3739,-0.005249788064659047,0.005249788064659047,Decreases failure risk
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,0.580225007760043,10,sensor_578,22.9183,-0.005209808586831877,0.005209808586831877,Decreases failure risk
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,0.5766415986782647,1,sensor_104,-0.0128,-0.016391448254804628,0.016391448254804628,Decreases failure risk
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,0.5766415986782647,2,sensor_131,0.5949,-0.015782321594405537,0.015782321594405537,Decreases failure risk
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,0.5766415986782647,3,sensor_248,0.0179,-0.009650952399468504,0.009650952399468504,Decreases failure risk
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,0.5766415986782647,4,sensor_352,0.0128,-0.009025283093579752,0.009025283093579752,Decreases failure risk
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,0.5766415986782647,5,sensor_060,-3.7045,-0.008801826888956966,0.008801826888956966,Decreases failure risk
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,0.5766415986782647,6,sensor_520,3.9154,-0.008193321475918228,0.008193321475918228,Decreases failure risk
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,0.5766415986782647,7,sensor_130,-3.591,-0.007768848791990464,0.007768848791990464,Decreases failure risk
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,0.5766415986782647,8,sensor_511,22.6562,-0.007659125409100847,0.007659125409100847,Decreases failure risk
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,0.5766415986782647,9,sensor_126,1.909,-0.007503535948928769,0.007503535948928769,Decreases failure risk
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,0.5766415986782647,10,sensor_432,9.1736,-0.005866691370851575,0.005866691370851575,Decreases failure risk
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,0.6424856309157333,1,sensor_060,23.7109,0.01334591594745316,0.01334591594745316,Increases failure risk
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,0.6424856309157333,2,sensor_104,-0.0105,-0.011100589552923102,0.011100589552923102,Decreases failure risk
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,0.6424856309157333,3,sensor_432,4.2282,-0.008894237873418784,0.008894237873418784,Decreases failure risk
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,0.6424856309157333,4,sensor_424,45.2661,-0.006517193110358653,0.006517193110358653,Decreases failure risk
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,0.6424856309157333,5,sensor_282,0.0597,-0.0061513596133959585,0.0061513596133959585,Decreases failure risk
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,0.6424856309157333,6,sensor_153,1.4139,0.006089322660651104,0.006089322660651104,Increases failure risk
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,0.6424856309157333,7,sensor_126,1.569,-0.005976548308525772,0.005976548308525772,Decreases failure risk
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,0.6424856309157333,8,sensor_147,0.1925,-0.005713738901547827,0.005713738901547827,Decreases failure risk
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,0.6424856309157333,9,sensor_426,14.7411,0.005426862986749576,0.005426862986749576,Increases failure risk
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,0.6424856309157333,10,sensor_281,0.0415,-0.005116809402846083,0.005116809402846083,Decreases failure risk
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,0.5162746007990082,1,sensor_032,4.6689,-0.013219610425792418,0.013219610425792418,Decreases failure risk
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,0.5162746007990082,2,sensor_104,-0.01,-0.012745280482371137,0.012745280482371137,Decreases failure risk
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,0.5162746007990082,3,sensor_352,0.0116,-0.009725449146687442,0.009725449146687442,Decreases failure risk
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,0.5162746007990082,4,sensor_520,3.4565,-0.008857038933951226,0.008857038933951226,Decreases failure risk
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,0.5162746007990082,5,sensor_248,0.0158,-0.00868265944125747,0.00868265944125747,Decreases failure risk
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,0.5162746007990082,6,sensor_214,0.0276,-0.008497163743091639,0.008497163743091639,Decreases failure risk
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,0.5162746007990082,7,sensor_060,1.49,-0.007957602200509145,0.007957602200509145,Decreases failure risk
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,0.5162746007990082,8,sensor_126,1.399,-0.006365931322367926,0.006365931322367926,Decreases failure risk
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,0.5162746007990082,9,sensor_386,0.0042,-0.0062717896847897725,0.0062717896847897725,Decreases failure risk
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,0.5162746007990082,10,sensor_206,6.05,-0.0046022867610024335,0.0046022867610024335,Decreases failure risk
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,0.4976841333257504,1,sensor_032,4.6613,-0.012723714238931629,0.012723714238931629,Decreases failure risk
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,0.4976841333257504,2,sensor_520,3.1633,-0.009648269635981584,0.009648269635981584,Decreases failure risk
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,0.4976841333257504,3,sensor_248,0.0146,-0.008726405327174851,0.008726405327174851,Decreases failure risk
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,0.4976841333257504,4,sensor_060,-1.4191,-0.008697857512827612,0.008697857512827612,Decreases failure risk
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,0.4976841333257504,5,sensor_104,-0.009,-0.0078008179379373144,0.0078008179379373144,Decreases failure risk
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,0.4976841333257504,6,sensor_034,9.22,0.006356915246679191,0.006356915246679191,Increases failure risk
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,0.4976841333257504,7,sensor_064,24.6254,0.006338108011663893,0.006338108011663893,Increases failure risk
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,0.4976841333257504,8,sensor_201,8.91,-0.006252447549575,0.006252447549575,Decreases failure risk
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,0.4976841333257504,9,sensor_342,3.4869,0.006189169719911893,0.006189169719911893,Increases failure risk
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,0.4976841333257504,10,sensor_480,1.4515,-0.005466503870728848,0.005466503870728848,Decreases failure risk
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,0.6157387655692379,1,sensor_104,-0.0138,-0.017520499270906605,0.017520499270906605,Decreases failure risk
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,0.6157387655692379,2,sensor_060,-0.4109,-0.009152066444605719,0.009152066444605719,Decreases failure risk
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,0.6157387655692379,3,sensor_424,131.9254,0.00832993521623551,0.00832993521623551,Increases failure risk
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,0.6157387655692379,4,sensor_317,6.8109,-0.006548328832462441,0.006548328832462441,Decreases failure risk
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,0.6157387655692379,5,sensor_206,6.9,-0.005890477311873079,0.005890477311873079,Decreases failure risk
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,0.6157387655692379,6,sensor_511,44.2831,-0.005609057814203441,0.005609057814203441,Decreases failure risk
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,0.6157387655692379,7,sensor_478,4.7785,-0.005572615982951573,0.005572615982951573,Decreases failure risk
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,0.6157387655692379,8,sensor_130,-3.072,-0.0051735782864470465,0.0051735782864470465,Decreases failure risk
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,0.6157387655692379,9,sensor_432,7.8717,-0.005104394376944019,0.005104394376944019,Decreases failure risk
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,0.6157387655692379,10,sensor_125,15.69,-0.004516724078916338,0.004516724078916338,Decreases failure risk
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,0.6928662311642528,1,sensor_104,-0.0125,-0.013867460501631412,0.013867460501631412,Decreases failure risk
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,0.6928662311642528,2,sensor_478,9.8065,0.011015816746637017,0.011015816746637017,Increases failure risk
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,0.6928662311642528,3,sensor_206,14.5,0.009981984712722611,0.009981984712722611,Increases failure risk
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,0.6928662311642528,4,sensor_548,397.2,-0.007177962599411012,0.007177962599411012,Decreases failure risk
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,0.6928662311642528,5,sensor_060,-0.3445,-0.006615287105340938,0.006615287105340938,Decreases failure risk
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,0.6928662311642528,6,sensor_342,3.7928,0.006469242401738061,0.006469242401738061,Increases failure risk
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,0.6928662311642528,7,sensor_034,9.7137,0.006280092001661318,0.006280092001661318,Increases failure risk
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,0.6928662311642528,8,sensor_130,2.458,0.005868319431309234,0.005868319431309234,Increases failure risk
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,0.6928662311642528,9,sensor_317,7.0692,-0.005866291570536869,0.005866291570536869,Decreases failure risk
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,0.6928662311642528,10,sensor_432,8.2761,-0.005616888195922158,0.005616888195922158,Decreases failure risk
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,0.6432204646092334,1,sensor_131,0.6421,-0.0137859448076612,0.0137859448076612,Decreases failure risk
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,0.6432204646092334,2,sensor_032,4.6656,-0.013301647706812832,0.013301647706812832,Decreases failure risk
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,0.6432204646092334,3,sensor_104,-0.0092,-0.010951920895936617,0.010951920895936617,Decreases failure risk
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,0.6432204646092334,4,sensor_248,0.0185,-0.008148583886995669,0.008148583886995669,Decreases failure risk
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,0.6432204646092334,5,sensor_520,3.9445,-0.00691735427229611,0.00691735427229611,Decreases failure risk
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,0.6432204646092334,6,sensor_206,10.54,0.005109230131640269,0.005109230131640269,Increases failure risk
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,0.6432204646092334,7,sensor_201,12.93,-0.004934326748670565,0.004934326748670565,Decreases failure risk
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,0.6432204646092334,8,sensor_511,41.3605,-0.00449800338972731,0.00449800338972731,Decreases failure risk
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,0.6432204646092334,9,sensor_065,17.9336,-0.004422255027285784,0.004422255027285784,Decreases failure risk
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,0.6432204646092334,10,sensor_342,3.3398,0.0041115604721682925,0.0041115604721682925,Increases failure risk
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,0.540319866790289,1,sensor_104,-0.0115,-0.013118394853622055,0.013118394853622055,Decreases failure risk
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,0.540319866790289,2,sensor_520,3.3404,-0.008996410267341614,0.008996410267341614,Decreases failure risk
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,0.540319866790289,3,sensor_248,0.0154,-0.008120272000159339,0.008120272000159339,Decreases failure risk
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,0.540319866790289,4,sensor_060,1.00135,-0.007791016130478657,0.007791016130478657,Decreases failure risk
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,0.540319866790289,5,sensor_511,26.1723,-0.007111609771833794,0.007111609771833794,Decreases failure risk
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,0.540319866790289,6,sensor_386,0.004,-0.005784814614668137,0.005784814614668137,Decreases failure risk
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,0.540319866790289,7,sensor_389,14.6266,-0.005663505533853189,0.005663505533853189,Decreases failure risk
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,0.540319866790289,8,sensor_015,12.6669,-0.005424815024652924,0.005424815024652924,Decreases failure risk
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,0.540319866790289,9,sensor_173,0.2315,-0.0053304688394346,0.0053304688394346,Decreases failure risk
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,0.540319866790289,10,sensor_576,0.0519,0.005124176019165997,0.005124176019165997,Increases failure risk
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,0.6236525866495336,1,sensor_104,-0.0102,-0.012979265243761133,0.012979265243761133,Decreases failure risk
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,0.6236525866495336,2,sensor_214,0.0257,-0.012154000180637208,0.012154000180637208,Decreases failure risk
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,0.6236525866495336,3,sensor_034,8.5596,-0.00873133033885843,0.00873133033885843,Decreases failure risk
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,0.6236525866495336,4,sensor_310,0.0921,-0.006858535281966126,0.006858535281966126,Decreases failure risk
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,0.6236525866495336,5,sensor_060,1.2882,-0.0067437682506380605,0.0067437682506380605,Decreases failure risk
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,0.6236525866495336,6,sensor_424,144.8622,0.006624783887090278,0.006624783887090278,Increases failure risk
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,0.6236525866495336,7,sensor_153,1.1089,0.005939253660171461,0.005939253660171461,Increases failure risk
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,0.6236525866495336,8,sensor_064,20.1091,0.005872883438136027,0.005872883438136027,Increases failure risk
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,0.6236525866495336,9,sensor_015,5.479,0.005596743949428276,0.005596743949428276,Increases failure risk
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,0.6236525866495336,10,sensor_206,12.16,0.005487763822045774,0.005487763822045774,Increases failure risk
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,0.6906259863197972,1,sensor_065,39.9927,0.01425587486983258,0.01425587486983258,Increases failure risk
