wafer_id,target,status,timestamp,calibrated_failure_probability,prediction_confidence,combined_uncertainty,data_confidence,ood_percentile,missing_sensor_rate,probability_interval_lower,probability_interval_upper,probability_interval_width,uncertainty_adjusted_decision,abstention_reason,failed_neighbour_count,passed_neighbour_count,historical_weighted_failure_rate,historical_raw_failure_rate,mean_similarity,maximum_similarity,historical_evidence_level,positive_shap_total,negative_shap_total,top_risk_features,top_protective_features,explanation_text,model_evidence_strength,prediction_reliability,data_familiarity_score,data_familiarity_band,derived_historical_evidence,evidence_agreement,evidence_conflict_flag,recommended_action,engineering_evidence_narrative,primary_decision_retained,new_failure_probability_created,physical_root_cause_claimed
WF-000726,0,Pass,2008-09-04 08:53:00,0.0244293874887086,0.3836933107337407,0.6163066892662593,0.628204132304691,0.6919393455706305,0.0177777777777777,0.0214640164190878,0.0325002713294872,0.0110362549103994,Low Risk,No abstention,0,10,0.0,0.0,0.271554779856867,0.5255786435948105,No Retrieved Failure Evidence,0.115466182655606,0.3231090397984631,"sensor_478, sensor_206, sensor_342","sensor_104, sensor_060, sensor_201, sensor_511, sensor_469","The record was assigned to Low Risk with a calibrated failure probability of 2.44%. The strongest model contributions increasing risk were sensor_478, sensor_206, sensor_342. Contributions reducing predicted risk were sensor_104, sensor_060, sensor_201. The internal prediction-confidence score was 38.37%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.3080606544293695,Unusual,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 2.44%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_478, sensor_206, sensor_342. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000346,0,Pass,2008-08-21 02:11:00,0.1503474571733583,0.2776952390899502,0.7223047609100497,0.6528690254500311,0.6743814844373504,0.0088888888888888,0.118570298446034,0.1657086952541281,0.047138396808094,High Risk,No abstention,0,10,0.0,0.0,0.4642123563830042,0.6499759601463947,No Retrieved Failure Evidence,0.2209110612152377,0.2188396326438091,"sensor_104, sensor_511, sensor_476, sensor_153, sensor_065","sensor_034, sensor_060, sensor_444, sensor_564, sensor_432","The record was assigned to High Risk with a calibrated failure probability of 15.03%. The strongest model contributions increasing risk were sensor_104, sensor_511, sensor_476. Contributions reducing predicted risk were sensor_034, sensor_060, sensor_444. The internal prediction-confidence score was 27.77%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Moderate Reliability,0.32561851556264965,Unusual,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 15.03%, corresponding to Strong Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_511, sensor_476, sensor_153, sensor_065. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000818,0,Pass,2008-09-12 22:45:00,0.0281330288721425,0.3894378725844454,0.6105621274155546,0.6053072625698325,0.7086991221069433,0.0,0.0320726382742724,0.0385626202314117,0.0064899819571392,Low Risk,No abstention,0,10,0.0,0.0,0.2486993686069776,0.6563003471631349,No Retrieved Failure Evidence,0.1242338261219884,0.3184957308838931,"sensor_424, sensor_082","sensor_034, sensor_104, sensor_131, sensor_029, sensor_123","The record was assigned to Low Risk with a calibrated failure probability of 2.81%. The strongest model contributions increasing risk were sensor_424, sensor_082. Contributions reducing predicted risk were sensor_034, sensor_104, sensor_131. The internal prediction-confidence score was 38.94%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.2913008778930567,Unusual,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 2.81%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_424, sensor_082. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000931,0,Pass,2008-09-19 23:26:00,0.0165529979837179,0.4253630165164818,0.5746369834835182,0.7104907333510686,0.553072625698324,0.0088888888888888,0.0129548691612825,0.0257749623816498,0.0128200932203672,Low Risk,No abstention,2,8,0.158128218962062,0.2,0.3241880571546242,0.5877486730483183,Limited Failure Evidence,0.1122135558128095,0.3544040320032857,sensor_153,"sensor_034, sensor_131, sensor_104, sensor_520, sensor_248","The record was assigned to Low Risk with a calibrated failure probability of 1.66%. The strongest model contributions increasing risk were sensor_153. Contributions reducing predicted risk were sensor_034, sensor_131, sensor_104. The internal prediction-confidence score was 42.54%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Low-Risk Signal,Moderate Reliability,0.44692737430167595,Familiar,Moderate Historical Failure Evidence,Low-Risk Decision with Historical Conflict,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 1.66%, corresponding to Strong Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is familiar relative to the development data. The ten retrieved development neighbours contained 2 observed failures, with a similarity-weighted historical failure rate of 15.81%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were sensor_153. Overall evidence status: Low-Risk Decision with Historical Conflict. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000863,0,Pass,2008-09-16 09:37:00,0.0273019774078918,0.366494642523697,0.633505357476303,0.536659749933493,0.7956903431763767,0.0266666666666666,0.0264335155483781,0.0368621848551056,0.0104286693067275,Low Risk,No abstention,1,9,0.0039581739739805,0.1,0.0786625255698812,0.7724031548512771,Limited Failure Evidence,0.1339320033175969,0.3310748604604541,"sensor_424, sensor_104","sensor_034, sensor_131, sensor_248, sensor_126, sensor_181","The record was assigned to Low Risk with a calibrated failure probability of 2.73%. The strongest model contributions increasing risk were sensor_424, sensor_104. Contributions reducing predicted risk were sensor_034, sensor_131, sensor_248. The internal prediction-confidence score was 36.65%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.20430965682362334,Unusual,Limited Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 2.73%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 0.40%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_424, sensor_104. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000012,1,Fail,2008-07-19 22:52:00,0.1668514943075025,0.2937924923504679,0.706207507649532,0.5764923295202625,0.9233838786911412,0.0088888888888888,0.1296892888813136,0.1624976787334177,0.0328083898521041,High Risk,No abstention,0,10,0.0,0.0,0.1578830758629012,0.5650712428217095,No Retrieved Failure Evidence,0.2390909691975442,0.2222576358642109,"sensor_104, sensor_060, sensor_342, sensor_478, sensor_476","sensor_389, sensor_548, sensor_378","The record was assigned to High Risk with a calibrated failure probability of 16.69%. The strongest model contributions increasing risk were sensor_104, sensor_060, sensor_342. Contributions reducing predicted risk were sensor_389, sensor_548, sensor_378. The internal prediction-confidence score was 29.38%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Very Strong Risk Signal,Moderate Reliability,0.07661612130885875,Outside Typical Historical Experience,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 16.69%, corresponding to Very Strong Risk Signal. Prediction reliability is Moderate Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_060, sensor_342, sensor_478, sensor_476. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001176,0,Pass,2008-09-29 11:53:00,0.0331359064005779,0.3554022809060009,0.6445977190939991,0.6570190653542609,0.7446129289704708,0.0088888888888888,0.02884343407073,0.0505480908949899,0.0217046568242598,Low Risk,No abstention,1,9,0.0784273613860779,0.1,0.575298273830916,0.8834436624472243,Limited Failure Evidence,0.1430116299757537,0.3211782966424203,"sensor_034, sensor_082","sensor_104, sensor_248, sensor_520, sensor_317, sensor_181","The record was assigned to Low Risk with a calibrated failure probability of 3.31%. The strongest model contributions increasing risk were sensor_034, sensor_082. Contributions reducing predicted risk were sensor_104, sensor_248, sensor_520. The internal prediction-confidence score was 35.54%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.2553870710295292,Unusual,Limited Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 3.31%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 7.84%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_034, sensor_082. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000177,0,Pass,2008-08-09 23:17:00,0.1383367466928345,0.230143125299454,0.7698568747005459,0.7324380597676687,0.3854748603351955,0.0088888888888888,0.0609734705440896,0.1370627695789264,0.0760892990348368,High Risk,No abstention,1,9,0.0307443387089433,0.1,0.1901114783090281,0.4553902726823474,Limited Failure Evidence,0.2197285429705107,0.2292047334467011,"sensor_104, sensor_511, sensor_065, sensor_066, sensor_015","sensor_060, sensor_201, sensor_342, sensor_478, sensor_206","The record was assigned to High Risk with a calibrated failure probability of 13.83%. The strongest model contributions increasing risk were sensor_104, sensor_511, sensor_065. Contributions reducing predicted risk were sensor_060, sensor_201, sensor_342. The internal prediction-confidence score was 23.01%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.6145251396648045,Familiar,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 13.83%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is familiar relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 3.07%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_511, sensor_065, sensor_066, sensor_015. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001483,0,Pass,2008-10-13 15:42:00,0.0310327247541021,0.3254772423126427,0.6745227576873574,0.4626056575330319,0.9569034317637668,0.0088888888888888,0.0313587253794465,0.0463012443953977,0.0149425190159511,Low Risk,No abstention,0,10,0.0,0.0,0.4254055922261027,0.5964063232517354,No Retrieved Failure Evidence,0.1266024602330014,0.3112929364234776,"sensor_206, sensor_478","sensor_104, sensor_131, sensor_060, sensor_511, sensor_126","The record was assigned to Low Risk with a calibrated failure probability of 3.10%. The strongest model contributions increasing risk were sensor_206, sensor_478. Contributions reducing predicted risk were sensor_104, sensor_131, sensor_060. The internal prediction-confidence score was 32.55%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.0430965682362332,Outside Typical Historical Experience,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 3.10%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_206, sensor_478. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001093,0,Pass,2008-09-25 23:48:00,0.0971869380346342,0.1907753285344991,0.8092246714655008,0.624253613549703,0.8052673583399841,0.0177777777777777,0.0675990483365661,0.1388788256771586,0.0712797773405924,High Risk,No abstention,1,9,0.066044215543888,0.1,0.2855641890956976,0.5982991380958426,Limited Failure Evidence,0.1913965164483071,0.2475393735911643,"sensor_034, sensor_282","sensor_104, sensor_511, sensor_130, sensor_126, sensor_029","The record was assigned to High Risk with a calibrated failure probability of 9.72%. The strongest model contributions increasing risk were sensor_034, sensor_282. Contributions reducing predicted risk were sensor_104, sensor_511, sensor_130. The internal prediction-confidence score was 19.08%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.19473264166001591,Unusual,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 9.72%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 6.60%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_034, sensor_282. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000564,0,Pass,2008-08-30 04:55:00,0.1215244773666268,0.2444129874081834,0.7555870125918165,0.668171854216547,0.6767757382282522,0.0533333333333333,0.048446394362226,0.1035309277453374,0.0550845333831114,High Risk,No abstention,2,8,0.156576449593868,0.2,0.5876137169357831,0.7482492827949,Limited Failure Evidence,0.2085752233012316,0.2355990328250412,"sensor_478, sensor_342, sensor_206, sensor_574, sensor_578","sensor_104, sensor_060, sensor_248, sensor_520, sensor_059","The record was assigned to High Risk with a calibrated failure probability of 12.15%. The strongest model contributions increasing risk were sensor_478, sensor_342, sensor_206. Contributions reducing predicted risk were sensor_104, sensor_060, sensor_248. The internal prediction-confidence score was 24.44%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.3232242617717478,Unusual,Moderate Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 12.15%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 2 observed failures, with a similarity-weighted historical failure rate of 15.66%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were sensor_478, sensor_342, sensor_206, sensor_574, sensor_578. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001473,0,Pass,2008-10-12 18:47:00,0.0228641726482831,0.4096382129639181,0.5903617870360819,0.735985457125122,0.6256983240223464,0.0177777777777777,0.0147551061521092,0.0317780462855415,0.0170229401334322,Low Risk,No abstention,2,8,0.2077857115021937,0.2,0.359212340679817,0.6132133553456426,Limited Failure Evidence,0.1107932558190522,0.324555160580957,sensor_056,"sensor_104, sensor_131, sensor_578, sensor_548, sensor_181","The record was assigned to Low Risk with a calibrated failure probability of 2.29%. The strongest model contributions increasing risk were sensor_056. Contributions reducing predicted risk were sensor_104, sensor_131, sensor_578. The internal prediction-confidence score was 40.96%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.3743016759776536,Unusual,Moderate Historical Failure Evidence,Low-Risk Decision with Historical Conflict,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 2.29%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 2 observed failures, with a similarity-weighted historical failure rate of 20.78%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were sensor_056. Overall evidence status: Low-Risk Decision with Historical Conflict. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000622,0,Pass,2008-09-01 00:53:00,0.0223167881014539,0.3571248136412773,0.6428751863587227,0.5439622239957436,0.8324022346368715,0.0266666666666666,0.0173659643984934,0.0335370789913116,0.0161711145928181,Low Risk,No abstention,1,9,0.0894234797749116,0.1,0.5319930248379383,0.7011448413811147,Limited Failure Evidence,0.1198428686312677,0.3358190591074581,"sensor_104, sensor_034","sensor_060, sensor_520, sensor_248, sensor_478, sensor_206","The record was assigned to Low Risk with a calibrated failure probability of 2.23%. The strongest model contributions increasing risk were sensor_104, sensor_034. Contributions reducing predicted risk were sensor_060, sensor_520, sensor_248. The internal prediction-confidence score was 35.71%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.16759776536312854,Unusual,Limited Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 2.23%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 8.94%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_034. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001442,0,Pass,2008-10-09 14:15:00,0.0162653857813916,0.4280218008224004,0.5719781991775996,0.691400195087346,0.509976057462091,0.0444444444444444,0.0129514733120356,0.0220978191772935,0.0091463458652579,Low Risk,No abstention,2,8,0.2001671523686059,0.2,0.4588621533981041,0.675431476195543,Limited Failure Evidence,0.1048475338843302,0.3485142005509969,,"sensor_034, sensor_104, sensor_131, sensor_060, sensor_126","The record was assigned to Low Risk with a calibrated failure probability of 1.63%. The strongest model contributions increasing risk were no dominant positive sensor contribution. Contributions reducing predicted risk were sensor_034, sensor_104, sensor_131. The internal prediction-confidence score was 42.80%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Low-Risk Signal,Moderate Reliability,0.49002394253790904,Familiar,Moderate Historical Failure Evidence,Low-Risk Decision with Historical Conflict,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 1.63%, corresponding to Strong Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is familiar relative to the development data. The ten retrieved development neighbours contained 2 observed failures, with a similarity-weighted historical failure rate of 20.02%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were no dominant positive sensor attribution was available. Overall evidence status: Low-Risk Decision with Historical Conflict. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000109,0,Pass,2008-08-05 04:32:00,0.1053196950607065,0.2106138718048577,0.7893861281951422,0.4783279240932873,0.951316839584996,0.0088888888888888,0.0792480820859184,0.1303125288791465,0.0510644467932281,High Risk,No abstention,0,10,0.0,0.0,0.1984057310561016,0.567329788152942,No Retrieved Failure Evidence,0.2056888462512633,0.2515221795845966,"sensor_060, sensor_104, sensor_206, sensor_478, sensor_342","sensor_564, sensor_511, sensor_122, sensor_125, sensor_485","The record was assigned to High Risk with a calibrated failure probability of 10.53%. The strongest model contributions increasing risk were sensor_060, sensor_104, sensor_206. Contributions reducing predicted risk were sensor_564, sensor_511, sensor_122. The internal prediction-confidence score was 21.06%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.04868316041500398,Outside Typical Historical Experience,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 10.53%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_060, sensor_104, sensor_206, sensor_478, sensor_342. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000027,0,Pass,2008-07-27 11:10:00,0.1359081637688931,0.2564682474872333,0.7435317525127667,0.5927569389021903,0.650438946528332,0.0444444444444444,0.119951936029069,0.1661072772593805,0.0461553412303114,High Risk,No abstention,0,10,0.0,0.0,0.3452562562824545,0.7882457878662728,No Retrieved Failure Evidence,0.2042495170928474,0.2161542789976094,"sensor_104, sensor_065, sensor_034","sensor_060, sensor_206, sensor_342, sensor_478, sensor_574","The record was assigned to High Risk with a calibrated failure probability of 13.59%. The strongest model contributions increasing risk were sensor_104, sensor_065, sensor_034. Contributions reducing predicted risk were sensor_060, sensor_206, sensor_342. The internal prediction-confidence score was 25.65%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Moderate Reliability,0.349561053471668,Unusual,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 13.59%, corresponding to Strong Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_065, sensor_034. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000105,0,Pass,2008-08-05 02:45:00,0.0903947877565658,0.3076931145399352,0.6923068854600648,0.6514324731754899,0.7645650438946529,0.0088888888888888,0.0458668566279711,0.0779425978213338,0.0320757411933627,High Risk,No abstention,1,9,0.0933776167553116,0.1,0.0111723735733517,0.0749642316845307,Limited Failure Evidence,0.1917425496654537,0.257028263951168,"sensor_104, sensor_060, sensor_520, sensor_034, sensor_181","sensor_201, sensor_122, sensor_125, sensor_282, sensor_564","The record was assigned to High Risk with a calibrated failure probability of 9.04%. The strongest model contributions increasing risk were sensor_104, sensor_060, sensor_520. Contributions reducing predicted risk were sensor_201, sensor_122, sensor_125. The internal prediction-confidence score was 30.77%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Moderate Reliability,0.23543495610534715,Unusual,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 9.04%, corresponding to Strong Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 9.34%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_060, sensor_520, sensor_034, sensor_181. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001315,0,Pass,2008-10-05 09:04:00,0.0316207451834414,0.3287210953139859,0.671278904686014,0.5126854659927286,0.7813248204309656,0.0088888888888888,0.0363464337001736,0.0539654617072702,0.0176190280070966,Low Risk,No abstention,0,10,0.0,0.0,0.0940167253663585,0.3264932915254382,No Retrieved Failure Evidence,0.1196381025046804,0.3024714358380138,sensor_034,"sensor_104, sensor_060, sensor_478, sensor_206, sensor_511","The record was assigned to Low Risk with a calibrated failure probability of 3.16%. The strongest model contributions increasing risk were sensor_034. Contributions reducing predicted risk were sensor_104, sensor_060, sensor_478. The internal prediction-confidence score was 32.87%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.21867517956903437,Unusual,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 3.16%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_034. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000191,0,Pass,2008-08-11 03:06:00,0.2366487052575615,0.2141170073585696,0.7858829926414304,0.6078212290502792,0.5778132482043097,0.0,0.168295468788884,0.2423091905284844,0.0740137217396004,High Risk,No abstention,1,9,0.1221804827970481,0.1,0.5822736538209691,0.7516727089221678,Limited Failure Evidence,0.2618468517592818,0.1926087565211866,"sensor_104, sensor_060, sensor_065, sensor_342, sensor_066","sensor_034, sensor_308, sensor_310, sensor_432","The record was assigned to High Risk with a calibrated failure probability of 23.66%. The strongest model contributions increasing risk were sensor_104, sensor_060, sensor_065. Contributions reducing predicted risk were sensor_034, sensor_308, sensor_310. The internal prediction-confidence score was 21.41%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Very Strong Risk Signal,Low Reliability,0.4221867517956903,Familiar,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 23.66%, corresponding to Very Strong Risk Signal. Prediction reliability is Low Reliability, and the record is familiar relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 12.22%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_060, sensor_065, sensor_342, sensor_066. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
