wafer_id,timestamp,target,status,calibrated_failure_probability,probability_interval_lower,probability_interval_upper,probability_interval_width,tree_probability_standard_deviation,fold_probability_standard_deviation,missing_sensor_rate,ood_raw_score,ood_percentile,neighbour_distance,neighbour_distance_percentile,normalized_tree_uncertainty,normalized_fold_uncertainty,ensemble_agreement,fold_stability,completeness_confidence,ood_confidence,neighbour_confidence,data_confidence,decision_margin,prediction_confidence,combined_uncertainty,uncertainty_band,confidence_band,original_decision,uncertainty_adjusted_decision,abstention_reason,requires_human_review,recommended_action,routing_outcome
WF-000791,2008-09-11 14:31:00,0,Pass,0.044578560211240736,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4465505272028481,0.4465505272028481,0.044444444444444446,-0.09630028633453852,0.5251396648044693,25.738447019161157,0.3391859537110934,0.9598037457991471,0.9598037457991471,0.04019625420085293,0.04019625420085293,0.9555555555555556,0.4748603351955307,0.6608140462889066,0.7136268511128846,0.010411478490479057,0.23775771691790634,0.7622422830820936,Low,Low,Engineering Review,Engineering Review,No abstention,True,Engineering assessment required,Acceptable Routing
WF-000538,2008-08-29 14:18:00,0,Pass,0.08969223308771078,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4542425221541272,0.4542425221541272,0.02666666666666667,-0.07880942425124243,0.8627294493216281,35.4417586429076,0.6129289704708699,0.9763367137773757,0.9763367137773757,0.023663286222624258,0.023663286222624258,0.9733333333333334,0.1372705506783719,0.3870710295291301,0.5341457834530461,0.010535035964903034,0.17483879785309261,0.8251612021469074,Moderate,Low,High Risk,High Risk,No abstention,False,Hold and inspect,High-Risk False Alarm
WF-001509,2008-10-14 20:48:00,0,Pass,0.008065110015263617,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.3770421523928905,0.3770421523928905,0.035555555555555556,-0.0960518623987906,0.533120510774142,22.28672735296282,0.237829209896249,0.8104043062219478,0.8104043062219478,0.1895956937780522,0.1895956937780522,0.9644444444444444,0.466879489225858,0.762170790103751,0.7397282965327658,0.029277054331235203,0.3305876786874437,0.6694123213125562,Low,Low,Low Risk,Low Risk,No abstention,False,Continue processing with standard monitoring,Acceptable Routing
WF-001511,2008-10-14 23:07:00,0,Pass,0.02882714422304954,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4238211966724532,0.4238211966724532,0.035555555555555556,-0.0824998136139628,0.8316041500399042,21.231508169985794,0.174780526735834,0.9109499313848377,0.9109499313848377,0.08905006861516229,0.08905006861516229,0.9644444444444444,0.16839584996009582,0.825219473264166,0.6510211935798529,0.0067096258445113735,0.24529033968897182,0.7547096603110282,Low,Low,Low Risk,Low Risk,No abstention,False,Continue processing with standard monitoring,Acceptable Routing
WF-001438,2008-10-09 00:23:00,0,Pass,0.025424471672717615,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.42292513764081774,0.42292513764081774,0.008888888888888889,-0.08637733130621011,0.7685554668794893,29.591531640665277,0.432561851556265,0.9090239660961881,0.9090239660961881,0.09097603390381193,0.09097603390381193,0.9911111111111112,0.23144453312051072,0.567438148443735,0.6193095681475569,0.010408182964437379,0.23739091653602923,0.7626090834639707,Moderate,Low,Low Risk,Low Risk,No abstention,False,Continue processing with standard monitoring,Acceptable Routing
WF-000362,2008-08-21 13:45:00,0,Pass,0.08517210826925731,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4578122969705407,0.4578122969705407,0.008888888888888889,-0.09552334315882594,0.5482841181165203,33.43537059957943,0.553072625698324,0.9840094921792176,0.9840094921792176,0.015990507820782374,0.015990507820782374,0.9911111111111112,0.45171588188347966,0.44692737430167595,0.6662768466790814,0.005621856814410129,0.20952111182731623,0.7904788881726837,Moderate,Low,High Risk,High Risk,No abstention,False,Hold and inspect,High-Risk False Alarm
WF-000772,2008-09-09 08:44:00,0,Pass,0.025760703449794666,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.42396895421440584,0.42396895421440584,0.008888888888888889,-0.1078793498764477,0.1636073423782921,38.40583326535473,0.6775738228252195,0.9112675174889782,0.9112675174889782,0.08873248251102184,0.08873248251102184,0.9911111111111112,0.8363926576217079,0.3224261771747805,0.7697884189057373,0.01004271364152754,0.2812457980990123,0.7187542019009877,Low,Low,Low Risk,Low Risk,No abstention,False,Continue processing with standard monitoring,Acceptable Routing
WF-000336,2008-08-20 18:35:00,0,Pass,0.0785600891605593,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4545770457811607,0.4545770457811607,0.05333333333333334,-0.07181054606188181,0.9241819632881085,422.03004078318025,0.9824421388667198,0.977055729903717,0.977055729903717,0.02294427009628297,0.02294427009628297,0.9466666666666667,0.07581803671189147,0.017557861133280173,0.4095924447991488,0.0015651204776529197,0.1357318500643482,0.8642681499356518,High,Low,Engineering Review,Engineering Review,No abstention,True,Engineering assessment required,Acceptable Routing
WF-000733,2008-09-04 16:56:00,0,Pass,0.026383641233670155,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.42612329563556645,0.42612329563556645,0.05333333333333334,-0.08958525546144397,0.7015163607342378,25.41851458829965,0.329608938547486,0.9158980012524,0.9158980012524,0.08410199874760005,0.08410199874760005,0.9466666666666667,0.29848363926576216,0.6703910614525139,0.650733705772812,0.009365607354706356,0.24288105214622957,0.7571189478537704,Low,Low,Low Risk,Low Risk,No abstention,False,Continue processing with standard monitoring,Acceptable Routing
WF-000757,2008-09-08 04:21:00,0,Pass,0.013579461715098289,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.397558990288974,0.397558990288974,0.008888888888888889,-0.09038769360974913,0.6895450917797287,21.379986083601306,0.18515562649640863,0.8545026482124155,0.8545026482124155,0.1454973517875845,0.1454973517875845,0.9911111111111112,0.31045490822027133,0.8148443735035914,0.7088147556974373,0.023283193787936647,0.29616044926059315,0.7038395507394068,Low,Low,Low Risk,Low Risk,No abstention,False,Continue processing with standard monitoring,Acceptable Routing
WF-001054,2008-09-24 06:14:00,0,Pass,0.06975485912843572,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4583560312459319,0.4583560312459319,0.017777777777777778,-0.09728145904048291,0.49561053471668,25.43156298428955,0.3304070231444533,0.9851781800710646,0.9851781800710646,0.014821819928935387,0.014821819928935387,0.9822222222222222,0.5043894652833201,0.6695929768555466,0.7368234459519376,0.011136022686482895,0.23086943814946817,0.7691305618505319,Moderate,Low,Engineering Review,Engineering Review,No abstention,True,Engineering assessment required,Acceptable Routing
WF-001380,2008-10-06 21:46:00,0,Pass,0.06494097233452795,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.45374211349255533,0.45374211349255533,0.008888888888888889,-0.09940627266133584,0.4309656823623304,29.448642939293507,0.42697525937749403,0.9752611487997336,0.9752611487997336,0.02473885120026642,0.02473885120026642,0.9911111111111112,0.5690343176376695,0.573024740622506,0.7388626407732553,0.016368508332034827,0.23772043664192832,0.7622795633580717,Low,Low,Engineering Review,Engineering Review,No abstention,True,Engineering assessment required,Acceptable Routing
WF-000331,2008-08-20 16:16:00,0,Pass,0.12235030866187192,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4673924138545011,0.4673924138545011,0.02666666666666667,-0.09969083816858326,0.4158020750199521,54.15873204971153,0.8371907422186752,1.0,1.0,0.0,0.0,0.9733333333333334,0.584197924980048,0.16280925778132482,0.6345049215216814,0.04603294419768689,0.19725641808615743,0.8027435819138425,Moderate,Low,High Risk,High Risk,No abstention,False,Hold and inspect,High-Risk False Alarm
WF-001300,2008-10-04 19:54:00,0,Pass,0.12158951598683859,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4677262454464456,0.4677262454464456,0.017777777777777778,-0.10294006344938395,0.31683958499600956,19.99164258310727,0.09417398244213887,1.0,1.0,0.0,0.0,0.9822222222222222,0.6831604150039905,0.9058260175578612,0.8584515385297509,0.04520599563786805,0.2643163609046055,0.7356836390953945,Low,Low,High Risk,High Risk,No abstention,False,Hold and inspect,High-Risk False Alarm
WF-000901,2008-09-19 06:01:00,0,Pass,0.013172283463856238,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.3933865217178449,0.3933865217178449,0.008888888888888889,-0.12252717155311238,0.0039904229848363925,18.508483450990163,0.019154030327214685,0.8455344559926361,0.8455344559926361,0.1544655440073639,0.1544655440073639,0.9911111111111112,0.9960095770151636,0.9808459696727854,0.990259288817948,0.023725778843634526,0.38559270267597967,0.6144072973240203,Low,Low,Low Risk,Low Risk,No abstention,False,Continue processing with standard monitoring,Acceptable Routing
WF-001539,2008-10-15 19:15:00,0,Pass,0.01576420553930226,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.39457819819753454,0.39457819819753454,0.035555555555555556,-0.10955128860485419,0.12769353551476456,18.36968337505367,0.012769353551476457,0.8480958135083273,0.8480958135083273,0.1519041864916727,0.1519041864916727,0.9644444444444444,0.8723064644852354,0.9872306464485235,0.937892701959741,0.020908472239888853,0.3680513839943256,0.6319486160056744,Low,Low,Low Risk,Low Risk,No abstention,False,Continue processing with standard monitoring,Acceptable Routing
WF-001278,2008-10-03 20:26:00,0,Pass,0.04409607548158349,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4473787039757123,0.4473787039757123,0.008888888888888889,-0.10678618967037001,0.20271348762968874,31.386155539907442,0.4836392657621708,0.9615838067784902,0.9615838067784902,0.0384161932215098,0.0384161932215098,0.9911111111111112,0.7972865123703112,0.5163607342378291,0.8045849073335107,0.009887038566938568,0.26398743425692434,0.7360125657430756,Low,Low,Engineering Review,Engineering Review,No abstention,True,Engineering assessment required,Acceptable Routing
WF-000437,2008-08-23 05:58:00,0,Pass,0.21052922189356596,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.45523831231372813,0.45523831231372813,0.008888888888888889,-0.08652393328155877,0.7661612130885874,41.02523966719008,0.7238627294493216,0.9784770384819544,0.9784770384819544,0.021522961518045558,0.021522961518045558,0.9911111111111112,0.23383878691141258,0.2761372705506784,0.5473223375011085,0.14187958901474562,0.19731626843746944,0.8026837315625306,Moderate,Low,High Risk,High Risk,No abstention,False,Hold and inspect,High-Risk False Alarm
WF-001567,2008-10-17 06:07:00,0,Pass,0.03385795302391202,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.43724368243786343,0.43724368243786343,0.23777777777777778,-0.1005224023657999,0.3862729449321628,19.63669193437064,0.07501995211492418,0.9397998628724884,0.9397998628724884,0.0602001371275116,0.0602001371275116,0.7622222222222222,0.6137270550678372,0.9249800478850758,0.750938370133901,0.0012413554087912847,0.2585777897716203,0.7414222102283796,Low,Low,Low Risk,Low Risk,No abstention,False,Continue processing with standard monitoring,Acceptable Routing
WF-000386,2008-08-21 23:08:00,0,Pass,0.06790939248244264,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4551420299579056,0.4551420299579056,0.0,-0.055392305368427375,0.9704708699122107,75.49793741531899,0.9154030327214685,0.9782700917645208,0.9782700917645208,0.021729908235479156,0.021729908235479156,1.0,0.029529130087789346,0.0845969672785315,0.43148443735035913,0.013141964692997115,0.14336807543857086,0.8566319245614291,High,Low,Engineering Review,Engineering Review,No abstention,True,Engineering assessment required,Acceptable Routing
WF-000569,2008-08-30 07:50:00,0,Pass,0.03560345424189699,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4372637937390609,0.4372637937390609,0.0,-0.08953086844942726,0.7055067837190743,34.22699021747363,0.5762170790103751,0.9398430895647579,0.9398430895647579,0.06015691043524207,0.06015691043524207,1.0,0.29449321628092573,0.4237829209896249,0.6090183559457303,0.0006559285238010705,0.2158901968016724,0.7841098031983276,Moderate,Low,Engineering Review,Engineering Review,No abstention,True,Engineering assessment required,Acceptable Routing
WF-001501,2008-10-14 13:16:00,0,Pass,0.048408031688649725,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.45178911208492795,0.45178911208492795,0.035555555555555556,-0.08570393938040588,0.7837190742218675,21.744181954164606,0.2083000798084597,0.9710634198700793,0.9710634198700793,0.02893658012992073,0.02893658012992073,0.9644444444444444,0.21628092577813252,0.7916999201915403,0.6594010818480093,0.01457394748766274,0.21592153574900858,0.7840784642509915,Moderate,Low,Engineering Review,Engineering Review,No abstention,True,Engineering assessment required,Acceptable Routing
WF-000007,2008-07-19 19:44:00,0,Pass,0.1394911797904508,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.46281836877264787,0.46281836877264787,0.035555555555555556,-0.09583926953458705,0.5395051875498803,24.40846165462377,0.3048683160415004,0.9947694088621047,0.9947694088621047,0.005230591137895257,0.005230591137895257,0.9644444444444444,0.4604948124501197,0.6951316839584996,0.7207338831249446,0.06466432585918568,0.2287966389422036,0.7712033610577964,Moderate,Low,High Risk,High Risk,No abstention,False,Hold and inspect,High-Risk False Alarm
WF-001084,2008-09-25 15:12:00,0,Pass,0.03154488670263868,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.42794921309308204,0.42794921309308204,0.017777777777777778,-0.08876477653189196,0.7230646448523543,21.241625519970665,0.17557861133280128,0.9198225793426357,0.9198225793426357,0.08017742065736433,0.08017742065736433,0.9822222222222222,0.27693535514764567,0.8244213886671987,0.6959216103573646,0.0037555579319144845,0.25343739815854693,0.7465626018414531,Low,Low,Low Risk,Low Risk,No abstention,False,Continue processing with standard monitoring,Acceptable Routing
WF-000496,2008-08-28 20:39:00,1,Fail,0.05540065911743623,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4578129870509067,0.4578129870509067,0.008888888888888889,-0.10712650152238834,0.19074221867517957,20.894976768352308,0.1516360734237829,0.9840109754194778,0.9840109754194778,0.015989024580522204,0.015989024580522204,0.9911111111111112,0.8092577813248204,0.8483639265762171,0.8917756495521859,0.02217462947547416,0.2796528528062641,0.7203471471937359,Low,Low,Engineering Review,Engineering Review,No abstention,True,Engineering assessment required,Failure Routed to Review
WF-000135,2008-08-06 12:33:00,0,Pass,0.09273868711025389,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4557461715244425,0.4557461715244425,0.035555555555555556,-0.10144925458125825,0.3655227454110136,48.48092531238158,0.7980845969672785,0.9795686174704187,0.9795686174704187,0.02043138252958132,0.02043138252958132,0.9644444444444444,0.6344772545889864,0.20191540303272149,0.6583236676421034,0.013846399032884675,0.21081132053883345,0.7891886794611666,Moderate,Low,High Risk,High Risk,No abstention,False,Hold and inspect,High-Risk False Alarm
WF-001276,2008-10-03 19:23:00,0,Pass,0.030327850711754315,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4331870347871222,0.4331870347871222,0.008888888888888889,-0.09575046320780883,0.5434956105347167,28.715015260863698,0.41101356743814843,0.9310806130376315,0.9310806130376315,0.06891938696236855,0.06891938696236855,0.9911111111111112,0.45650438946528327,0.5889864325618516,0.7034675888977565,0.005078423139397487,0.24970770296953926,0.7502922970304607,Low,Low,Low Risk,Low Risk,No abstention,False,Continue processing with standard monitoring,Acceptable Routing
WF-000743,2008-09-07 13:02:00,0,Pass,0.03403430723590231,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4293979755797385,0.4293979755797385,0.008888888888888889,-0.10442363935831028,0.2681564245810056,30.15608269019382,0.44453312051077415,0.9229365106376591,0.9229365106376591,0.07706348936234086,0.07706348936234086,0.9911111111111112,0.7318435754189945,0.5554668794892259,0.7914564157133991,0.001049666047932274,0.2799792937704971,0.720020706229503,Low,Low,Low Risk,Low Risk,No abstention,False,Continue processing with standard monitoring,Acceptable Routing
WF-000355,2008-08-21 12:31:00,0,Pass,0.14270435296048117,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.47205659606503,0.47205659606503,0.02666666666666667,-0.106582849786926,0.20750199521149243,44.01564618902631,0.7541899441340782,1.0,1.0,0.0,0.0,0.9733333333333334,0.7924980047885075,0.24581005586592175,0.7281601489757914,0.06815690539182737,0.2286715805015115,0.7713284194984885,Moderate,Low,High Risk,High Risk,No abstention,False,Hold and inspect,High-Risk False Alarm
WF-001366,2008-10-06 15:00:00,1,Fail,0.08040878344256792,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4490500478287006,0.4490500478287006,0.008888888888888889,-0.08822126510243627,0.7334397446129289,40.863642202752196,0.7190742218675179,0.9651761485022027,0.9651761485022027,0.03482385149779732,0.03482385149779732,0.9911111111111112,0.26656025538707107,0.2809257781324821,0.5599719783630399,0.00044432982887819187,0.18721136130703223,0.8127886386929678,Moderate,Low,High Risk,High Risk,No abstention,False,Hold and inspect,Correct High-Risk Failure
WF-000020,2008-07-22 14:00:00,0,Pass,0.2090498356449385,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.46445931100023397,0.46445931100023397,0.017777777777777778,-0.09062143248278548,0.684756584197925,39.816426465244334,0.7039106145251397,0.9982964061462478,0.9982964061462478,0.0017035938537521833,0.0017035938537521833,0.9822222222222222,0.31524341580207504,0.2960893854748603,0.5772464307883303,0.14027156048362882,0.19515163992860712,0.8048483600713929,Moderate,Low,High Risk,High Risk,No abstention,False,Hold and inspect,High-Risk False Alarm
WF-000104,2008-08-05 02:36:00,0,Pass,0.06584739958844969,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4577662892663783,0.4577662892663783,0.035555555555555556,-0.08666899799170169,0.7645650438946529,22.613003996030912,0.25139664804469275,0.9839106044518483,0.9839106044518483,0.016089395548151697,0.016089395548151697,0.9644444444444444,0.23543495610534715,0.7486033519553073,0.655330850403476,0.015383261316902494,0.20775591187006162,0.7922440881299384,Moderate,Low,Engineering Review,Engineering Review,No abstention,True,Engineering assessment required,Acceptable Routing
WF-000593,2008-08-30 17:05:00,0,Pass,0.038447211084720254,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.4283173800999584,0.4283173800999584,0.035555555555555556,-0.07792108841023526,0.879489225857941,37.84160255877141,0.6687948922585794,0.9206139076487359,0.9206139076487359,0.07938609235126415,0.07938609235126415,0.9644444444444444,0.12051077414205902,0.33120510774142065,0.5107578256628535,0.003746968570348098,0.19745174377760355,0.8025482562223964,Moderate,Low,Engineering Review,Engineering Review,No abstention,True,Engineering assessment required,Acceptable Routing
WF-000643,2008-09-01 23:45:00,0,Pass,0.0650603759710197,2.357457031952841e-16,0.9999999997542899,0.9999999997542897,0.442984216433571,0.442984216433571,0.035555555555555556,-0.10398124501359296,0.2825219473264166,20.869058738000906,0.14924181963288108,0.9521384129274626,0.9521384129274626,0.047861587072537404,0.047861587072537404,0.9644444444444444,0.7174780526735833,0.8507581803671189,0.8495846413053116,0.016238721770630748,0.2836350735470836,0.7163649264529164,Low,Low,Engineering Review,Engineering Review,No abstention,True,Engineering assessment required,Acceptable Routing
