wafer_id,timestamp,target,status,missing_sensor_count,missing_sensor_rate,observed_sensor_count,mean_observed_sensor_reliability,completeness_score,data_quality_score,data_quality_band,dataset_split
WF-000135,2008-08-06 12:33:00,0,Pass,16,0.035555555555555556,434,0.89255256865486,0.9644444444444444,0.9356876941286107,High,development
WF-001276,2008-10-03 19:23:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000743,2008-09-07 13:02:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000355,2008-08-21 12:31:00,0,Pass,12,0.02666666666666667,438,0.8902623685931389,0.9733333333333334,0.9401049474372556,High,development
WF-001366,2008-10-06 15:00:00,1,Fail,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000020,2008-07-22 14:00:00,0,Pass,8,0.017777777777777778,442,0.8897284497435358,0.9822222222222222,0.9452247132307476,High,development
WF-000104,2008-08-05 02:36:00,0,Pass,16,0.035555555555555556,434,0.8917172544770158,0.9644444444444444,0.935353568457473,High,development
WF-000593,2008-08-30 17:05:00,0,Pass,16,0.035555555555555556,434,0.89255256865486,0.9644444444444444,0.9356876941286107,High,development
WF-000643,2008-09-01 23:45:00,0,Pass,16,0.035555555555555556,434,0.8943635749183747,0.9644444444444444,0.9364120966340166,High,development
WF-000152,2008-08-07 08:55:00,0,Pass,28,0.06222222222222222,422,0.8962211956364029,0.9377777777777778,0.9211551449212279,High,development
WF-000468,2008-08-28 06:15:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000399,2008-08-22 02:52:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000156,2008-08-08 04:55:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-001505,2008-10-14 17:36:00,0,Pass,16,0.035555555555555556,434,0.8932673816304798,0.9644444444444444,0.9359736193188586,High,development
WF-000215,2008-08-16 06:52:00,0,Pass,12,0.02666666666666667,438,0.8894346828552753,0.9733333333333334,0.9397738731421101,High,development
WF-001359,2008-10-06 10:07:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-001195,2008-09-30 13:29:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000892,2008-09-18 23:00:00,0,Pass,10,0.022222222222222223,440,0.8932804568541625,0.9777777777777777,0.9439788494083317,High,development
WF-000983,2008-09-21 10:07:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-001536,2008-10-15 16:24:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000686,2008-09-02 13:05:00,0,Pass,12,0.02666666666666667,438,0.8919928587649708,0.9733333333333334,0.9407971435059883,High,development
WF-000288,2008-08-19 05:40:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000385,2008-08-21 22:41:00,0,Pass,20,0.044444444444444446,430,0.8914221577456518,0.9555555555555556,0.9299021964315941,High,development
WF-000971,2008-09-21 01:06:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-001166,2008-09-28 23:54:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-001388,2008-10-07 07:41:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000797,2008-09-11 23:10:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-001047,2008-09-24 02:19:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000447,2008-08-24 10:09:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-001116,2008-09-26 20:31:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000205,2008-08-15 09:38:00,0,Pass,16,0.035555555555555556,434,0.8926171355283694,0.9644444444444444,0.9357135208780145,High,development
WF-000576,2008-08-30 09:37:00,0,Pass,12,0.02666666666666667,438,0.8919928587649708,0.9733333333333334,0.9407971435059883,High,development
WF-000705,2008-09-02 20:58:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000186,2008-08-10 12:22:00,0,Pass,12,0.02666666666666667,438,0.8920568359866673,0.9733333333333334,0.9408227343946669,High,development
WF-000671,2008-09-02 09:36:00,0,Pass,20,0.044444444444444446,430,0.8914221577456518,0.9555555555555556,0.9299021964315941,High,development
WF-000660,2008-09-02 04:19:00,0,Pass,24,0.05333333333333334,426,0.8938320356951824,0.9466666666666667,0.925532814278073,High,development
WF-000401,2008-08-22 03:58:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-000837,2008-09-14 16:34:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-000159,2008-08-08 12:37:00,1,Fail,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000979,2008-09-21 08:22:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-001045,2008-09-23 21:26:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000883,2008-09-18 05:58:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-000652,2008-09-02 01:50:00,0,Pass,16,0.035555555555555556,434,0.8943635749183747,0.9644444444444444,0.9364120966340166,High,development
WF-001090,2008-09-25 19:49:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-001013,2008-09-22 14:24:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000825,2008-09-13 10:55:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000573,2008-08-30 08:42:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-000107,2008-08-05 03:36:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-001506,2008-10-14 19:15:00,0,Pass,16,0.035555555555555556,434,0.8932673816304798,0.9644444444444444,0.9359736193188586,High,development
WF-001191,2008-09-30 04:01:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000678,2008-09-02 11:22:00,0,Pass,12,0.02666666666666667,438,0.8919928587649708,0.9733333333333334,0.9407971435059883,High,development
WF-000180,2008-08-10 00:46:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-001235,2008-10-02 07:58:00,0,Pass,62,0.13777777777777778,388,0.8967293702989813,0.8622222222222222,0.8760250814529258,Acceptable,development
WF-000057,2008-07-30 12:02:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000911,2008-09-19 11:54:00,0,Pass,8,0.017777777777777778,442,0.8897284497435358,0.9822222222222222,0.9452247132307476,High,development
WF-001133,2008-09-27 14:46:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-000728,2008-09-04 14:09:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-000565,2008-08-30 05:05:00,0,Pass,24,0.05333333333333334,426,0.8937662562982269,0.9466666666666667,0.9255065025192908,High,development
WF-001231,2008-10-02 04:23:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000244,2008-08-18 01:23:00,1,Fail,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000752,2008-09-08 00:32:00,0,Pass,20,0.044444444444444446,430,0.8949505445854108,0.9555555555555556,0.9313135511674977,High,development
WF-001555,2008-10-16 04:47:00,0,Pass,52,0.11555555555555555,398,0.8943216195261409,0.8844444444444445,0.888395314477123,Acceptable,development
WF-000962,2008-09-20 17:26:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000050,2008-07-29 17:05:00,1,Fail,8,0.017777777777777778,442,0.8897284497435358,0.9822222222222222,0.9452247132307476,High,development
WF-000094,2008-08-04 18:24:00,0,Pass,39,0.08666666666666667,411,0.8894562398827909,0.9133333333333333,0.9037824959531163,High,development
WF-000765,2008-09-08 19:33:00,0,Pass,20,0.044444444444444446,430,0.8949505445854108,0.9555555555555556,0.9313135511674977,High,development
WF-000662,2008-09-02 05:46:00,0,Pass,28,0.06222222222222222,422,0.8962211956364029,0.9377777777777778,0.9211551449212279,High,development
WF-001372,2008-10-06 17:26:00,0,Pass,28,0.06222222222222222,422,0.8950938309753926,0.9377777777777778,0.9207041990568237,High,development
WF-000060,2008-07-31 13:57:00,0,Pass,16,0.035555555555555556,434,0.8926171355283694,0.9644444444444444,0.9357135208780145,High,development
WF-001450,2008-10-10 15:33:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-001105,2008-09-26 14:51:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-001110,2008-09-26 17:59:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000334,2008-08-20 17:36:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000695,2008-09-02 16:50:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000633,2008-09-01 11:40:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-001018,2008-09-22 21:31:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-000194,2008-08-11 11:35:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000624,2008-09-01 05:32:00,0,Pass,10,0.022222222222222223,440,0.8932804568541625,0.9777777777777777,0.9439788494083317,High,development
WF-001327,2008-10-05 16:15:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000424,2008-08-22 15:54:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000092,2008-08-04 17:11:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000729,2008-09-04 14:11:00,0,Pass,16,0.035555555555555556,434,0.8926171355283694,0.9644444444444444,0.9357135208780145,High,development
WF-000782,2008-09-11 06:04:00,0,Pass,16,0.035555555555555556,434,0.8926171355283694,0.9644444444444444,0.9357135208780145,High,development
WF-001036,2008-09-23 13:37:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000160,2008-08-08 20:21:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000929,2008-09-19 21:14:00,0,Pass,40,0.08888888888888889,410,0.894847996400863,0.9111111111111111,0.9046058652270119,High,development
WF-001385,2008-10-07 03:29:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-001029,2008-09-23 09:43:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000991,2008-09-21 15:26:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000413,2008-08-22 10:01:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-001119,2008-09-27 01:29:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-001265,2008-10-03 03:56:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000809,2008-09-12 14:52:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000074,2008-08-03 14:06:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000857,2008-09-15 22:54:00,0,Pass,16,0.035555555555555556,434,0.89255256865486,0.9644444444444444,0.9356876941286107,High,development
WF-001198,2008-09-30 15:16:00,0,Pass,2,0.0044444444444444444,448,0.8887267506426334,0.9955555555555555,0.9528240335903866,High,development
WF-000163,2008-08-08 22:06:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000829,2008-09-13 14:07:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-001318,2008-10-05 10:43:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000696,2008-09-02 16:54:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000434,2008-08-23 05:57:00,0,Pass,12,0.02666666666666667,438,0.8919928587649708,0.9733333333333334,0.9407971435059883,High,development
WF-000511,2008-08-29 05:16:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-001212,2008-10-01 05:56:00,1,Fail,12,0.02666666666666667,438,0.8920568359866673,0.9733333333333334,0.9408227343946669,High,development
WF-000361,2008-08-21 13:29:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-001170,2008-09-29 04:18:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-001073,2008-09-25 07:12:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-001063,2008-09-24 15:05:00,1,Fail,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-001486,2008-10-13 19:36:00,0,Pass,16,0.035555555555555556,434,0.8932673816304798,0.9644444444444444,0.9359736193188586,High,development
WF-001527,2008-10-15 07:55:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000552,2008-08-30 00:01:00,0,Pass,12,0.02666666666666667,438,0.8919928587649708,0.9733333333333334,0.9407971435059883,High,development
WF-000161,2008-08-08 21:22:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-001360,2008-10-06 11:51:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000862,2008-09-16 08:52:00,0,Pass,20,0.044444444444444446,430,0.8949505445854108,0.9555555555555556,0.9313135511674977,High,development
WF-000187,2008-08-10 15:59:00,1,Fail,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-001140,2008-09-27 20:46:00,0,Pass,16,0.035555555555555556,434,0.8926171355283694,0.9644444444444444,0.9357135208780145,High,development
WF-000989,2008-09-21 14:33:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000226,2008-08-17 01:53:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000689,2008-09-02 13:40:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-000392,2008-08-22 00:47:00,0,Pass,12,0.02666666666666667,438,0.8919928587649708,0.9733333333333334,0.9407971435059883,High,development
WF-000039,2008-07-28 06:45:00,1,Fail,8,0.017777777777777778,442,0.8897284497435358,0.9822222222222222,0.9452247132307476,High,development
WF-000210,2008-08-15 20:00:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-001144,2008-09-28 03:55:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-001301,2008-10-04 20:39:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-001406,2008-10-07 17:28:00,0,Pass,16,0.035555555555555556,434,0.8926171355283694,0.9644444444444444,0.9357135208780145,High,development
WF-000242,2008-08-18 00:02:00,1,Fail,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-000427,2008-08-22 23:47:00,0,Pass,16,0.035555555555555556,434,0.8902864440855337,0.9644444444444444,0.9347812443008802,High,development
WF-001259,2008-10-02 23:32:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-001379,2008-10-06 20:47:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000365,2008-08-21 15:06:00,0,Pass,12,0.02666666666666667,438,0.8902623685931389,0.9733333333333334,0.9401049474372556,High,development
WF-000872,2008-09-17 04:23:00,1,Fail,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-001375,2008-10-06 18:55:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-001332,2008-10-05 19:45:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000508,2008-08-29 03:46:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-000134,2008-08-06 09:57:00,0,Pass,27,0.06,423,0.8877422258814175,0.94,0.9190968903525669,High,development
WF-001075,2008-09-25 08:45:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000129,2008-08-06 00:04:00,0,Pass,8,0.017777777777777778,442,0.8897284497435358,0.9822222222222222,0.9452247132307476,High,development
WF-000712,2008-09-03 04:18:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000871,2008-09-17 02:01:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000151,2008-08-07 08:45:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000827,2008-09-13 11:56:00,1,Fail,12,0.02666666666666667,438,0.8902623685931389,0.9733333333333334,0.9401049474372556,High,development
WF-001114,2008-09-26 19:55:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000604,2008-08-31 09:11:00,0,Pass,12,0.02666666666666667,438,0.8920568359866673,0.9733333333333334,0.9408227343946669,High,development
WF-000088,2008-08-04 14:31:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-001543,2008-10-15 22:54:00,0,Pass,44,0.09777777777777778,406,0.8941850789938791,0.9022222222222223,0.899007364930885,Acceptable,development
WF-000987,2008-09-21 14:30:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000089,2008-08-04 15:29:00,0,Pass,12,0.02666666666666667,438,0.8919928587649708,0.9733333333333334,0.9407971435059883,High,development
WF-000132,2008-08-06 05:40:00,1,Fail,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000061,2008-07-31 15:36:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000371,2008-08-21 17:25:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-001146,2008-09-28 05:31:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000994,2008-09-21 17:26:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-001083,2008-09-25 14:28:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-001180,2008-09-29 14:08:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000491,2008-08-28 18:15:00,0,Pass,8,0.017777777777777778,442,0.8897284497435358,0.9822222222222222,0.9452247132307476,High,development
WF-000390,2008-08-22 00:43:00,0,Pass,4,0.008888888888888889,446,0.888331346869451,0.9911111111111112,0.949999205414447,High,development
WF-000067,2008-08-01 10:26:00,0,Pass,4,0.008888888888888889,446,0.8881482196393371,0.9911111111111112,0.9499259545224015,High,development
WF-000195,2008-08-11 12:38:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-000423,2008-08-22 15:39:00,0,Pass,0,0.0,450,0.8886296986662388,1.0,0.9554518794664955,High,development
WF-001348,2008-10-06 06:11:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-001416,2008-10-08 07:10:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000943,2008-09-20 08:14:00,0,Pass,8,0.017777777777777778,442,0.893161043275428,0.9822222222222222,0.9465977506435045,High,development
WF-000958,2008-09-20 15:37:00,0,Pass,4,0.008888888888888889,446,0.8908436362157439,0.9911111111111112,0.9510041211529643,High,development
WF-001339,2008-10-06 01:30:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
WF-000439,2008-08-23 12:58:00,0,Pass,8,0.017777777777777778,442,0.8897284497435358,0.9822222222222222,0.9452247132307476,High,development
WF-000165,2008-08-09 02:15:00,0,Pass,4,0.008888888888888889,446,0.890906465863957,0.9911111111111112,0.9510292530122495,High,development
