sensor,missing_rate,outlier_rate,relative_variability,stability_score,completeness_score,outlier_score,sensor_reliability_score
sensor_039,0.0,0.055865921787709494,0.005213424767181513,0.9948136140657005,1.0,0.9441340782122905,0.9847369230694978
sensor_020,0.007980845969672785,0.02815768302493966,0.018308877062595014,0.982020310855574,0.9920191540303273,0.9718423169750603,0.9844752339728222
sensor_046,0.0007980845969672786,0.006389776357827476,0.05767283414536269,0.9454719528728707,0.9992019154030327,0.9936102236421726,0.9843715018302772
sensor_119,0.01596169193934557,0.0186536901865369,0.013492977380491246,0.9866866592254386,0.9840383080606544,0.981346309813463,0.9840273962900525
sensor_085,0.008778930566640064,0.012077294685990338,0.037967272304622234,0.9634215130691716,0.99122106943336,0.9879227053140096,0.9834465893124753
sensor_036,0.0,0.02713487629688747,0.04073557209515813,0.9608588644537717,1.0,0.9728651237031125,0.983430997039221
sensor_038,0.0,0.06225059856344772,0.004569571733964459,0.995451214268737,1.0,0.9377494014365523,0.9833001539263223
sensor_062,0.0031923383878691143,0.03522818254603683,0.02649275562236666,0.9741909960131147,0.9968076616121309,0.9647718174539631,0.9831445341728349
sensor_084,0.0007980845969672786,0.009584664536741214,0.06943807754352854,0.9350705019751812,0.9992019154030327,0.9904153354632588,0.9809724170611263
sensor_008,0.006384676775738229,0.007228915662650603,0.06543510249252567,0.9385836806583113,0.9936153232242618,0.9927710843373494,0.9796463528610462
sensor_135,0.006384676775738229,0.00963855421686747,0.07561819519162505,0.9296979211306914,0.9936153232242618,0.9903614457831326,0.9768225033405868
sensor_002,0.0039904229848363925,0.05448717948717949,0.032084605054872976,0.9689128149981784,0.9960095770151636,0.9455128205128205,0.9766111973853314
sensor_571,0.0,0.060654429369513166,0.03632718652000421,0.9649462187304078,1.0,0.9393455706304868,0.9760729473402237
sensor_116,0.0,0.034317637669592976,0.06595373674323156,0.9381270176464342,1.0,0.965682362330407,0.9759523449942104
sensor_063,0.0031923383878691143,0.02642113690952762,0.07738260011959952,0.9281753760353942,0.9968076616121309,0.9735788630904724,0.9738423905875321
sensor_040,0.0,0.09257781324820431,0.015701421223319238,0.9845413023008195,1.0,0.9074221867517956,0.9729908722631538
sensor_131,0.007182761372705506,0.002411575562700965,0.11213509257448788,0.8991713386950988,0.9928172386272945,0.997588424437299,0.9705985600967466
sensor_091,0.030327214684756583,0.015637860082304528,0.04476065597095088,0.9571570237497579,0.9696727853152434,0.9843621399176955,0.970216183574485
sensor_129,0.007182761372705506,0.028135048231511254,0.08792648367120147,0.9191797561775552,0.9928172386272945,0.9718649517684887,0.9691697963001582
sensor_022,0.0007980845969672786,0.0231629392971246,0.11343398091698778,0.8981224007340182,0.9992019154030327,0.9768370607028753,0.9683408230607398
sensor_127,0.007182761372705506,0.0297427652733119,0.09353363950042151,0.9144666097851802,0.9928172386272945,0.9702572347266881,0.9675895804416144
sensor_117,0.0,0.12210694333599362,0.009844759116330027,0.9902512153205165,1.0,0.8778930566640064,0.9670360679961307
sensor_023,0.0007980845969672786,0.03274760383386582,0.11175822367074342,0.899476143921161,0.9992019154030327,0.9672523961661342,0.9662830927233402
sensor_048,0.0007980845969672786,0.0,0.16090071934726374,0.861400103673178,0.9992019154030327,1.0,0.9649509836198109
sensor_311,0.0,0.01596169193934557,0.14246488658260423,0.8753004243231037,1.0,0.9840383080606544,0.9648346830959396
sensor_007,0.010375099760574621,0.06693548387096775,0.06145765027389768,0.9421007043869916,0.9896249002394254,0.9330645161290323,0.9636037552487187
sensor_027,0.0007980845969672786,0.051916932907348244,0.10181493014206412,0.90759343755767,0.9992019154030327,0.9480830670926518,0.9635200838640968
sensor_176,0.0,0.019154030327214685,0.14825061897761732,0.8708900160579777,1.0,0.9808459696727854,0.9629339964326907
sensor_447,0.0,0.019154030327214685,0.14868277234075916,0.870562372901461,1.0,0.9808459696727854,0.9628520856435615
sensor_030,0.0007980845969672786,0.006389776357827476,0.16975499080671286,0.8548798747251828,0.9992019154030327,0.9936102236421726,0.9617234822933552
sensor_572,0.0,0.03671189146049481,0.13349207212601255,0.8822293729186559,1.0,0.9632881085395052,0.9613793703645404
sensor_031,0.0007980845969672786,0.00718849840255591,0.17707863836426374,0.8495609107218678,0.9992019154030327,0.9928115015974441,0.9601940607813444
sensor_453,0.0007980845969672786,0.010383386581469648,0.1727417940633381,0.852702619674857,0.9992019154030327,0.9896166134185304,0.9601807659748632
sensor_309,0.0,0.025538707102952914,0.1555659977555038,0.8653767953906008,1.0,0.9744612928970471,0.9599595220719119
sensor_034,0.0,0.0335195530726257,0.14531184971540115,0.8731246430816989,1.0,0.9664804469273743,0.9599012725022683
sensor_181,0.0007980845969672786,0.010383386581469648,0.17487766329981702,0.8511524486654659,0.9992019154030327,0.9896166134185304,0.9597932232225155
sensor_118,0.0,0.05506783719074222,0.123234778489604,0.8902858237212742,1.0,0.9449321628092577,0.958804496632633
sensor_559,0.0007980845969672786,0.08546325878594249,0.08611490442043127,0.9207128968860034,0.9992019154030327,0.9145367412140575,0.9584133672265316
sensor_174,0.0,0.025538707102952914,0.16756260017687685,0.8564851253787228,1.0,0.9744612928970471,0.9577366045689424
sensor_317,0.0007980845969672786,0.02476038338658147,0.17086462335385538,0.8540697020425587,0.9992019154030327,0.9752396166134185,0.9569282873655106
sensor_306,0.0,0.0007980845969672786,0.21348529424205456,0.8240726152553847,1.0,0.9992019154030327,0.9558186326646043
sensor_446,0.0,0.0,0.21718453063617918,0.821568114636928,1.0,1.0,0.955392028659232
sensor_308,0.0,0.004788507581803671,0.21184327308704998,0.8251892156422173,1.0,0.9952114924181963,0.9551001770151034
sensor_310,0.0,0.004788507581803671,0.21186347047631549,0.8251754627168985,1.0,0.9952114924181963,0.9550967387837737
sensor_445,0.0,0.030327214684756583,0.1755477338762581,0.8506672857108014,1.0,0.9696727853152434,0.9550850177565111
sensor_442,0.0,0.0,0.2256557870545719,0.8158897551515215,1.0,1.0,0.9539724387878804
sensor_171,0.0,0.0007980845969672786,0.22583733388279434,0.8157689216664148,1.0,0.9992019154030327,0.9537427092673618
sensor_173,0.0,0.004788507581803671,0.22155214641910653,0.8186306273796243,1.0,0.9952114924181963,0.9534605299494552
sensor_175,0.0,0.004788507581803671,0.22156633112102153,0.8186211215254339,1.0,0.9952114924181963,0.9534581534859076
sensor_444,0.0,0.004788507581803671,0.22551218523545805,0.8159853586505709,1.0,0.9952114924181963,0.9527992127671918
sensor_128,0.007182761372705506,0.012861736334405145,0.20917000160440904,0.8270135701953669,0.9928172386272945,0.9871382636655949,0.9499465777788877
sensor_184,0.0007980845969672786,0.003194888178913738,0.26006773099923686,0.7936081334350158,0.9992019154030327,0.9968051118210862,0.9472042690155419
sensor_456,0.0007980845969672786,0.003194888178913738,0.26149901469324094,0.792707713880514,0.9992019154030327,0.9968051118210862,0.9469791641269164
sensor_123,0.007182761372705506,0.01527331189710611,0.23171677220363196,0.8118749558073537,0.9928172386272945,0.9847266881028939,0.9455590302912091
sensor_320,0.0007980845969672786,0.0023961661341853034,0.2783520208841637,0.782257143308896,0.9992019154030327,0.9976038338658147,0.944566201995194
sensor_394,0.0,0.0015961691939345571,0.28762444336451043,0.7766239645055514,1.0,0.9984038308060654,0.9437569488279042
sensor_528,0.0,0.0023942537909018356,0.29481849513460073,0.7723090176403811,1.0,0.9976057462090981,0.9424786909623698
sensor_256,0.0,0.0031923383878691143,0.297703742343494,0.7705919058182898,1.0,0.9968076616121309,0.9418498918576051
sensor_312,0.0,0.0039904229848363925,0.29871499854418276,0.7699918774488378,1.0,0.9960095770151636,0.9415003636160003
sensor_126,0.007182761372705506,0.028135048231511254,0.2402254785121222,0.8063049964105585,0.9928172386272945,0.9718649517684887,0.9409511063584091
sensor_017,0.0023942537909018356,0.02,0.269065860872009,0.7879811685367324,0.9976057462090981,0.98,0.9407981652387322
sensor_274,0.010375099760574621,0.05887096774193548,0.18655522558474272,0.8427757751496084,0.9896249002394254,0.9411290322580645,0.940788651971631
sensor_177,0.0,0.00558659217877095,0.30950286243365205,0.7636485789283004,1.0,0.994413407821229,0.9395154966873823
sensor_448,0.0,0.00558659217877095,0.3100356263521919,0.7633380191228162,1.0,0.994413407821229,0.9394378567360113
sensor_357,0.0007980845969672786,0.013578274760383386,0.3013704146574559,0.7684207269021234,0.9992019154030327,0.9864217252396166,0.9383115707369514
sensor_065,0.0039904229848363925,0.04487179487179487,0.2433456330638382,0.8042815878444125,0.9960095770151636,0.9551282051282052,0.9378572367507363
sensor_412,0.010375099760574621,0.056451612903225805,0.2072887886579162,0.8283022333965769,0.9896249002394254,0.9435483870967742,0.9377751052430505
sensor_066,0.0039904229848363925,0.036057692307692304,0.25965066544294507,0.7938708940770962,0.9960095770151636,0.9639423076923077,0.9374580889499327
sensor_015,0.0023942537909018356,0.0064,0.3160016485025602,0.7598774675836242,0.9976057462090981,0.9936,0.9371722400004551
sensor_139,0.010375099760574621,0.05806451612903226,0.21075139889321637,0.8259333839416825,0.9896249002394254,0.9419354838709677,0.9367796670728753
sensor_104,0.0015961691939345571,0.015187849720223821,0.3064916609005126,0.7654086359117974,0.9984038308060654,0.9848121502797762,0.936757111950926
sensor_544,0.0015961691939345571,0.0991207034372502,0.1775977369764081,0.8491864145116252,0.9984038308060654,0.9008792965627498,0.9367183431716264
sensor_408,0.006384676775738229,0.014457831325301205,0.2920563670064281,0.7739600419422142,0.9936153232242618,0.9855421686746988,0.9366832142663591
sensor_378,0.0015961691939345571,0.019984012789768184,0.3044680016043361,0.7665960366755813,0.9984038308060654,0.9800159872102319,0.935854921374486
sensor_417,0.006384676775738229,0.011244979919678716,0.3053478469773457,0.7660793269132002,0.9936153232242618,0.9887550200803212,0.9355162483605113
sensor_271,0.0023942537909018356,0.028,0.2920678180216192,0.7739531826829138,0.9976057462090981,0.972,0.9352911687752775
sensor_219,0.0007980845969672786,0.019169329073482427,0.3137882587410294,0.7611576624670668,0.9992019154030327,0.9808306709265175,0.9350980410499125
sensor_545,0.0015961691939345571,0.15667466027178256,0.1159586421972163,0.8960905558570659,0.9984038308060654,0.8433253397282174,0.9340558892993535
sensor_542,0.006384676775738229,0.020883534136546186,0.300855115917182,0.768725116090226,0.9936153232242618,0.9791164658634538,0.9337680571005509
sensor_360,0.0,0.006384676775738229,0.35062381758572175,0.740398612092839,1.0,0.9936153232242618,0.9335034838292752
sensor_240,0.0015961691939345571,0.01838529176658673,0.3238711353561187,0.755360528146119,0.9984038308060654,0.9816147082334132,0.9334457244979157
sensor_304,0.0007980845969672786,0.011980830670926517,0.34181126053787786,0.7452612967334471,0.9992019154030327,0.9880191693290735,0.9329210742171465
sensor_377,0.0015961691939345571,0.010391686650679457,0.3437507391874179,0.7441856371403464,0.9984038308060654,0.9896083133493205,0.9326504030254494
sensor_270,0.006384676775738229,0.02570281124497992,0.3030081753481714,0.7674548931611992,0.9936153232242618,0.97429718875502,0.9322456820911857
sensor_144,0.006384676775738229,0.023293172690763052,0.30891769932932783,0.7639899747038235,0.9936153232242618,0.976706827309237,0.931981862115396
sensor_279,0.006384676775738229,0.02971887550200803,0.30386536723493907,0.7669503501888884,0.9936153232242618,0.970281124497992,0.931115530283851
sensor_473,0.0039904229848363925,0.009615384615384616,0.3510436031483665,0.7401685613030387,0.9960095770151636,0.9903846153846154,0.9306430826794954
sensor_302,0.0007980845969672786,0.03274760383386582,0.3214857595917047,0.7567240076116801,0.9992019154030327,0.9672523961661342,0.9305950586459699
sensor_052,0.0007980845969672786,0.0,0.3829231356772605,0.7231059877454931,0.9992019154030327,1.0,0.9303774546378896
sensor_438,0.0007980845969672786,0.02476038338658147,0.33718457285417097,0.7478399170172425,0.9992019154030327,0.9752396166134185,0.9303708411091816
sensor_222,0.0,0.0039904229848363925,0.3789764488770467,0.725175546554358,1.0,0.9960095770151636,0.9302962808923804
sensor_546,0.0015961691939345571,0.1310951239008793,0.16921836474120588,0.8552722315658626,0.9984038308060654,0.8689048760991207,0.9302461923192786
sensor_494,0.0,0.0039904229848363925,0.3803602301439091,0.7244485737579858,1.0,0.9960095770151636,0.9301145376932873
sensor_303,0.0007980845969672786,0.010383386581469648,0.374353973375106,0.7276145879246987,0.9992019154030327,0.9896166134185304,0.9289087580373236
sensor_169,0.0007980845969672786,0.01597444089456869,0.3655016554053868,0.7323315911346313,0.9992019154030327,0.9840255591054313,0.928690245261532
sensor_239,0.0015961691939345571,0.01598721023181455,0.36305119007660386,0.7336481617713857,0.9984038308060654,0.9840127897681854,0.9286171532879255
sensor_269,0.006384676775738229,0.0008032128514056225,0.3768761287436104,0.7262817468645438,0.9936153232242618,0.9991967871485944,0.9281772951154155
sensor_319,0.0007980845969672786,0.004792332268370607,0.3908259227105544,0.7189972401802225,0.9992019154030327,0.9952076677316294,0.9281521846794794
sensor_491,0.0007980845969672786,0.023961661341853034,0.35476051479775994,0.7381378399187262,0.9992019154030327,0.9760383386581469,0.9281450023457346
sensor_541,0.006384676775738229,0.0008032128514056225,0.3772622284615167,0.7260781420812353,0.9936153232242618,0.9991967871485944,0.9281263939195884
sensor_272,0.0039904229848363925,0.0008012820512820513,0.386681244764293,0.7211462647062621,0.9960095770151636,0.999198717948718,0.9280910341713269
sensor_410,0.0039904229848363925,0.0,0.38826224727562075,0.7203249976453934,0.9960095770151636,1.0,0.9280860379189302
sensor_137,0.0039904229848363925,0.0,0.3904609884572398,0.719185945022112,0.9960095770151636,1.0,0.9278012747631098
sensor_004,0.010375099760574621,0.031451612903225803,0.3107113913045898,0.762944464078145,0.9896249002394254,0.9685483870967742,0.9276856629134425
sensor_167,0.0007980845969672786,0.035942492012779555,0.3414951823596717,0.7454368924687554,0.9992019154030327,0.9640575079872205,0.9269745578155104
sensor_345,0.0031923383878691143,0.009607686148919135,0.38174637339394546,0.7237218199051448,0.9968076616121309,0.9903923138510808,0.9269323642451219
sensor_355,0.01596169193934557,0.030008110300081103,0.3028868178581162,0.7675263778045988,0.9840383080606544,0.9699918896999189,0.9263987209064567
sensor_183,0.0007980845969672786,0.010383386581469648,0.39572573603806616,0.7164731395142281,0.9992019154030327,0.9896166134185304,0.9261233959347059
sensor_209,0.0031923383878691143,0.013610888710968775,0.3816373435755801,0.7237789313164268,0.9968076616121309,0.9863891112890312,0.92594584145743
sensor_090,0.030327214684756583,0.007407407407407408,0.2960836547102299,0.7715551356317147,0.9696727853152434,0.9925925925925926,0.9258733247136985
sensor_168,0.0007980845969672786,0.013578274760383386,0.39442557948396073,0.7171411760605202,0.9992019154030327,0.9864217252396166,0.9254916830265506
sensor_217,0.01596169193934557,0.0364963503649635,0.30042137047481204,0.76898151837883,0.9840383080606544,0.9635036496350365,0.9251404460337938
sensor_540,0.006384676775738229,0.0,0.40872150503433224,0.709863515553863,0.9936153232242618,1.0,0.9242735405005966
sensor_281,0.0015961691939345571,0.027977617905675458,0.37345031139417784,0.7280933221274736,0.9984038308060654,0.9720223820943246,0.9242308414584822
sensor_454,0.0007980845969672786,0.00718849840255591,0.41774286683015227,0.7053465218526129,0.9992019154030327,0.9928115015974441,0.9241404635640307
sensor_182,0.0007980845969672786,0.007987220447284345,0.41623832722002735,0.7060958461440082,0.9992019154030327,0.9920127795527156,0.9241281141256973
sensor_318,0.0007980845969672786,0.003993610223642172,0.42584416844442424,0.7013389135581245,0.9992019154030327,0.9960063897763578,0.9239372835351369
sensor_138,0.0039904229848363925,0.0008012820512820513,0.4228487768413328,0.7028153773445692,0.9960095770151636,0.999198717948718,0.9235083123309036
sensor_268,0.006384676775738229,0.0,0.4157997193888844,0.7063145911850017,0.9936153232242618,1.0,0.9233863094083813
sensor_411,0.0039904229848363925,0.0008012820512820513,0.4263658435687866,0.701082407790968,0.9960095770151636,0.999198717948718,0.9230750699425033
sensor_273,0.0039904229848363925,0.0016025641025641025,0.42610555637804864,0.7012103666012983,0.9960095770151636,0.9983974358974359,0.9229067391322654
sensor_072,0.0031923383878691143,0.07125700560448359,0.30307831001742114,0.7674135869751609,0.9968076616121309,0.9287429943955164,0.9224429761487347
sensor_455,0.0007980845969672786,0.026357827476038338,0.3972374923724238,0.7156979435915802,0.9992019154030327,0.9736421725239617,0.9219359867304018
sensor_406,0.006384676775738229,0.0,0.4391862321027601,0.6948371084254498,0.9936153232242618,1.0,0.9205169387184933
sensor_407,0.006384676775738229,0.00963855421686747,0.4208456780236265,0.7038062018043958,0.9936153232242618,0.9903614457831326,0.920349573509013
sensor_354,0.01596169193934557,0.0056772100567721,0.39190077764694337,0.7184420154506521,0.9840383080606544,0.9943227899432279,0.9202103553787973
sensor_362,0.0,0.006384676775738229,0.4556909856324763,0.6869589836509943,1.0,0.9936153232242618,0.920143576718814
sensor_216,0.01596169193934557,0.0170316301703163,0.38456772958685537,0.7222470801759856,0.9840383080606544,0.9829683698296837,0.9183230165317445
sensor_424,0.0023942537909018356,0.0336,0.4087217517059123,0.7098633912545436,0.9976057462090981,0.9664,0.917868720918185
sensor_305,0.0007980845969672786,0.0,0.48760565585136173,0.6722211602695854,0.9992019154030327,1.0,0.9176562477689127
sensor_282,0.0015961691939345571,0.05915267785771383,0.3710663402043711,0.7293593101052571,0.9984038308060654,0.9408473221422862,0.9167535734649185
sensor_170,0.0007980845969672786,0.0023961661341853034,0.4909450169364045,0.6707155452685982,0.9992019154030327,0.9976038338658147,0.9166808024851196
sensor_224,0.0,0.014365522745411013,0.47946433158334373,0.6759203170040509,1.0,0.985634477254589,0.91538869856466
sensor_325,0.0007980845969672786,0.003993610223642172,0.49971486446229735,0.6667934176664553,0.9992019154030327,0.9960063897763578,0.9153009095622197
sensor_189,0.0007980845969672786,0.003194888178913738,0.5041267911939505,0.6648375694486611,0.9992019154030327,0.9968051118210862,0.9150116280189532
sensor_548,0.1596169193934557,0.008547008547008548,0.012461390803363804,0.9876919841916383,0.8403830806065443,0.9914529914529915,0.9149777842144295
sensor_324,0.0007980845969672786,0.003194888178913738,0.5061295259705113,0.6639535197715652,0.9992019154030327,0.9968051118210862,0.9147906155996792
sensor_460,0.0007980845969672786,0.004792332268370607,0.5147384969649379,0.6601799597776693,0.9992019154030327,0.9952076677316294,0.913447864578841
sensor_143,0.010375099760574621,0.04112903225806452,0.39983387780822943,0.7143704805642626,0.9896249002394254,0.9588709677419355,0.9131228121962622
sensor_188,0.0007980845969672786,0.003993610223642172,0.5218311584326022,0.6571031184759957,0.9992019154030327,0.9960063897763578,0.9128783347646048
sensor_286,0.0023942537909018356,0.028,0.4615387508821809,0.6842103908612773,0.9976057462090981,0.972,0.9128554708198684
sensor_481,0.0031923383878691143,0.02321857485988791,0.46949748851870443,0.6805047356753421,0.9968076616121309,0.9767814251401121,0.912725371009929
sensor_441,0.0007980845969672786,0.0007987220447284345,0.5307427307315136,0.653277640928021,0.9992019154030327,0.9992012779552716,0.9127206874223395
sensor_032,0.0007980845969672786,0.22284345047923323,0.1454363180777197,0.8730297653545751,0.9992019154030327,0.7771565495207667,0.9121475364203518
sensor_146,0.0015961691939345571,0.04716227018385292,0.4313760784487956,0.6986284143323922,0.9984038308060654,0.9528377298161471,0.9120684514401676
sensor_147,0.0015961691939345571,0.060751398880895285,0.4048337949074366,0.7118279782455612,0.9984038308060654,0.9392486011191047,0.9119710602441993
sensor_523,0.0,0.02314445331205108,0.4920010205575325,0.6702408284052774,1.0,0.9768555466879489,0.9117740937733065
sensor_389,0.0,0.018355945730247406,0.5055871859995281,0.6641926879419612,1.0,0.9816440542697525,0.9114591855529284
sensor_278,0.010375099760574621,0.031451612903225803,0.44205053750084117,0.6934569725503927,0.9896249002394254,0.9685483870967742,0.9103137900315044
sensor_461,0.0007980845969672786,0.04073482428115016,0.463422034299511,0.6833298778903961,0.9992019154030327,0.9592651757188498,0.9102497211038278
sensor_496,0.0,0.020750199521149242,0.5135632565040524,0.6606925714553528,1.0,0.9792498004788508,0.9099855929835509
sensor_549,0.1596169193934557,0.0,0.04506457967222507,0.9568786651573635,0.8403830806065443,1.0,0.909411206592613
sensor_440,0.0007980845969672786,0.023961661341853034,0.5092338139183964,0.6625878580096998,0.9992019154030327,0.9760383386581469,0.9092575068684781
sensor_251,0.0,0.024740622505985636,0.5134683333983561,0.6607340093826678,1.0,0.9752593774940144,0.9089983467191705
sensor_151,0.0023942537909018356,0.0352,0.4809073267225926,0.675261700685287,0.9976057462090981,0.9648,0.9088182982758708
sensor_201,0.0039904229848363925,0.017628205128205128,0.5336224391933163,0.6520509705935178,0.9960095770151636,0.9823717948717948,0.9066104798739099
sensor_416,0.010375099760574621,0.0467741935483871,0.44165982702612944,0.6936449093284441,0.9896249002394254,0.9532258064516129,0.906530129064727
sensor_562,0.0007980845969672786,0.003194888178913738,0.585035810252774,0.6309005724233604,0.9992019154030327,0.9968051118210862,0.906527378762628
sensor_409,0.0023942537909018356,0.04,0.4907323333231404,0.6708112366294492,0.9976057462090981,0.96,0.9065056822619113
sensor_364,0.030327214684756583,0.022222222222222223,0.41137093378956974,0.7085309581337151,0.9696727853152434,0.9777777777777777,0.9064135766354949
sensor_350,0.01596169193934557,0.047039740470397405,0.41963251477845065,0.7044076474650632,0.9840383080606544,0.9529602595296026,0.9063611307789936
sensor_498,0.030327214684756583,0.023045267489711935,0.41145523033574966,0.708488642436165,0.9696727853152434,0.9769547325102881,0.906197236394235
sensor_136,0.0023942537909018356,0.0392,0.4957734076237473,0.6685504601854401,0.9976057462090981,0.9608,0.9061404881509091
sensor_588,0.0007980845969672786,0.03274760383386582,0.5185002467429596,0.6585445093900419,0.9992019154030327,0.9672523961661342,0.9060501840905604
sensor_226,0.030327214684756583,0.02551440329218107,0.4102431163050306,0.7090975934845148,0.9696727853152434,0.974485596707819,0.9057321902057052
sensor_026,0.0007980845969672786,0.24840255591054314,0.1484002986456312,0.8707765063970747,0.9992019154030327,0.7515974440894568,0.9051944453231493
sensor_443,0.0,0.04628890662410216,0.499874005988821,0.6667226687089164,1.0,0.9537110933758979,0.9051084405212035
sensor_589,0.0007980845969672786,0.038338658146964855,0.5247729676029037,0.6558353415538974,0.9992019154030327,0.9616613418530351,0.9039751285532495
sensor_367,0.0015961691939345571,0.050359712230215826,0.49706893447649775,0.6679719129631695,0.9984038308060654,0.9496402877697842,0.9036049655862711
sensor_587,0.0007980845969672786,0.019968051118210862,0.5737312045402394,0.6354325294656319,0.9992019154030327,0.9800319488817891,0.9034670772883716
