wafer_id,target,status,anomaly_score,dataset_split
WF-000084,0,Pass,0.2835923504585525,development
WF-000260,0,Pass,0.1336209344614327,development
WF-000920,0,Pass,0.2790370004588261,development
WF-000693,0,Pass,0.14436716829506063,development
WF-000310,0,Pass,0.24108298859685173,development
WF-000563,0,Pass,0.26369870227860837,development
WF-000469,0,Pass,0.14684110058778121,development
WF-000852,0,Pass,0.2921455538489537,development
WF-000201,0,Pass,0.2418665178881204,development
WF-000750,0,Pass,0.0908247246024967,development
WF-001229,0,Pass,0.18741263916663262,development
WF-000655,0,Pass,0.21869858093320316,development
WF-000416,0,Pass,0.19511807382164492,development
WF-001046,0,Pass,0.12784983759356738,development
WF-000889,0,Pass,0.32227851570500826,development
WF-000860,0,Pass,0.28454449690275696,development
WF-001058,0,Pass,0.07853627109601767,development
WF-000036,0,Pass,0.2179552203549924,development
WF-001169,0,Pass,0.1583751332860542,development
WF-001233,0,Pass,0.23891558029675555,development
WF-001456,0,Pass,0.33978525904303564,development
WF-001349,0,Pass,0.11756752815150115,development
WF-000124,0,Pass,0.36149969255922965,development
WF-000213,0,Pass,0.1586426160259636,development
WF-001329,1,Fail,0.25397974796092343,development
WF-000111,0,Pass,0.2602668108297847,development
WF-001344,1,Fail,0.4062466042407415,development
WF-001178,0,Pass,0.4828805905790719,development
WF-000261,0,Pass,0.10083532349492613,development
WF-000625,0,Pass,0.1755787503134803,development
WF-000614,0,Pass,0.09381935429454384,development
WF-000143,0,Pass,0.21262472406737332,development
WF-000076,0,Pass,0.3518763320293924,development
WF-000514,0,Pass,0.20997103529736982,development
WF-000373,0,Pass,0.12332182355771704,development
WF-001201,0,Pass,0.17984836563783646,development
WF-000351,0,Pass,0.24428394666941228,development
WF-001193,0,Pass,0.19144646713809904,development
WF-000539,0,Pass,0.31534723713070184,development
WF-000692,0,Pass,0.23839364386628564,development
WF-001252,0,Pass,0.20517557812154952,development
WF-001309,0,Pass,0.3936987889753739,development
WF-001535,0,Pass,0.1711696917394938,development
WF-000404,0,Pass,0.23169343885753943,development
WF-001533,0,Pass,0.2943473397215149,development
WF-000839,0,Pass,0.08792613657372174,development
WF-000880,0,Pass,0.3068413900770516,development
WF-001070,0,Pass,0.47885998753335807,development
WF-000158,1,Fail,0.3557809875008336,development
WF-000561,0,Pass,0.16446326636755007,development
WF-001268,0,Pass,0.44672039523782014,development
WF-000280,0,Pass,0.2253992490429755,development
WF-001424,0,Pass,0.12763608599651152,development
WF-000816,0,Pass,0.18034274537637796,development
WF-001010,0,Pass,0.36449989613539807,development
WF-001208,0,Pass,0.243131199936027,development
WF-000798,1,Fail,0.27890906728360815,development
WF-000287,0,Pass,0.278048476929161,development
WF-000956,0,Pass,0.19852044551496476,development
WF-000098,0,Pass,0.29016637234259546,development
WF-001064,0,Pass,0.11292347758806935,development
WF-000788,0,Pass,0.16713961466357238,development
WF-000316,0,Pass,0.23863715882660044,development
WF-000481,0,Pass,0.30095362966098343,development
WF-000262,0,Pass,0.20440328550768863,development
WF-000558,0,Pass,0.36065910645321936,development
WF-001027,0,Pass,0.1896368036315375,development
WF-001343,1,Fail,0.21529770721400932,development
WF-000352,1,Fail,0.2667205373345145,development
WF-001528,0,Pass,0.3657946456670707,development
WF-000601,0,Pass,0.15640065458931623,development
WF-000044,0,Pass,0.3875812760170612,development
WF-001435,0,Pass,0.21666578258246413,development
WF-000112,0,Pass,0.36503004255900356,development
WF-001118,0,Pass,0.21806712986894955,development
WF-000266,0,Pass,0.17404636188993602,development
WF-000006,0,Pass,0.35205510583385013,development
WF-000294,0,Pass,0.2046559138802931,development
WF-000133,0,Pass,0.28827658562664205,development
WF-000023,0,Pass,0.25879039099806556,development
WF-001136,0,Pass,0.19890967623151887,development
WF-000760,0,Pass,0.46806987505757164,development
WF-001444,1,Fail,0.24715970535939608,development
WF-001211,0,Pass,0.1762935478095388,development
WF-000661,0,Pass,0.08927640926619523,development
WF-000919,0,Pass,0.21543751061851718,development
WF-001547,0,Pass,0.14545219900385406,development
WF-000363,0,Pass,0.40796338057523795,development
WF-000703,0,Pass,0.2566040711021281,development
WF-000884,0,Pass,0.19352974191680775,development
WF-001085,0,Pass,0.22614705927130885,development
WF-000285,0,Pass,0.25112260553892857,development
WF-000664,0,Pass,0.1225340513841247,development
WF-000414,0,Pass,0.1490175640363289,development
WF-000876,0,Pass,0.1837121913724574,development
WF-000224,0,Pass,0.15135511512105834,development
WF-000489,0,Pass,0.2776540116979915,development
WF-000688,0,Pass,0.12618755924929642,development
WF-000081,0,Pass,0.3826921521446476,development
WF-001122,0,Pass,0.25602891785543846,development
WF-001311,0,Pass,0.263603887327976,development
WF-000815,0,Pass,0.1641141842000005,development
WF-001203,0,Pass,0.22562731778784773,development
WF-001407,0,Pass,0.2060272239634563,development
WF-001171,0,Pass,0.20130743203062415,development
WF-000452,0,Pass,0.16229245693518532,development
WF-000198,0,Pass,0.24306356098071463,development
WF-000422,0,Pass,0.39969226330433383,development
WF-001026,0,Pass,0.22991907699083272,development
WF-000428,0,Pass,0.2378095314356012,development
WF-000480,0,Pass,0.28877022411296255,development
WF-000323,0,Pass,0.3715123971348568,development
WF-001022,0,Pass,0.1345165611532673,development
WF-000804,0,Pass,0.0940444488210895,development
WF-000096,0,Pass,0.5049297324811822,development
WF-001210,0,Pass,0.2380217035746866,development
WF-001459,0,Pass,0.9012644520854303,development
WF-000162,0,Pass,0.2053991575848544,development
WF-000333,0,Pass,0.30161319684424914,development
WF-000596,0,Pass,0.3086124244805965,development
WF-000222,0,Pass,0.24765185946970603,development
WF-000369,1,Fail,0.27614916031463327,development
WF-000144,0,Pass,0.7763650605667815,development
WF-000218,0,Pass,0.3030587525590502,development
WF-000485,0,Pass,0.25841593482662595,development
WF-000470,0,Pass,0.18423445537061053,development
WF-001394,0,Pass,0.12592635392227833,development
WF-001563,0,Pass,0.309002664824884,development
WF-000473,0,Pass,0.15155132847035532,development
WF-000011,1,Fail,0.6615841926995695,development
WF-000016,0,Pass,0.6115255325602726,development
WF-001481,0,Pass,0.16717402679078758,development
WF-000567,0,Pass,0.15265018654710039,development
WF-000691,0,Pass,0.2188598170904892,development
WF-000663,0,Pass,0.19230299724036298,development
WF-000221,0,Pass,0.11764461449782705,development
WF-000718,0,Pass,0.04889340215154209,development
WF-000959,0,Pass,0.12432562261240451,development
WF-001550,0,Pass,0.1556269350198905,development
WF-000685,0,Pass,0.09030604002258223,development
WF-001089,0,Pass,0.21162811980768872,development
WF-001303,1,Fail,0.23094810942709876,development
WF-001111,0,Pass,0.27522763587734916,development
WF-001187,0,Pass,0.27144383589225496,development
WF-000408,0,Pass,0.18883819898387352,development
WF-001031,0,Pass,0.1523606519370178,development
WF-000463,0,Pass,0.16522852390106213,development
WF-001242,1,Fail,0.11698240893681086,development
WF-001384,0,Pass,0.3350013953702907,development
WF-001057,0,Pass,0.43151120164596884,development
WF-000254,0,Pass,0.18868195876567823,development
WF-000425,1,Fail,0.18493469570217344,development
WF-000621,0,Pass,0.30845216904060263,development
WF-000626,0,Pass,0.20560217295755784,development
WF-000840,0,Pass,0.2687758040477748,development
WF-000721,0,Pass,0.21612001666304423,development
WF-001401,1,Fail,0.20575861954390984,development
WF-001040,0,Pass,0.2270328378552672,development
WF-000504,0,Pass,0.1869571978289754,development
WF-000925,1,Fail,0.3435044694832068,development
WF-001065,0,Pass,0.2693121196106447,development
WF-001094,0,Pass,0.24312587226974447,development
WF-001561,0,Pass,0.23550417631281784,development
WF-000814,0,Pass,0.24188886250091088,development
WF-001402,0,Pass,0.22507997809847727,development
WF-001183,0,Pass,0.18211208999034628,development
WF-000753,0,Pass,0.13035141837528688,development
WF-001051,0,Pass,0.22788035086411212,development
WF-001158,0,Pass,0.32966048475715326,development
WF-000140,0,Pass,0.13738630711129513,development
WF-001336,0,Pass,0.33927049773567536,development
WF-000582,0,Pass,0.1342249461976714,development
WF-000381,0,Pass,0.4307923483362238,development
WF-001428,0,Pass,0.4229254031649014,development
WF-001293,0,Pass,0.24704168193687365,development
WF-000717,0,Pass,0.30815495556849515,development
WF-000479,0,Pass,0.342531980500198,development
WF-000961,0,Pass,0.4159451405169231,development
WF-000120,0,Pass,0.44870122382034894,development
WF-000022,0,Pass,0.31097886173867584,development
WF-000193,0,Pass,0.18587388681897182,development
WF-000330,0,Pass,0.22963146334054488,development
WF-000488,0,Pass,0.2694468515474102,development
WF-001305,0,Pass,0.3029443318313041,development
WF-001241,0,Pass,0.20690545690217213,development
WF-000535,0,Pass,0.07989617663060028,development
WF-001537,0,Pass,0.2620709672039073,development
WF-000537,0,Pass,0.269829482953862,development
WF-000976,0,Pass,0.23618812299887992,development
WF-000697,0,Pass,0.18207892925037003,development
WF-001225,0,Pass,0.10070395882835176,development
WF-000823,0,Pass,0.07681111106471364,development
WF-000687,0,Pass,0.14078753380503786,development
WF-001277,0,Pass,0.1809285220484026,development
WF-000996,0,Pass,0.12707319804394032,development
WF-000761,0,Pass,0.11999702776392854,development
WF-000512,0,Pass,0.15127465044293587,development
WF-000556,0,Pass,0.44946576439456515,development
WF-001558,0,Pass,0.16763480288752014,development
WF-001007,0,Pass,0.16344533574968892,development
WF-001023,0,Pass,0.2635789960004362,development
WF-001134,0,Pass,0.16029145506372097,development
WF-001078,0,Pass,0.171942708440177,development
WF-000467,0,Pass,0.6469966270240113,development
WF-000035,0,Pass,0.30523189532041634,development
WF-000038,0,Pass,0.2960836640680471,development
WF-000276,0,Pass,0.9072520670059704,development
WF-000773,0,Pass,0.1160241517640519,development
WF-000789,0,Pass,0.22605723118496132,development
WF-001519,0,Pass,0.27087201149697626,development
WF-001548,0,Pass,0.14614166404198858,development
WF-000223,1,Fail,0.10869175348642958,development
WF-000711,0,Pass,0.14251145081015135,development
WF-001445,0,Pass,0.28494493589403935,development
WF-000907,0,Pass,0.38119190683534104,development
WF-001060,0,Pass,0.1590032573596503,development
WF-001554,0,Pass,0.251070903589406,development
WF-001113,0,Pass,0.3830086587116127,development
WF-001003,0,Pass,0.20184642147533777,development
WF-000649,0,Pass,0.2361381420416482,development
WF-000405,0,Pass,0.308431245017511,development
WF-000891,0,Pass,0.3911520894812665,development
WF-000946,0,Pass,0.27410937882296393,development
WF-001263,0,Pass,0.2066508183717991,development
WF-000620,0,Pass,0.22614199323801254,development
WF-000820,0,Pass,0.1258821487063368,development
WF-001426,0,Pass,0.2323636373401004,development
WF-001461,0,Pass,0.12200699074189195,development
WF-001062,0,Pass,0.11340198968375367,development
WF-001086,0,Pass,0.1983517360651748,development
WF-001341,0,Pass,0.1483508621169913,development
WF-000882,0,Pass,0.16437934391822673,development
WF-001048,0,Pass,0.176397899027247,development
WF-000533,0,Pass,0.10065088384999447,development
WF-000429,0,Pass,0.13975101684281227,development
WF-001405,0,Pass,0.3781377767875556,development
WF-000658,0,Pass,0.2171932617094229,development
WF-000606,1,Fail,0.3078428339568144,development
WF-001194,0,Pass,0.27036123157880154,development
WF-000723,0,Pass,0.155209768910853,development
WF-000189,1,Fail,0.2995550806155889,development
WF-001257,0,Pass,0.1803315575363494,development
WF-000654,0,Pass,0.43479529887823265,development
WF-001497,0,Pass,0.2107859837893078,development
WF-000673,0,Pass,0.37190802965482805,development
WF-001286,0,Pass,0.19416572313396932,development
WF-001470,0,Pass,0.3079567594136275,development
WF-000846,0,Pass,0.27173863476335897,development
WF-000252,0,Pass,0.2657449927871367,development
WF-000977,0,Pass,0.1910154985593296,development
WF-000541,0,Pass,0.21251410789434474,development
WF-001228,1,Fail,0.2688959219409978,development
WF-000349,0,Pass,0.3219376393491086,development
WF-000430,0,Pass,0.41265092213201743,development
WF-000710,1,Fail,0.49259355333496724,development
WF-000742,0,Pass,0.13403795854240305,development
WF-001102,0,Pass,0.09047880088959298,development
WF-000178,0,Pass,0.3106806339047154,development
WF-001417,0,Pass,0.3496763711268698,development
WF-001504,0,Pass,0.44332508130682036,development
WF-000432,0,Pass,0.24560292332869485,development
WF-000448,0,Pass,0.2115949226905245,development
WF-000192,0,Pass,0.3267433733191252,development
WF-001326,1,Fail,0.19682778132037562,development
WF-001389,0,Pass,0.17517482244031832,development
WF-000864,0,Pass,0.07166474982405943,development
WF-000402,0,Pass,0.10133846646795562,development
WF-000775,0,Pass,0.1630441002995124,development
WF-000595,0,Pass,0.19123146553645276,development
WF-000647,0,Pass,0.24592640041718272,development
WF-000394,0,Pass,0.2563920445032134,development
WF-000748,0,Pass,0.13555648602965398,development
WF-000202,0,Pass,0.2769970349427622,development
WF-000444,0,Pass,0.3820548142818559,development
WF-000421,0,Pass,0.20702091738266376,development
WF-000306,0,Pass,0.26803436036937145,development
WF-001087,0,Pass,0.34149479641685654,development
WF-001186,1,Fail,0.17128547587701085,development
WF-001560,0,Pass,0.24114291087545434,development
WF-001512,0,Pass,0.2316969028843674,development
WF-000861,0,Pass,0.157642523900197,development
WF-000930,1,Fail,0.19398210254717294,development
WF-001244,0,Pass,0.10210790563107339,development
WF-001347,0,Pass,0.24445213238511715,development
WF-000858,0,Pass,0.31390027932381515,development
WF-001097,0,Pass,0.06620531750023118,development
WF-001364,1,Fail,0.15620646631133545,development
WF-001532,0,Pass,0.1990281652259949,development
WF-001324,0,Pass,0.2668845087478594,development
WF-000454,0,Pass,0.23094487855624565,development
WF-000406,0,Pass,0.2870519096618776,development
WF-000312,0,Pass,0.45568277988241457,development
WF-000830,0,Pass,0.18130730177032103,development
WF-000811,0,Pass,0.2267310211352326,development
WF-000790,0,Pass,0.22273023319100074,development
WF-000965,0,Pass,0.3703925826154666,development
WF-001370,0,Pass,0.17715055886325448,development
WF-000377,0,Pass,0.11908208857435713,development
WF-000033,0,Pass,0.27469548084948797,development
WF-000951,0,Pass,0.27363998799576217,development
WF-000747,0,Pass,0.24944777728276032,development
WF-000438,0,Pass,0.30458420811825354,development
WF-000518,0,Pass,0.059741839157425536,development
WF-000623,0,Pass,0.45864636116235585,development
WF-000087,0,Pass,0.3698550143803916,development
WF-000903,0,Pass,0.2340027563205436,development
WF-000657,0,Pass,0.11095841229167608,development
WF-000495,0,Pass,0.20350287067407866,development
WF-000139,0,Pass,0.3262436828487686,development
WF-000980,0,Pass,0.2346078906671005,development
WF-000881,0,Pass,0.39654367975736404,development
WF-000520,0,Pass,0.20454740399560878,development
WF-001321,0,Pass,0.39017516295971283,development
WF-001427,0,Pass,0.12647049521002796,development
WF-000849,0,Pass,0.1578471932412572,development
WF-000865,0,Pass,0.21410703190723246,development
WF-001551,0,Pass,0.31572153875170844,development
WF-001120,0,Pass,0.16921771180735812,development
WF-001106,0,Pass,0.3765365627298542,development
WF-000879,0,Pass,0.3560530399607762,development
WF-000701,0,Pass,0.13967575766745524,development
WF-001002,0,Pass,0.17816431904963037,development
WF-000924,0,Pass,0.5882381608977176,development
WF-000207,0,Pass,0.2718803029898024,development
WF-000492,0,Pass,0.16833538870032144,development
WF-000515,0,Pass,0.30110375621485874,development
WF-000505,0,Pass,0.35662718335253524,development
WF-000603,0,Pass,0.12994871820030343,development
WF-000854,0,Pass,0.24839311732191738,development
WF-001168,0,Pass,0.3971032070086402,development
WF-000522,0,Pass,0.15645279907395035,development
WF-000859,0,Pass,0.2606602596644702,development
WF-000732,0,Pass,0.18412791442864243,development
WF-000204,0,Pass,0.18015740493288263,development
WF-001410,0,Pass,0.2648660155048065,development
WF-000609,0,Pass,0.14291515303879013,development
WF-000682,0,Pass,0.05035920684958925,development
WF-001369,0,Pass,0.21918512014042624,development
WF-000494,0,Pass,0.14347835619768753,development
WF-000953,0,Pass,0.4080721653296763,development
WF-000123,0,Pass,0.13814861220689847,development
WF-001072,0,Pass,0.19163354919480852,development
WF-001221,0,Pass,0.18668823262983011,development
WF-000241,1,Fail,0.24000474950809192,development
WF-000008,0,Pass,0.4674951930629279,development
WF-000389,0,Pass,0.04535933339659335,development
WF-000735,0,Pass,0.23118339697189447,development
WF-000005,0,Pass,0.3517777248107827,development
WF-000364,0,Pass,0.2087246365592966,development
WF-000118,0,Pass,0.22870358726856393,development
WF-001477,0,Pass,0.24694613406642524,development
WF-000739,0,Pass,0.2534677279104487,development
WF-001281,0,Pass,0.2538412180748935,development
WF-001160,0,Pass,0.2722836812884613,development
WF-000972,0,Pass,0.3232545804646043,development
WF-001012,0,Pass,0.17952254134026488,development
WF-001019,0,Pass,0.33339737209832965,development
WF-000600,0,Pass,0.3228718339315413,development
WF-000028,0,Pass,0.4267381776116372,development
WF-000581,0,Pass,0.08150347337055368,development
WF-000918,0,Pass,0.19557359197949464,development
WF-001230,0,Pass,0.23236541247319367,development
WF-001128,0,Pass,0.2935453908017,development
WF-000085,0,Pass,0.7189821274948536,development
WF-000225,0,Pass,0.10214911915748141,development
WF-001419,0,Pass,0.46740033171773504,development
WF-000046,1,Fail,0.28311041216946226,development
WF-001011,0,Pass,0.1338029984987795,development
WF-001172,0,Pass,0.17495973176569796,development
WF-001068,0,Pass,0.1540766981400334,development
WF-000304,0,Pass,0.13939562137040656,development
WF-001371,0,Pass,0.2685533330607001,development
WF-000560,0,Pass,0.1312440684261155,development
WF-001132,0,Pass,0.324490493129638,development
WF-001258,0,Pass,0.46937356523048274,development
