wafer_id,timestamp,target,status,missing_sensor_count,missing_sensor_rate,fail_probability,predicted_target,predicted_status,decision_threshold,model_name,prediction_correct,error_type,mean_observed_sensor_reliability,completeness_score,data_quality_score,data_quality_band,anomaly_score,absolute_threshold_distance,prediction_confidence,probability_band,missingness_quartile,anomaly_quartile,confidence_band,production_date,production_hour,production_day,shift
WF-000346,2008-08-21 02:11:00,0,Pass,4,0.008888888888888889,0.4950833333333332,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8908436362157439,0.9911111111111112,0.9510041211529644,High,0.324817032343012,0.1100833333333332,0.4950833333333332,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-08-21,2,Thursday,Night
WF-000027,2008-07-27 11:10:00,0,Pass,20,0.044444444444444446,0.4842222222222223,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8923447747053024,0.9555555555555556,0.9302712432154544,High,0.274989370936167,0.09922222222222227,0.4842222222222223,25-50%,"(0.0267, 0.164]",Q3,Low,2008-07-27,11,Sunday,Morning
WF-000233,2008-08-17 13:34:00,0,Pass,4,0.008888888888888889,0.4793611111111113,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.30515557145457,0.09436111111111128,0.4793611111111113,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-08-17,13,Sunday,Morning
WF-000010,2008-07-19 21:35:00,0,Pass,4,0.008888888888888889,0.4790277777777778,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8908436362157439,0.9911111111111112,0.9510041211529644,High,0.3729929444869251,0.09402777777777777,0.4790277777777778,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-07-19,21,Saturday,Evening
WF-000321,2008-08-20 02:13:00,0,Pass,12,0.02666666666666667,0.4786944444444445,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8902623685931389,0.9733333333333334,0.9401049474372556,High,0.253668841244874,0.09369444444444447,0.4786944444444445,25-50%,"(0.0178, 0.0267]",Q3,Low,2008-08-20,2,Wednesday,Night
WF-000177,2008-08-09 23:17:00,0,Pass,4,0.008888888888888889,0.4785555555555556,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.2116572072456315,0.09355555555555561,0.4785555555555556,25-50%,"(-0.001, 0.00889]",Q2,Low,2008-08-09,23,Saturday,Evening
WF-001205,2008-09-30 21:39:00,0,Pass,4,0.008888888888888889,0.4768611111111111,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.2005227027908755,0.09186111111111112,0.4768611111111111,25-50%,"(-0.001, 0.00889]",Q2,Low,2008-09-30,21,Tuesday,Evening
WF-000141,2008-08-06 19:24:00,0,Pass,16,0.035555555555555556,0.4762777777777777,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8926171355283694,0.9644444444444444,0.9357135208780144,High,0.1773931431379308,0.09127777777777768,0.4762777777777777,25-50%,"(0.0267, 0.164]",Q2,Low,2008-08-06,19,Wednesday,Evening
WF-000246,2008-08-18 04:12:00,0,Pass,12,0.02666666666666667,0.4758611111111109,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8892276593447993,0.9733333333333334,0.9396910637379196,High,0.178004730930892,0.09086111111111089,0.4758611111111109,25-50%,"(0.0178, 0.0267]",Q2,Low,2008-08-18,4,Monday,Night
WF-000052,2008-07-29 21:07:00,0,Pass,0,0.0,0.4752777777777775,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.7158843081070485,0.09027777777777751,0.4752777777777775,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-07-29,21,Tuesday,Evening
WF-000564,2008-08-30 04:55:00,0,Pass,24,0.05333333333333334,0.4714444444444444,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8937662562982269,0.9466666666666668,0.9255065025192908,High,0.2631398724540566,0.08644444444444438,0.4714444444444444,25-50%,"(0.0267, 0.164]",Q3,Low,2008-08-30,4,Saturday,Night
WF-000220,2008-08-16 13:51:00,0,Pass,4,0.008888888888888889,0.4697777777777777,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.339505714826438,0.08477777777777767,0.4697777777777777,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-08-16,13,Saturday,Morning
WF-000080,2008-08-03 17:58:00,0,Pass,8,0.017777777777777778,0.4685,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8897284497435358,0.9822222222222222,0.9452247132307476,High,0.3316714750942172,0.08350000000000002,0.4685,25-50%,"(0.00889, 0.0178]",Q4 Highest,Low,2008-08-03,17,Sunday,Evening
WF-000154,2008-08-07 11:10:00,0,Pass,0,0.0,0.4673611111111112,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.3037275284174356,0.08236111111111122,0.4673611111111112,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-08-07,11,Thursday,Morning
WF-000298,2008-08-19 08:33:00,0,Pass,16,0.035555555555555556,0.4663611111111109,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8926171355283694,0.9644444444444444,0.9357135208780144,High,0.2643949457433772,0.08136111111111088,0.4663611111111109,25-50%,"(0.0267, 0.164]",Q3,Low,2008-08-19,8,Tuesday,Morning
WF-000435,2008-08-23 05:57:00,0,Pass,4,0.008888888888888889,0.463722222222222,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.1342165919147076,0.07872222222222197,0.463722222222222,25-50%,"(-0.001, 0.00889]",Q1 Lowest,Low,2008-08-23,5,Saturday,Night
WF-000150,2008-08-07 08:21:00,0,Pass,4,0.008888888888888889,0.4611944444444444,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.3338320558504813,0.0761944444444444,0.4611944444444444,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-08-07,8,Thursday,Morning
WF-000109,2008-08-05 04:32:00,0,Pass,4,0.008888888888888889,0.4611388888888888,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8908436362157439,0.9911111111111112,0.9510041211529644,High,0.5011497127788302,0.07613888888888881,0.4611388888888888,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-08-05,4,Tuesday,Night
WF-000235,2008-08-17 15:25:00,0,Pass,0,0.0,0.4591388888888886,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.2304864696898539,0.07413888888888859,0.4591388888888886,25-50%,"(-0.001, 0.00889]",Q2,Low,2008-08-17,15,Sunday,Morning
WF-000131,2008-08-06 03:22:00,0,Pass,0,0.0,0.4576944444444446,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.4415146428952672,0.07269444444444462,0.4576944444444446,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-08-06,3,Wednesday,Night
WF-000867,2008-09-16 19:34:00,0,Pass,20,0.044444444444444446,0.457611111111111,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8949505445854108,0.9555555555555556,0.9313135511674976,High,0.3046949753547763,0.07261111111111102,0.457611111111111,25-50%,"(0.0267, 0.164]",Q4 Highest,Low,2008-09-16,19,Tuesday,Evening
WF-001398,2008-10-07 11:16:00,0,Pass,8,0.017777777777777778,0.4558611111111113,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.893161043275428,0.9822222222222222,0.9465977506435044,High,0.5229314248200585,0.07086111111111126,0.4558611111111113,25-50%,"(0.00889, 0.0178]",Q4 Highest,Low,2008-10-07,11,Tuesday,Morning
WF-000307,2008-08-19 11:46:00,0,Pass,0,0.0,0.4558333333333331,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.107645488128633,0.07083333333333308,0.4558333333333331,25-50%,"(-0.001, 0.00889]",Q1 Lowest,Low,2008-08-19,11,Tuesday,Morning
WF-001192,2008-09-30 04:42:00,0,Pass,0,0.0,0.4516111111111111,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.1920207765020062,0.06661111111111107,0.4516111111111111,25-50%,"(-0.001, 0.00889]",Q2,Low,2008-09-30,4,Tuesday,Night
WF-001335,2008-10-05 22:13:00,0,Pass,8,0.017777777777777778,0.4506666666666667,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.893161043275428,0.9822222222222222,0.9465977506435044,High,0.2701750896632423,0.0656666666666667,0.4506666666666667,25-50%,"(0.00889, 0.0178]",Q3,Low,2008-10-05,22,Sunday,Evening
WF-000176,2008-08-09 22:37:00,0,Pass,16,0.035555555555555556,0.4485277777777777,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.89255256865486,0.9644444444444444,0.9356876941286107,High,0.3391050497636435,0.06352777777777768,0.4485277777777777,25-50%,"(0.0267, 0.164]",Q4 Highest,Low,2008-08-09,22,Saturday,Evening
WF-000026,2008-07-27 09:37:00,0,Pass,4,0.008888888888888889,0.446861111111111,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.5807540724407615,0.06186111111111098,0.446861111111111,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-07-27,9,Sunday,Morning
WF-000270,2008-08-18 15:30:00,0,Pass,20,0.044444444444444446,0.4458055555555555,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8914221577456518,0.9555555555555556,0.929902196431594,High,0.1834414873380909,0.0608055555555555,0.4458055555555555,25-50%,"(0.0267, 0.164]",Q2,Low,2008-08-18,15,Monday,Morning
WF-000384,2008-08-21 22:25:00,0,Pass,20,0.044444444444444446,0.444861111111111,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8914221577456518,0.9555555555555556,0.929902196431594,High,0.2970720165869314,0.059861111111110976,0.444861111111111,25-50%,"(0.0267, 0.164]",Q3,Low,2008-08-21,22,Thursday,Evening
WF-000516,2008-08-29 06:35:00,0,Pass,20,0.044444444444444446,0.4438055555555554,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8914221577456518,0.9555555555555556,0.929902196431594,High,0.1742668637989658,0.05880555555555539,0.4438055555555554,25-50%,"(0.0267, 0.164]",Q1 Lowest,Low,2008-08-29,6,Friday,Night
WF-000113,2008-08-05 06:11:00,0,Pass,4,0.008888888888888889,0.4410277777777777,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8908436362157439,0.9911111111111112,0.9510041211529644,High,0.2720242848241075,0.056027777777777676,0.4410277777777777,25-50%,"(-0.001, 0.00889]",Q3,Low,2008-08-05,6,Tuesday,Night
WF-000847,2008-09-15 02:04:00,0,Pass,74,0.16444444444444445,0.4376388888888887,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8988897572340218,0.8355555555555556,0.860889236226942,Acceptable,0.1984205740819077,0.05263888888888868,0.4376388888888887,25-50%,"(0.0267, 0.164]",Q2,Low,2008-09-15,2,Monday,Night
WF-000436,2008-08-23 05:58:00,0,Pass,20,0.044444444444444446,0.4374444444444443,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8914221577456518,0.9555555555555556,0.929902196431594,High,0.0375722349994496,0.052444444444444294,0.4374444444444443,25-50%,"(0.0267, 0.164]",Q1 Lowest,Low,2008-08-23,5,Saturday,Night
WF-000142,2008-08-06 20:00:00,0,Pass,4,0.008888888888888889,0.4363055555555556,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.1650859757353685,0.051305555555555604,0.4363055555555556,25-50%,"(-0.001, 0.00889]",Q1 Lowest,Low,2008-08-06,20,Wednesday,Evening
WF-000019,2008-07-22 11:47:00,0,Pass,4,0.008888888888888889,0.4352777777777778,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.2490448255600988,0.05027777777777781,0.4352777777777778,25-50%,"(-0.001, 0.00889]",Q3,Low,2008-07-22,11,Tuesday,Morning
WF-000461,2008-08-28 03:29:00,0,Pass,12,0.02666666666666667,0.4351388888888887,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8919928587649708,0.9733333333333334,0.9407971435059884,High,0.3024355052163877,0.05013888888888868,0.4351388888888887,25-50%,"(0.0178, 0.0267]",Q3,Low,2008-08-28,3,Thursday,Night
WF-001093,2008-09-25 23:48:00,0,Pass,8,0.017777777777777778,0.4325555555555555,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.893161043275428,0.9822222222222222,0.9465977506435044,High,0.3068371432551656,0.04755555555555552,0.4325555555555555,25-50%,"(0.00889, 0.0178]",Q4 Highest,Low,2008-09-25,23,Thursday,Evening
WF-001272,2008-10-03 11:40:00,0,Pass,8,0.017777777777777778,0.4315,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.893161043275428,0.9822222222222222,0.9465977506435044,High,0.2045752771997223,0.046499999999999986,0.4315,25-50%,"(0.00889, 0.0178]",Q2,Low,2008-10-03,11,Friday,Morning
WF-000105,2008-08-05 02:45:00,0,Pass,4,0.008888888888888889,0.4308888888888887,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8908436362157439,0.9911111111111112,0.9510041211529644,High,0.3292588377302297,0.0458888888888887,0.4308888888888887,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-08-05,2,Tuesday,Night
WF-000032,2008-07-27 22:28:00,0,Pass,0,0.0,0.4304722222222221,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.393315135629723,0.04547222222222208,0.4304722222222221,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-07-27,22,Sunday,Evening
WF-001306,2008-10-05 01:35:00,0,Pass,8,0.017777777777777778,0.4302777777777778,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.893161043275428,0.9822222222222222,0.9465977506435044,High,0.2054895614505942,0.045277777777777806,0.4302777777777778,25-50%,"(0.00889, 0.0178]",Q2,Low,2008-10-05,1,Sunday,Night
WF-001095,2008-09-26 01:21:00,0,Pass,8,0.017777777777777778,0.4296388888888889,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.893161043275428,0.9822222222222222,0.9465977506435044,High,0.4359277103190097,0.044638888888888895,0.4296388888888889,25-50%,"(0.00889, 0.0178]",Q4 Highest,Low,2008-09-26,1,Friday,Night
WF-000247,2008-08-18 04:35:00,0,Pass,12,0.02666666666666667,0.4296111111111111,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8902623685931389,0.9733333333333334,0.9401049474372556,High,0.2879243949917404,0.0446111111111111,0.4296111111111111,25-50%,"(0.0178, 0.0267]",Q3,Low,2008-08-18,4,Monday,Night
WF-001034,2008-09-23 12:31:00,0,Pass,8,0.017777777777777778,0.4280277777777777,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.893161043275428,0.9822222222222222,0.9465977506435044,High,0.4286420646340158,0.043027777777777665,0.4280277777777777,25-50%,"(0.00889, 0.0178]",Q4 Highest,Low,2008-09-23,12,Tuesday,Morning
WF-000398,2008-08-22 02:25:00,0,Pass,24,0.05333333333333334,0.4276944444444444,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8937662562982269,0.9466666666666668,0.9255065025192908,High,0.1548161237159878,0.04269444444444437,0.4276944444444444,25-50%,"(0.0267, 0.164]",Q1 Lowest,Low,2008-08-22,2,Friday,Night
WF-001227,2008-10-02 00:22:00,0,Pass,4,0.008888888888888889,0.4268611111111111,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.1939304474307686,0.04186111111111107,0.4268611111111111,25-50%,"(-0.001, 0.00889]",Q2,Low,2008-10-02,0,Thursday,Night
WF-000465,2008-08-28 04:20:00,0,Pass,12,0.02666666666666667,0.4256944444444445,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8902623685931389,0.9733333333333334,0.9401049474372556,High,0.2216783341711906,0.04069444444444448,0.4256944444444445,25-50%,"(0.0178, 0.0267]",Q2,Low,2008-08-28,4,Thursday,Night
WF-000117,2008-08-05 07:48:00,0,Pass,4,0.008888888888888889,0.4254999999999999,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8908436362157439,0.9911111111111112,0.9510041211529644,High,0.2954787837558639,0.04049999999999987,0.4254999999999999,25-50%,"(-0.001, 0.00889]",Q3,Low,2008-08-05,7,Tuesday,Night
WF-000269,2008-08-18 15:26:00,0,Pass,8,0.017777777777777778,0.42525,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8897284497435358,0.9822222222222222,0.9452247132307476,High,0.268457089892037,0.04025000000000001,0.42525,25-50%,"(0.00889, 0.0178]",Q3,Low,2008-08-18,15,Monday,Morning
WF-000196,2008-08-12 04:23:00,0,Pass,21,0.04666666666666667,0.4251944444444444,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8910237753525488,0.9533333333333334,0.9284095101410196,High,0.6001247725021915,0.040194444444444366,0.4251944444444444,25-50%,"(0.0267, 0.164]",Q4 Highest,Low,2008-08-12,4,Tuesday,Night
WF-000450,2008-08-25 09:29:00,0,Pass,12,0.02666666666666667,0.4237777777777776,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8902623685931389,0.9733333333333334,0.9401049474372556,High,0.1708089586186195,0.03877777777777758,0.4237777777777776,25-50%,"(0.0178, 0.0267]",Q1 Lowest,Low,2008-08-25,9,Monday,Morning
WF-000289,2008-08-19 05:41:00,0,Pass,0,0.0,0.4235833333333332,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.20103819083543,0.03858333333333319,0.4235833333333332,25-50%,"(-0.001, 0.00889]",Q2,Low,2008-08-19,5,Tuesday,Night
WF-000653,2008-09-02 02:02:00,0,Pass,4,0.008888888888888889,0.4221666666666666,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.1748681452169191,0.03716666666666657,0.4221666666666666,25-50%,"(-0.001, 0.00889]",Q1 Lowest,Low,2008-09-02,2,Tuesday,Night
WF-000343,2008-08-20 22:45:00,0,Pass,4,0.008888888888888889,0.4188055555555555,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.1704022651812291,0.03380555555555548,0.4188055555555555,25-50%,"(-0.001, 0.00889]",Q1 Lowest,Low,2008-08-20,22,Wednesday,Evening
WF-000770,2008-09-09 00:25:00,0,Pass,4,0.008888888888888889,0.4179166666666665,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.3820959809767335,0.03291666666666648,0.4179166666666665,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-09-09,0,Tuesday,Night
WF-001138,2008-09-27 18:14:00,0,Pass,8,0.017777777777777778,0.4127499999999999,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.893161043275428,0.9822222222222222,0.9465977506435044,High,0.2695723985510823,0.027749999999999886,0.4127499999999999,25-50%,"(0.00889, 0.0178]",Q3,Low,2008-09-27,18,Saturday,Evening
WF-000018,2008-07-22 08:41:00,0,Pass,16,0.035555555555555556,0.4125555555555555,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8926171355283694,0.9644444444444444,0.9357135208780144,High,0.3112864452772915,0.0275555555555555,0.4125555555555555,25-50%,"(0.0267, 0.164]",Q4 Highest,Low,2008-07-22,8,Tuesday,Morning
WF-001310,2008-10-05 05:31:00,0,Pass,0,0.0,0.4124444444444444,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.2835360422803853,0.027444444444444382,0.4124444444444444,25-50%,"(-0.001, 0.00889]",Q3,Low,2008-10-05,5,Sunday,Night
WF-000644,2008-09-01 23:59:00,0,Pass,4,0.008888888888888889,0.4112499999999999,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8908436362157439,0.9911111111111112,0.9510041211529644,High,0.3244225090435338,0.026249999999999885,0.4112499999999999,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-09-01,23,Monday,Evening
WF-001209,2008-10-01 00:20:00,0,Pass,4,0.008888888888888889,0.4099444444444443,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.292964804279097,0.02494444444444427,0.4099444444444443,25-50%,"(-0.001, 0.00889]",Q3,Low,2008-10-01,0,Wednesday,Night
WF-000443,2008-08-24 02:32:00,0,Pass,8,0.017777777777777778,0.4098333333333332,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8897284497435358,0.9822222222222222,0.9452247132307476,High,0.1185919331061609,0.024833333333333207,0.4098333333333332,25-50%,"(0.00889, 0.0178]",Q1 Lowest,Low,2008-08-24,2,Sunday,Night
WF-000521,2008-08-29 07:18:00,0,Pass,4,0.008888888888888889,0.4094999999999998,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8908436362157439,0.9911111111111112,0.9510041211529644,High,0.2008451006321349,0.0244999999999998,0.4094999999999998,25-50%,"(-0.001, 0.00889]",Q2,Low,2008-08-29,7,Friday,Night
WF-000631,2008-09-01 09:54:00,0,Pass,12,0.02666666666666667,0.4056944444444444,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8902623685931389,0.9733333333333334,0.9401049474372556,High,0.2087869576421868,0.020694444444444404,0.4056944444444444,25-50%,"(0.0178, 0.0267]",Q2,Low,2008-09-01,9,Monday,Morning
