wafer_id,target,historical_weighted_failure_rate,failed_neighbour_count,failed_neighbour_rate,mean_similarity,maximum_similarity,minimum_similarity,mean_failed_neighbour_similarity,mean_passed_neighbour_similarity
WF-001116,0,0.1890679301336875,2.0,0.2,0.4669918791725382,0.6996455843409959,0.34383928991994356,0.4414659399219645,0.47337336398518176
WF-000205,0,0.0,0.0,0.0,0.5802377787521157,0.8354333944790052,0.3896573636422977,0.0,0.5802377787521157
WF-000576,0,0.037004497133908534,1.0,0.1,0.15871704758740643,0.3713931826504473,0.04707476649977732,0.05873244532550606,0.1698264478387287
WF-000705,0,0.0,0.0,0.0,0.601757684198092,0.8680150268389121,0.39024695132841347,0.0,0.601757684198092
WF-000186,0,0.0,0.0,0.0,0.29702360039533493,0.5587291096970323,0.17974839161893483,0.0,0.29702360039533493
WF-000671,0,0.05647426587071054,1.0,0.1,0.37975847493482984,0.5926383103871543,0.136583188770019,0.21446581080125146,0.3981243265052275
WF-000660,0,0.16022481973648722,1.0,0.1,0.5178166210533875,0.8829206142984956,0.13857320683939076,0.8296707476483594,0.4831661625428352
WF-000401,0,0.12346405330019293,1.0,0.1,0.4661086914484803,0.7214670191368839,0.2596188399119254,0.5754766832467835,0.45395669235977976
WF-000837,0,0.0,0.0,0.0,0.3363830959118775,0.45482107732997995,0.2404593988140896,0.0,0.3363830959118775
WF-000159,1,0.07516992004341692,1.0,0.1,0.5071005235153071,0.7386604787108859,0.3576817739755108,0.38118705806620495,0.5210909085652072
WF-000979,0,0.0,0.0,0.0,0.5977168145092053,0.9202864258089467,0.414472771773072,0.0,0.5977168145092053
WF-001045,0,0.09825258464657846,1.0,0.1,0.5247273747065557,0.5620130915196034,0.4392708055002825,0.5155582079973277,0.5257461710075813
WF-000883,0,0.0,0.0,0.0,0.48991416975460933,0.6692190800217485,0.3595817353781202,0.0,0.48991416975460933
WF-000652,0,0.05650794324098565,1.0,0.1,0.09476220259805812,0.24235132724053085,0.0369651616612232,0.05354817165801851,0.09934153936917361
WF-001090,0,0.0,0.0,0.0,0.40225849358381965,0.6159508470962937,0.3317435048160247,0.0,0.40225849358381965
WF-001013,0,0.27756164180480314,1.0,0.1,0.11668871767941587,0.3238831205919583,0.03964889671674377,0.3238831205919583,0.09366711735580002
WF-000825,0,0.0,0.0,0.0,0.17096496067538186,0.3880259679010473,0.06772501158113044,0.0,0.17096496067538186
WF-000573,0,0.0,0.0,0.0,0.24149581120861524,0.45925980762718227,0.1298567539030023,0.0,0.24149581120861524
WF-000107,0,0.0,0.0,0.0,0.3298500654078971,0.5560542064727388,0.20402086399578223,0.0,0.3298500654078971
WF-001506,0,0.0,0.0,0.0,0.09939386963386834,0.6667555803547325,0.006815867330881468,0.0,0.09939386963386834
WF-001191,0,0.10036064110558031,1.0,0.1,0.3331666983296557,0.49833438024876325,0.21816579394892088,0.33436823439393715,0.3330331943225133
WF-000678,0,0.0,0.0,0.0,0.23706482420461014,0.7686962834878298,0.04329780575432417,0.0,0.23706482420461014
WF-000180,0,0.0,0.0,0.0,0.4465395663648283,0.6404809690466896,0.3373788751870713,0.0,0.4465395663648283
WF-001235,0,0.0,0.0,0.0,0.5245723528178304,0.70791226154563,0.38926725682105584,0.0,0.5245723528178304
WF-000057,0,0.14425478865042857,1.0,0.1,0.3519536073869442,0.5077099324835955,0.22481907991437652,0.5077099324835955,0.33464734904287186
WF-000911,0,0.0,0.0,0.0,0.5377709912022302,0.6611380951725591,0.45344358988571554,0.0,0.5377709912022302
WF-001133,0,0.21164950399736615,2.0,0.2,0.4343623293066282,0.6319145455908081,0.29130733089761385,0.45966285776444243,0.42803719719217465
WF-000728,0,0.17807010357190511,1.0,0.1,0.35546248559554333,0.8602035249063316,0.13147977117097928,0.6329724162592523,0.3246280488551312
WF-000565,0,0.0,0.0,0.0,0.011759212196745927,0.10313625871283826,9.805247843174287e-05,0.0,0.011759212196745927
WF-001231,0,0.03143919110738527,1.0,0.1,0.24863582600014392,0.6283040586886987,0.07816909249761117,0.07816909249761117,0.26757657416709196
WF-000244,1,0.06059733690186639,1.0,0.1,0.028860818145198985,0.07252364685801951,0.006105135314080615,0.017488887204081215,0.03012436602754541
WF-000752,0,0.0948360245508997,1.0,0.1,0.6290914655771288,0.7932983753062458,0.5281355359382259,0.5966053367423406,0.6327010354476609
WF-001555,0,0.2130368617571026,2.0,0.2,0.34055586668201915,0.8501628612687393,0.16574230735268838,0.3627547654545379,0.33500614198888945
WF-000962,0,0.0,0.0,0.0,0.5904537442431091,0.8911729514563179,0.40997612523820437,0.0,0.5904537442431091
WF-000050,1,0.0,0.0,0.0,0.06398262006118369,0.34545676800428027,0.0009604120455014672,0.0,0.06398262006118369
WF-000094,0,0.16201948484141956,1.0,0.1,0.40990094930038506,0.6641194064165723,0.2837041420433424,0.6641194064165723,0.3816544540652531
WF-000765,0,0.10546104310350389,1.0,0.1,0.584827114785127,0.8105060147438666,0.4039823428751188,0.6167647756045209,0.5812784858051943
WF-000662,0,0.3100542012922574,1.0,0.1,0.13397390751126076,0.41539172887406717,0.05285630325684168,0.41539172887406717,0.10270526069317115
WF-001372,0,0.34121339209484913,3.0,0.3,0.5429823878552866,0.924342807142966,0.39419894037401404,0.6175762080262112,0.5110136077820333
WF-000060,0,0.0,0.0,0.0,0.4260817779760817,0.8564461585021812,0.21687323089805213,0.0,0.4260817779760817
WF-001450,0,0.3000763561803815,2.0,0.2,0.3844575427677933,0.7842348420721512,0.18059472571028856,0.576833092699113,0.33636365528496337
WF-001105,0,0.07998717973401988,1.0,0.1,0.49662222660689703,0.8847213769195645,0.25671747673629547,0.39723411299515027,0.5076653503415356
WF-001110,0,0.12391739551594676,1.0,0.1,0.2948057863691331,0.37282517998805126,0.20587292689425324,0.36531565229893576,0.28697135682137725
WF-000334,0,0.0,0.0,0.0,0.37980753325711347,0.5081528042681257,0.2604741484904991,0.0,0.37980753325711347
WF-000695,0,0.0,0.0,0.0,0.23576298167186258,0.911348076928088,0.032535364899505405,0.0,0.23576298167186258
WF-000633,0,0.0,0.0,0.0,0.5157022420630036,0.789926381646246,0.36785071167307526,0.0,0.5157022420630036
WF-001018,0,0.10532930354375952,1.0,0.1,0.5038472073203507,0.7522494922864879,0.3872045751129044,0.5306987543952075,0.500863702089811
WF-000194,0,0.08475469099841022,1.0,0.1,0.513160727886001,0.7393905528826186,0.32554998296233983,0.43492778924497283,0.5218532766238929
WF-000624,0,0.0,0.0,0.0,0.35798889589133714,0.6172643850631522,0.24195414508071425,0.0,0.35798889589133714
WF-001327,0,0.0,0.0,0.0,0.49592864618504484,0.8170100511400429,0.3857836207211395,0.0,0.49592864618504484
WF-000424,0,0.10582642094699578,1.0,0.1,0.29642402491506964,0.9770596753963536,0.06920252732732178,0.31369493639464924,0.2945050347506719
WF-000092,0,0.0,0.0,0.0,0.4050729927690614,0.6829111056445473,0.2498970032088497,0.0,0.4050729927690614
WF-000729,0,0.0254672021394404,1.0,0.1,0.28460460548296956,0.7944531865532517,0.031462140390813985,0.07248083017650474,0.30817391385035453
WF-000782,0,0.0,0.0,0.0,0.09944884894487752,0.3920368978234243,0.005755354398274007,0.0,0.09944884894487752
WF-001036,0,0.04411281188663683,1.0,0.1,0.377306177718827,0.747484144947563,0.15515453079515049,0.16644036441376578,0.40073571253050044
WF-000160,0,0.0,0.0,0.0,0.23318067083062308,0.5297211319632811,0.11654110900689224,0.0,0.23318067083062308
WF-000929,0,0.11525315435545477,1.0,0.1,0.5733748946284919,0.8090450014045564,0.4379622045386489,0.6608326523416019,0.5636573659937019
WF-001385,0,0.0,0.0,0.0,0.6518408204349763,0.9484330367852583,0.4776886892934123,0.0,0.6518408204349763
WF-001029,0,0.0,0.0,0.0,0.6915437585840152,0.8538708650529434,0.5619616150678427,0.0,0.6915437585840152
WF-000991,0,0.23567406537790295,1.0,0.1,0.3471461061118307,0.8181333410748403,0.19051907000312943,0.8181333410748403,0.29481419111594076
WF-000413,0,0.0,0.0,0.0,0.10637550054529057,0.3438833694243359,0.031326732935235704,0.0,0.10637550054529057
WF-001119,0,0.13742011153209646,1.0,0.1,0.618445504895161,0.9490550154302276,0.3816463897165083,0.8498685025921674,0.5927318384843825
WF-001265,0,0.0,0.0,0.0,0.1800856557150406,0.42062875503802744,0.07852642853817007,0.0,0.1800856557150406
WF-000809,0,0.0,0.0,0.0,0.20990426246062074,0.4200866360852094,0.1132659116422192,0.0,0.20990426246062074
WF-000074,0,0.0,0.0,0.0,0.30716863554374635,0.4225775620266609,0.13794278337784602,0.0,0.30716863554374635
WF-000857,0,0.0,0.0,0.0,0.4758188489725635,0.6312887875365112,0.35180946087895526,0.0,0.4758188489725635
WF-001198,0,0.0,0.0,0.0,0.7026238451771561,0.9842657363072891,0.4816148807673689,0.0,0.7026238451771561
WF-000163,0,0.15113501356807618,3.0,0.3,0.017594190959688595,0.07631372290856547,0.00258349311061358,0.008863660964706198,0.021335846671823897
WF-000829,0,0.0,0.0,0.0,0.1970862855645809,0.2939351629496443,0.12923962703704558,0.0,0.1970862855645809
WF-001318,0,0.0,0.0,0.0,0.2786717997005085,0.5930866433256093,0.15173198130688495,0.0,0.2786717997005085
WF-000696,0,0.1093583905142961,1.0,0.1,0.08825282644520603,0.16310402811257932,0.0393117008364599,0.0965118705838524,0.08733515487424533
WF-000434,0,0.16685035631242334,1.0,0.1,0.17891033057388084,0.29877640525907045,0.10112724001288854,0.29851252404225465,0.16562119796628375
WF-000511,0,0.0,0.0,0.0,0.48402653167370524,0.6437660906409979,0.4126535638759596,0.0,0.48402653167370524
WF-001212,1,0.06777298280983972,1.0,0.1,0.41637989714411106,0.8013937558606108,0.2535192988565444,0.2821930761151067,0.4312895439251115
WF-000361,0,0.005453562975670529,1.0,0.1,0.10780270625382729,0.6916003400313044,0.0026511625080971792,0.005879088475029583,0.11912755267369371
WF-001170,0,0.08918427805751124,1.0,0.1,0.3727690383774557,0.6160474343805166,0.29279863457753585,0.33245137569886085,0.37724877867507733
WF-001073,0,0.0,0.0,0.0,0.7248541442540353,0.941141251122544,0.5700847931144153,0.0,0.7248541442540353
WF-001063,1,0.0,0.0,0.0,0.14963899647577816,0.2826251511225887,0.06324415470513957,0.0,0.14963899647577816
WF-001486,0,0.0,0.0,0.0,0.24715444420293156,0.38070199825487483,0.1605708906296215,0.0,0.24715444420293156
WF-001527,0,0.0,0.0,0.0,0.5797361834685744,0.8589573257428345,0.4454301287595608,0.0,0.5797361834685744
WF-000552,0,0.0,0.0,0.0,0.4602041935907642,0.8338572339511646,0.2574185466500151,0.0,0.4602041935907642
WF-000161,0,0.021258378934232155,1.0,0.1,0.03857848939075924,0.19066725285571165,0.00046864274982685053,0.00820116146179015,0.041953748049533585
WF-001360,0,0.0,0.0,0.0,0.3868351406938551,0.676964119746823,0.23727921772913038,0.0,0.3868351406938551
WF-000862,0,0.0,0.0,0.0,0.020900631015558047,0.05634406100180979,0.0030548238462343954,0.0,0.020900631015558047
WF-000187,1,0.019483381733369498,1.0,0.1,0.03586976523762734,0.08067057863981562,0.006089536174712062,0.006988643288110406,0.03907877878757367
WF-001140,0,0.13662526211358844,1.0,0.1,0.34370757714239675,0.6461142464525709,0.21552786018857056,0.46959137817506375,0.32972048813876703
WF-000989,0,0.05600673843793761,1.0,0.1,0.33631075203564487,0.6395390950300789,0.18835668323126456,0.18835668323126456,0.35275009301390936
WF-000226,0,0.0,0.0,0.0,0.5904937382112825,0.7897644400570791,0.4129018807620915,0.0,0.5904937382112825
WF-000689,0,0.0753206361979502,1.0,0.1,0.5382846991207662,0.7151843438623158,0.38511288744635375,0.4054394599339831,0.553045281252631
WF-000392,0,0.06689670375375506,1.0,0.1,0.38486431568607093,0.9058142064164161,0.2039838275272394,0.25746154111842756,0.3990201795269202
WF-000039,1,0.19069157537965123,2.0,0.2,0.06744325033217943,0.17618556282840964,0.02204312661291416,0.0643042982728374,0.06822798834701493
WF-000210,0,6.068168316859775e-06,2.0,0.2,1.1729533653353939e-06,1.1729394041577256e-05,2.865510269626197e-20,3.558839224341143e-11,1.4661828095711817e-06
WF-001144,0,0.0,0.0,0.0,0.3873948871070533,0.6588036785469163,0.25539639596550723,0.0,0.3873948871070533
WF-001301,0,0.22678526242891076,2.0,0.2,0.528163999174074,0.6797297200606337,0.40194019869711056,0.5988990557909768,0.5104802350198481
WF-001406,0,0.0,0.0,0.0,0.23444695315485747,0.49314354419562156,0.12203959669234575,0.0,0.23444695315485747
WF-000242,1,0.0,0.0,0.0,0.4164821532150877,0.7711533203148128,0.3091576907741895,0.0,0.4164821532150877
WF-000427,0,0.1,1.0,0.1,1.174770301074256e-14,1.174770301074256e-13,0.0,0.0,1.3053003345269511e-14
WF-001259,0,0.0,0.0,0.0,0.33365080394168556,0.58262260738318,0.1643099675118744,0.0,0.33365080394168556
WF-001379,0,0.0,0.0,0.0,0.1976960116264225,0.3001456223535885,0.1070563341685441,0.0,0.1976960116264225
WF-000365,0,0.0,0.0,0.0,0.5354601127685704,0.7895340499947912,0.3969572167780879,0.0,0.5354601127685704
WF-000872,1,0.09297701057010746,1.0,0.1,0.42355859300054,0.667677917522139,0.3088825411864076,0.39381211778471054,0.42686375691340994
WF-001375,0,0.0972090984807207,1.0,0.1,0.32896800475379145,0.5703303516132819,0.19239301546585605,0.31978683171117506,0.3299881350918599
WF-001332,0,0.0,0.0,0.0,0.5298771367205698,0.8109022457055366,0.3682160621134872,0.0,0.5298771367205698
WF-000508,0,0.0,0.0,0.0,0.641378984195878,0.9984556392426678,0.5027083973691956,0.0,0.641378984195878
WF-000134,0,0.0,0.0,0.0,0.38519556662721927,0.6412172782617729,0.2574391953244229,0.0,0.38519556662721927
WF-001075,0,0.0,0.0,0.0,0.549769279542003,0.7959265580902286,0.3881262238219247,0.0,0.549769279542003
WF-000129,0,0.0,0.0,0.0,0.20347749176514793,0.33623046899367465,0.1255215535611043,0.0,0.20347749176514793
WF-000712,0,0.0,0.0,0.0,0.6445744433281627,0.8457622662639939,0.5421467556986428,0.0,0.6445744433281627
WF-000871,0,0.0,0.0,0.0,0.3244432546404188,0.7118058368128709,0.1522622999764215,0.0,0.3244432546404188
WF-000151,0,0.10408053146813309,1.0,0.1,0.16880315178525246,0.6284688744928525,0.022987798182646457,0.17569121751305017,0.16803781114883054
WF-000827,1,0.0,0.0,0.0,0.4818549570325928,0.5801594633937116,0.40600505377354307,0.0,0.4818549570325928
WF-001114,0,0.0,0.0,0.0,0.11679973206822543,0.3072563603082534,0.059517356922182074,0.0,0.11679973206822543
WF-000604,0,0.0,0.0,0.0,0.14377712508118373,0.39726388105714466,0.061358714368055,0.0,0.14377712508118373
WF-000088,0,0.0,0.0,0.0,0.3357002801053664,0.7982453144185597,0.14580689770259592,0.0,0.3357002801053664
WF-001543,0,0.0,0.0,0.0,0.35101423717409175,0.8749286750617928,0.08948300688245421,0.0,0.35101423717409175
WF-000987,0,0.10665039475655406,1.0,0.1,0.3822363044153553,0.5087655147837562,0.2922519797174176,0.40765652756184007,0.37941183517685695
WF-000089,0,0.10979310128050468,1.0,0.1,0.36839780690620455,0.6379482646522805,0.24055469021452194,0.40447537725168725,0.3643891879789287
WF-000132,1,0.030176687561266027,1.0,0.1,0.19660057531536101,0.7005901898283301,0.04534631902634246,0.059327541356567995,0.21185313464411581
WF-000061,0,0.0,0.0,0.0,0.38503092416433915,0.6682303476658655,0.23228342174378658,0.0,0.38503092416433915
WF-000371,0,0.234939528554229,2.0,0.2,0.5031309419027437,0.8803472718542353,0.26049100546697523,0.5910267314583788,0.48115699451383487
WF-001146,0,0.08540956081511525,1.0,0.1,0.4319195287964295,0.9312771265603442,0.23716151014417933,0.3689005726197456,0.4389216350382832
WF-000994,0,0.0,0.0,0.0,0.5816033749631477,0.7906065844853697,0.46294157242257983,0.0,0.5816033749631477
WF-001083,0,0.0,0.0,0.0,0.3496375306872618,0.8707613050495928,0.18796321754962547,0.0,0.3496375306872618
WF-001180,0,0.19401323013982166,2.0,0.2,0.4381634999898255,0.6004657609101751,0.2909871434837717,0.4250475798119788,0.4414424800342871
WF-000491,0,0.061571769648402275,1.0,0.1,0.2438740806617557,0.5109633021755512,0.15015758717721497,0.15015758717721497,0.2542870243822602
WF-000390,0,0.27564160873402227,3.0,0.3,0.5510363119383825,0.6745941616799872,0.44816285669429773,0.5062951183118609,0.5702111092068918
WF-000067,0,0.0,0.0,0.0,0.2589737826900851,0.6654949143158565,0.12810433904403132,0.0,0.2589737826900851
WF-000195,0,0.09310895778769929,1.0,0.1,0.49868205602159776,0.6357303535822842,0.38196646871221335,0.4643176650359803,0.5025003216866665
WF-000423,0,0.0,0.0,0.0,0.08740900207667494,0.46040688438184346,0.007526433815473275,0.0,0.08740900207667494
WF-001348,0,0.0,0.0,0.0,0.37888867032122475,0.7217857544007553,0.22469540671761237,0.0,0.37888867032122475
WF-001416,0,0.13670076944678144,1.0,0.1,0.4223629586453869,0.5907209480468578,0.27901569231343337,0.5773734143264353,0.4051395746808261
WF-000943,0,0.0,0.0,0.0,0.6055046529604752,0.7303604444327368,0.5289922506942294,0.0,0.6055046529604752
WF-000958,0,0.09193609151927801,1.0,0.1,0.4590730713796159,0.8312689611984011,0.19151651827100294,0.42205383904392413,0.46318631941691496
WF-001339,0,0.0,0.0,0.0,0.6012158521184061,0.7928688085906757,0.442407946758232,0.0,0.6012158521184061
WF-000439,0,1.2243956085860632e-287,1.0,0.1,8.760752959492772e-09,8.760752952108182e-08,1.0726627451510307e-294,1.0726627451510307e-294,9.734169954991969e-09
WF-000165,0,0.0,0.0,0.0,0.12142978925887878,0.5350642819957071,0.02080195439272899,0.0,0.12142978925887878
WF-001039,0,0.0,0.0,0.0,0.32334764718177605,0.4751392755825078,0.19760444290811074,0.0,0.32334764718177605
WF-001282,0,0.10834640731403088,1.0,0.1,0.37872387438915095,0.6222501016482914,0.20466493553931447,0.41033371154114817,0.37521167026115126
WF-000083,1,0.1592966587955654,2.0,0.2,0.4750604263103556,0.7974606902231387,0.3078738107500558,0.37837769318618275,0.49923110959139877
WF-000419,0,0.183048169703132,2.0,0.2,0.36724802843078536,0.7688649834699606,0.18946405846824368,0.3361203971566952,0.3750299362493079
WF-001400,0,0.11244268366535311,1.0,0.1,0.35316803613322895,0.8072526031500351,0.1716744303258127,0.3971116176764266,0.34828541596176255
WF-000645,0,0.2851875852876363,1.0,0.1,0.2117117690802484,0.6037756820096971,0.049135777736173086,0.6037756820096971,0.16814911208808747
WF-000683,0,0.07172294632448861,1.0,0.1,0.7270054299995228,0.9183017560140315,0.5214297143346753,0.5214297143346753,0.7498471761845058
