feature,dtype,non_missing_count,missing_count,missing_rate,unique_count,is_constant,variance,minimum,maximum,mean,median,standard_deviation,missingness_category
sensor_386,float64,852,715,0.4562858966177409,232,False,0.0002063712797978628,0.0,0.2073,0.01142699530516432,0.0068,0.01436562841639247,Moderate missingness
sensor_113,float64,852,715,0.4562858966177409,249,False,0.0023950727386587442,0.0,0.4885,0.45753767605633805,0.46285,0.04893948036768213,Moderate missingness
sensor_248,float64,852,715,0.4562858966177409,490,False,0.0044729609821502455,0.0,0.4914,0.053373591549295774,0.027,0.06688019872989498,Moderate missingness
sensor_520,float64,852,715,0.4562858966177409,836,False,250.09587596162535,0.0,184.3488,11.728439906103286,5.83295,15.814419874330685,Moderate missingness
sensor_568,float64,1294,273,0.1742182514358647,619,False,0.0010732798612670055,0.0091,0.2932,0.06008639876352396,0.04865,0.032760950249756275,Low missingness
sensor_566,float64,1294,273,0.1742182514358647,753,False,0.006580836421564936,0.0224,0.6892,0.1456095054095827,0.11954999999999999,0.08112235463523564,Low missingness
sensor_564,float64,1294,273,0.1742182514358647,785,False,0.014824952454537625,0.3049,1.2988,0.6796407264296754,0.651,0.12175776137289,Low missingness
sensor_569,float64,1294,273,0.1742182514358647,887,False,0.9932996100845775,0.3706,12.7462,2.452416924265842,1.9997,0.996644174259087,Low missingness
sensor_567,float64,1294,273,0.1742182514358647,887,False,1.0665956113661423,0.4122,14.0141,2.610869629057187,2.15045,1.0327611589163015,Low missingness
sensor_565,float64,1294,273,0.1742182514358647,581,False,6.935760827293797,0.97,32.58,6.444984544049459,5.16,2.6335832675831226,Low missingness
sensor_563,float64,1294,273,0.1742182514358647,873,False,58.22583161182731,242.286,311.404,262.72968315301387,264.272,7.63058527321642,Low missingness
sensor_570,float64,1294,273,0.1742182514358647,897,False,104.31138124241882,3.2504,84.8024,21.117674034003095,16.98835,10.213294338381658,Low missingness
sensor_553,float64,1307,260,0.16592214422463306,973,False,0.07630336949571807,0.0187,2.7182,0.27668798775822495,0.1979,0.2762306454680908,Low missingness
sensor_547,float64,1307,260,0.16592214422463306,1047,False,0.15137220405833354,0.4444,3.9786,1.039630298393267,0.9111,0.38906580941832136,Low missingness
sensor_555,float64,1307,260,0.16592214422463306,1000,False,0.35862371543244004,0.052,17.4781,0.5036574598316756,0.4789,0.5988519979364184,Low missingness
sensor_550,float64,1307,260,0.16592214422463306,1048,False,0.45339449725334546,0.0446,7.0656,0.6632564651874523,0.471,0.6733457486710267,Low missingness
sensor_557,float64,1307,260,0.16592214422463306,1070,False,1.6384215573532666,1.4967,35.3198,4.216904514154552,4.0671,1.2800084208134206,Low missingness
sensor_552,float64,1307,260,0.16592214422463306,213,False,1.8526403049429916,0.12,39.33,1.2307115531752104,1.15,1.3611173002144201,Low missingness
sensor_558,float64,1307,260,0.16592214422463306,1062,False,3.4985212478287138,0.1646,54.2917,1.6230700076511093,1.5298,1.870433438491922,Low missingness
sensor_554,float64,1307,260,0.16592214422463306,1077,False,4.807702119436477,2.786,56.9303,7.703873527161439,7.4279,2.192647285688347,Low missingness
sensor_549,float64,1307,260,0.16592214422463306,964,False,11.49564854089242,71.038,83.72,75.6798714613619,74.084,3.3905233432159734,Low missingness
sensor_551,float64,1307,260,0.16592214422463306,747,False,24.67063151225993,6.11,131.68,17.013312930374905,16.34,4.966953947064532,Low missingness
sensor_548,float64,1307,260,0.16592214422463306,1023,False,25.642953934214496,372.822,421.702,403.54647742922725,403.122,5.063887235535019,Low missingness
sensor_556,float64,1307,260,0.16592214422463306,1085,False,1239.5717370888,4.8269,303.55,57.746537184391734,54.4417,35.20755227346542,Low missingness
sensor_363,float64,1516,51,0.03254626675175495,389,False,0.00046846512707141437,0.0028,0.4163,0.01838291556728232,0.0125,0.021644055236286347,Low missingness
sensor_090,float64,1516,51,0.03254626675175495,650,False,0.002742916933440442,0.1113,1.4727,0.18870323218997362,0.1901,0.05237286447618119,Low missingness
sensor_225,float64,1516,51,0.03254626675175495,720,False,0.005071041370359727,0.0093,1.4361,0.05937044854881267,0.0398,0.07121124469042601,Low missingness
sensor_498,float64,1516,51,0.03254626675175495,1509,False,24.568349269043164,1.9496,40.2818,11.821029947229553,10.90655,4.9566469784566225,Low missingness
sensor_497,float64,1516,51,0.03254626675175495,1510,False,606.2225123037497,4.8135,219.6436,29.865896437994728,22.0391,24.62158630762343,Low missingness
sensor_364,float64,1516,51,0.03254626675175495,1516,False,19265.975199106724,60.9882,1072.2031,333.31960098944586,309.83164999999997,138.80192793728307,Low missingness
sensor_091,float64,1516,51,0.03254626675175495,1513,False,157064.51857691302,7397.31,10746.6,8827.536865303431,8825.435099999999,396.3136618600386,Low missingness
sensor_226,float64,1516,51,0.03254626675175495,1472,False,187636.3145715577,168.7998,3601.2998,1041.0565875989446,967.2998,433.1700758034397,Low missingness
sensor_179,float64,1543,24,0.015315890236119975,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_314,float64,1543,24,0.015315890236119975,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_315,float64,1543,24,0.015315890236119975,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_450,float64,1543,24,0.015315890236119975,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_451,float64,1543,24,0.015315890236119975,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_392,float64,1543,24,0.015315890236119975,183,False,4.539670690529087e-05,0.0031,0.1375,0.01095599481529488,0.0102,0.006737707837632237,Low missingness
sensor_119,float64,1543,24,0.015315890236119975,328,False,6.563458496721313e-05,0.5274,0.6245,0.5984116655865198,0.599,0.00810151744842984,Low missingness
sensor_350,float64,1543,24,0.015315890236119975,373,False,0.00011242800894042212,0.001,0.1339,0.02525223590408296,0.024,0.010603207483607125,Low missingness
sensor_349,float64,1543,24,0.015315890236119975,357,False,0.00014071846291313517,0.0103,0.22,0.024705703175631887,0.0226,0.011862481313499935,Low missingness
sensor_355,float64,1543,24,0.015315890236119975,486,False,0.00017076997384111165,0.004,0.1344,0.041920998055735584,0.0442,0.013067898600812283,Low missingness
sensor_353,float64,1543,24,0.015315890236119975,354,False,0.00017311069178995892,0.0056,0.1429,0.023355735580038884,0.022,0.01315715363556871,Low missingness
sensor_351,float64,1543,24,0.015315890236119975,435,False,0.00020522439258338358,0.0029,0.2914,0.02320207388204796,0.0188,0.01432565504901551,Low missingness
sensor_354,float64,1543,24,0.015315890236119975,563,False,0.0002402274658072564,0.0026,0.1535,0.04033052495139339,0.0421,0.015499273073510783,Low missingness
sensor_082,float64,1543,24,0.015315890236119975,580,False,0.000289718677244541,-0.0982,0.0584,-0.021153337653920933,-0.0196,0.017021124441250673,Low missingness
sensor_076,float64,1543,24,0.015315890236119975,675,False,0.0004969407105601381,-0.1049,0.2315,-0.00690304601425794,-0.0063,0.02229216702252471,Low missingness
sensor_356,float64,1543,24,0.015315890236119975,572,False,0.0004975884980494312,0.0038,0.2789,0.03454309786130914,0.0294,0.022306691777344106,Low missingness
sensor_254,float64,1543,24,0.015315890236119975,442,False,0.0005028853663715386,0.0094,0.4517,0.033216202203499676,0.0308,0.022425105715950116,Low missingness
sensor_080,float64,1543,24,0.015315890236119975,691,False,0.0005326701365019885,-0.0568,0.1013,0.0034583279325988334,0.0006,0.023079647668497637,Low missingness
sensor_352,float64,1543,24,0.015315890236119975,499,False,0.0006033369437810856,0.002,0.6188,0.027584251458198317,0.0253,0.02456291806323275,Low missingness
sensor_212,float64,1543,24,0.015315890236119975,653,False,0.0006252572111363566,0.0022,0.3227,0.0567549578742709,0.0532,0.02500514369357546,Low missingness
sensor_217,float64,1543,24,0.015315890236119975,728,False,0.0006637996380541218,0.0097,0.2828,0.08348353856124435,0.0846,0.025764309384381366,Low missingness
sensor_216,float64,1543,24,0.015315890236119975,823,False,0.0009264001095193304,0.0059,0.3429,0.08107556707712249,0.0825,0.03043682160672054,Low missingness
sensor_078,float64,1543,24,0.015315890236119975,842,False,0.0009839660465110415,-0.1046,0.1331,-0.007041412832145172,-0.0099,0.03136823307920039,Low missingness
sensor_213,float64,1543,24,0.015315890236119975,681,False,0.0009971475888599448,0.0071,0.5941,0.05143208036292936,0.0416,0.031577643814254805,Low missingness
sensor_077,float64,1543,24,0.015315890236119975,891,False,0.001102457762616494,-0.1862,0.0723,-0.029390473104342195,-0.0289,0.03320327939551294,Low missingness
sensor_083,float64,1543,24,0.015315890236119975,888,False,0.0013013557980268195,-0.2129,0.1437,0.0060548930654569025,0.0076,0.036074309390850705,Low missingness
sensor_211,float64,1543,24,0.015315890236119975,798,False,0.0017694254949636578,0.0319,0.5164,0.08886578094620869,0.0797,0.04206453963808064,Low missingness
sensor_218,float64,1543,24,0.015315890236119975,836,False,0.002142158915658599,0.0079,0.6744,0.07163538561244329,0.0617,0.04628346265847662,Low missingness
sensor_079,float64,1543,24,0.015315890236119975,995,False,0.002291757258452675,-0.3482,0.2492,-0.01364257939079715,-0.0125,0.04787230157881146,Low missingness
sensor_081,float64,1543,24,0.015315890236119975,922,False,0.0024232009259086474,-0.1437,0.1186,-0.018530784186649385,-0.0087,0.04922601878995139,Low missingness
sensor_214,float64,1543,24,0.015315890236119975,810,False,0.002812134652760091,0.0037,1.2837,0.06034614387556708,0.056,0.05302956395031069,Low missingness
sensor_215,float64,1543,24,0.015315890236119975,803,False,0.0031872429007366015,0.0193,0.7615,0.08326843810758264,0.0754,0.05645567199791888,Low missingness
sensor_042,float64,1543,24,0.015315890236119975,315,False,5.571606134393039,-0.0759,37.88,3.3530661697990927,3.074,2.3604249902068566,Low missingness
sensor_526,float64,1543,24,0.015315890236119975,1526,False,15.36929902068684,1.54,80.0406,5.560397342838626,5.1342,3.920369755608116,Low missingness
sensor_041,float64,1543,24,0.015315890236119975,291,False,579.0252262368984,1.434,86.12,67.9049092676604,78.29,24.06294300863671,Low missingness
sensor_484,float64,1543,24,0.015315890236119975,1402,False,37196.68161902012,0.0,989.4737,206.56419598185354,148.3175,192.86441252605448,Low missingness
sensor_485,float64,1543,24,0.015315890236119975,1324,False,45422.96382065921,0.0,996.8586,215.28894802333116,138.7755,213.12663798938698,Low missingness
sensor_486,float64,1543,24,0.015315890236119975,1358,False,47825.322839277396,0.0,994.0,201.11172838626052,112.9534,218.69001540828836,Low missingness
sensor_490,float64,1543,24,0.015315890236119975,1344,False,52005.29829136766,0.0,994.0035,272.1697073882048,219.4872,228.04670199625264,Low missingness
sensor_489,float64,1543,24,0.015315890236119975,1314,False,63526.05259491403,0.0,997.5186,352.6164769280623,348.5294,252.0437513506614,Low missingness
sensor_488,float64,1543,24,0.015315890236119975,1199,False,69610.30305993861,0.0,995.7447,239.45532611795204,112.2755,263.8376452668167,Low missingness
sensor_483,float64,1543,24,0.015315890236119975,1062,False,78967.36390634248,0.0,999.4135,318.41844847699286,293.5185,281.01132344861566,Low missingness
sensor_487,float64,1543,24,0.015315890236119975,1039,False,82578.10885811065,0.0,999.4911,302.50618554763446,249.927,287.3640702281874,Low missingness
sensor_006,float64,1553,14,0.008934269304403318,1,True,0.0,100.0,100.0,100.0,100.0,0.0,Low missingness
sensor_142,float64,1553,14,0.008934269304403318,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_277,float64,1553,14,0.008934269304403318,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_415,float64,1553,14,0.008934269304403318,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_412,float64,1553,14,0.008934269304403318,509,False,0.3041237591176539,0.9609,6.215,2.616086349001932,2.5481,0.5514741690393612,Low missingness
sensor_278,float64,1553,14,0.008934269304403318,512,False,1.4314621638372607,0.5615,32.1709,2.2107444945267227,2.0831,1.1964372795250324,Low missingness
sensor_143,float64,1553,14,0.008934269304403318,374,False,12.618510114527252,1.74,103.39,6.641564713457822,6.26,3.552254229996391,Low missingness
sensor_274,float64,1553,14,0.008934269304403318,518,False,14.672443034394139,8.6512,43.5737,20.181246168705734,19.5809,3.830462509200963,Low missingness
sensor_416,float64,1553,14,0.008934269304403318,513,False,15.668704344108992,1.534,116.8615,6.630615904700579,6.1766,3.958371425739251,Low missingness
sensor_007,float64,1553,14,0.008934269304403318,510,False,38.90283584892686,82.1311,129.2522,101.11290824211203,101.5122,6.237213788938685,Low missingness
sensor_139,float64,1553,14,0.008934269304403318,348,False,152.40786558275798,19.8,141.7998,57.60302459755312,55.9001,12.345358058102567,Low missingness
sensor_413,float64,1553,14,0.008934269304403318,518,False,339.0614596168199,0.0,128.2816,30.911316355441084,26.1569,18.413621577973732,Low missingness
sensor_003,float64,1553,14,0.008934269304403318,507,False,871.0261443665875,2060.66,2315.2667,2200.547317707663,2201.0667,29.513152057457155,Low missingness
sensor_414,float64,1553,14,0.008934269304403318,518,False,2238.09065413336,4.0416,899.119,25.61268969735995,20.2551,47.308462817273615,Low missingness
sensor_005,float64,1553,14,0.008934269304403318,503,False,3175.9468992516063,0.6815,1114.5366,4.197013135866064,1.3168,56.355540093690934,Low missingness
sensor_275,float64,1553,14,0.008934269304403318,518,False,7328.692765671911,0.0,659.1696,136.2924256922086,110.6014,85.60778449225228,Low missingness
sensor_276,float64,1553,14,0.008934269304403318,458,False,28543.90404289121,0.0111,3332.5964,8.693212749517064,0.0784,168.9494126740049,Low missingness
sensor_140,float64,1553,14,0.008934269304403318,518,False,69327.21331627789,0.0,1770.6909,416.76696374758535,339.561,263.3006139686687,Low missingness
sensor_004,float64,1553,14,0.008934269304403318,518,False,195091.5051777535,0.0,3715.0417,1396.3766273663878,1285.2144,441.6916403756737,Low missingness
sensor_141,float64,1553,14,0.008934269304403318,498,False,256970.02205667223,0.0319,9998.8944,26.077903927881508,0.2358,506.92210649829843,Low missingness
sensor_358,float64,1555,12,0.007657945118059987,28,False,2.5092530012787247e-07,0.0003,0.0052,0.0009988424437299035,0.0009,0.0005009244455283376,Low missingness
sensor_220,float64,1555,12,0.007657945118059987,64,False,2.709666910824467e-06,0.0007,0.0163,0.0032540192926045017,0.003,0.0016461065915743328,Low missingness
sensor_085,float64,1555,12,0.007657945118059987,180,False,2.5515645242854253e-05,0.1174,0.1505,0.13310790996784566,0.133,0.005051301341521238,Low missingness
sensor_492,float64,1555,12,0.007657945118059987,472,False,1.498868495866392,0.5558,12.7698,2.442673118971061,2.2508,1.2242828496170286,Low missingness
sensor_020,float64,1557,10,0.006381620931716656,361,False,0.04750885460969864,9.8773,12.9898,12.48103397559409,12.4996,0.21796526009825198,Low missingness
sensor_291,float64,1557,10,0.006381620931716656,324,False,0.07343396952895372,0.0416,4.4203,0.12342697495183044,0.0833,0.27098702834075605,Low missingness
sensor_156,float64,1557,10,0.006381620931716656,65,False,1.2598418658186843,0.14,12.71,0.5071714836223506,0.32,1.1224267752591632,Low missingness
sensor_429,float64,1557,10,0.006381620931716656,404,False,113.05494986668539,1.1198,118.7533,4.220747463070006,2.5341,10.632730122912243,Low missingness
sensor_257,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_258,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_259,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_260,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_261,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_262,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_263,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_264,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_265,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_266,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_267,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_395,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_396,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_397,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_398,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_399,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_400,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_401,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_402,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_403,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_404,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_405,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_529,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_530,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_531,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_532,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_533,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_534,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_535,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_536,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_537,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_538,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_539,float64,1558,9,0.00574345883854499,1,True,0.0,0.0,0.0,0.0,0.0,0.0,Low missingness
sensor_279,float64,1558,9,0.00574345883854499,22,False,1.1562307950429671e-07,0.0,0.0034,0.0011174582798459565,0.0011,0.0003400339387536143,Low missingness
sensor_144,float64,1558,9,0.00574345883854499,63,False,1.6430351479054796e-06,0.0,0.0121,0.004169448010269577,0.0039,0.00128180932587709,Low missingness
sensor_132,float64,1558,9,0.00574345883854499,68,False,5.065094108927042e-06,0.9936,1.019,0.9978083440308086,0.99775,0.002250576394821345,Low missingness
sensor_008,float64,1558,9,0.00574345883854499,89,False,8.030522137796676e-05,0.0,0.1286,0.12182150192554558,0.1224,0.008961318060306015,Low missingness
sensor_131,float64,1558,9,0.00574345883854499,310,False,0.006811409483301633,0.4199,0.8884,0.7449764441591785,0.75875,0.08253126367202694,Low missingness
sensor_122,float64,1558,9,0.00574345883854499,54,False,0.009923690888719045,15.46,16.07,15.796424903722723,15.79,0.0996177237680075,Low missingness
sensor_124,float64,1558,9,0.00574345883854499,50,False,0.01173212569348086,15.17,16.1,15.829659820282412,15.83,0.10831493753624595,Low missingness
sensor_125,float64,1558,9,0.00574345883854499,59,False,0.01302878239232652,15.43,16.1,15.794704749679077,15.78,0.1141436918639244,Low missingness
sensor_128,float64,1558,9,0.00574345883854499,324,False,0.018335560840219704,0.3161,1.175,0.6484775994865212,0.6539,0.1354088654417417,Low missingness
sensor_127,float64,1558,9,0.00574345883854499,273,False,0.06424745417770425,2.34,3.991,2.7507284980744546,2.735,0.25347081523856796,Low missingness
sensor_129,float64,1558,9,0.00574345883854499,268,False,0.06978818897306711,0.0,3.895,3.1921822849807446,3.195,0.26417454262867024,Low missingness
sensor_126,float64,1558,9,0.00574345883854499,155,False,0.07871093279650557,0.3122,2.465,1.1849557124518615,1.144,0.2805546877108019,Low missingness
sensor_123,float64,1558,9,0.00574345883854499,309,False,0.8174338282026675,1.671,6.889,3.898389602053916,3.877,0.9041204721731875,Low missingness
sensor_417,float64,1558,9,0.00574345883854499,510,False,1.0721218245803497,0.0,9.69,3.4043485237483955,3.234,1.0354331579490534,Low missingness
sensor_130,float64,1558,9,0.00574345883854499,93,False,1.4895683782156242,-3.779,2.458,-0.5542283055198973,-0.1419,1.2204787495960854,Low missingness
sensor_406,float64,1559,8,0.005105296745373325,228,False,0.00011509577804474579,0.0062,0.0514,0.02420750481077614,0.0239,0.010728270039700985,Low missingness
sensor_268,float64,1559,8,0.005105296745373325,291,False,0.0008790437182667866,0.0198,0.1578,0.07058691468890316,0.0706,0.02964867144185025,Low missingness
sensor_133,float64,1559,8,0.005105296745373325,306,False,0.002828197864427101,2.1911,2.4723,2.3185446440025657,2.3124,0.053180803533108646,Low missingness
sensor_408,float64,1559,8,0.005105296745373325,331,False,0.13301421099402122,0.424,3.3128,1.2319973059653624,1.2397,0.3647111336304682,Low missingness
sensor_541,float64,1559,8,0.005105296745373325,336,False,0.5357190761421322,0.6144,4.0825,1.9428280949326493,1.7855,0.7319283271893036,Low missingness
sensor_270,float64,1559,8,0.005105296745373325,330,False,1.3278623084429058,1.3017,10.1529,3.7778656831302113,3.7035,1.152329079925915,Low missingness
sensor_540,float64,1559,8,0.005105296745373325,333,False,1.5697910818881626,0.8516,6.5803,3.0342348941629247,3.0548,1.2529130384380884,Low missingness
sensor_407,float64,1559,8,0.005105296745373325,335,False,8.0065415826969,2.0545,14.7277,6.730614945477869,5.9201,2.8295832878176426,Low missingness
sensor_542,float64,1559,8,0.005105296745373325,336,False,8.388992772650475,3.2761,25.7792,9.61162809493265,9.4593,2.896375799624502,Low missingness
sensor_135,float64,1559,8,0.005105296745373325,335,False,8.942947204486616,33.3658,64.1287,39.39197851186658,38.9026,2.9904760832493906,Low missingness
sensor_134,float64,1559,8,0.005105296745373325,336,False,42.74153638709451,980.451,1020.9944,1004.0430934573443,1004.05,6.537701154618075,Low missingness
sensor_269,float64,1559,8,0.005105296745373325,333,False,53.940275985279065,6.098,40.855,19.504676715843488,17.977,7.344404399628268,Low missingness
sensor_338,float64,1560,7,0.004467134652201659,1517,False,2.8880786595009584,0.0,38.8995,2.3274816025641023,2.05445,1.699434805898996,Low missingness
sensor_411,float64,1560,7,0.004467134652201659,1545,False,4.507035329702209,0.7342,13.8071,4.9293441025641025,4.732749999999999,2.122977939052172,Low missingness
sensor_065,float64,1560,7,0.004467134652201659,1496,False,24.775182250200487,6.4482,48.9882,20.54210903846154,20.021349999999998,4.977467453454667,Low missingness
sensor_202,float64,1560,7,0.004467134652201659,861,False,26.055868479136855,0.0,126.53,7.8393589743589756,6.76,5.1044949288971635,Low missingness
sensor_339,float64,1560,7,0.004467134652201659,1520,False,31.86627281525464,0.0,196.688,3.037579935897436,2.5608500000000003,5.645021949935592,Low missingness
sensor_333,float64,1560,7,0.004467134652201659,1517,False,31.868574712994032,0.5373,174.8944,2.5934845512820512,2.0627000000000004,5.645225833657501,Low missingness
