feature,missing_count,missing_rate,recommended_action
sensor_131,9,0.00574345883854499,Median imputation likely acceptable
sensor_125,9,0.00574345883854499,Median imputation likely acceptable
sensor_123,9,0.00574345883854499,Median imputation likely acceptable
sensor_124,9,0.00574345883854499,Median imputation likely acceptable
sensor_406,8,0.005105296745373325,Median imputation likely acceptable
sensor_268,8,0.005105296745373325,Median imputation likely acceptable
sensor_269,8,0.005105296745373325,Median imputation likely acceptable
sensor_270,8,0.005105296745373325,Median imputation likely acceptable
sensor_135,8,0.005105296745373325,Median imputation likely acceptable
sensor_133,8,0.005105296745373325,Median imputation likely acceptable
sensor_134,8,0.005105296745373325,Median imputation likely acceptable
sensor_542,8,0.005105296745373325,Median imputation likely acceptable
sensor_407,8,0.005105296745373325,Median imputation likely acceptable
sensor_540,8,0.005105296745373325,Median imputation likely acceptable
sensor_408,8,0.005105296745373325,Median imputation likely acceptable
sensor_541,8,0.005105296745373325,Median imputation likely acceptable
sensor_002,7,0.004467134652201659,Median imputation likely acceptable
sensor_201,7,0.004467134652201659,Median imputation likely acceptable
sensor_339,7,0.004467134652201659,Median imputation likely acceptable
sensor_064,7,0.004467134652201659,Median imputation likely acceptable
sensor_065,7,0.004467134652201659,Median imputation likely acceptable
sensor_066,7,0.004467134652201659,Median imputation likely acceptable
sensor_338,7,0.004467134652201659,Median imputation likely acceptable
sensor_203,7,0.004467134652201659,Median imputation likely acceptable
sensor_202,7,0.004467134652201659,Median imputation likely acceptable
sensor_273,7,0.004467134652201659,Median imputation likely acceptable
sensor_475,7,0.004467134652201659,Median imputation likely acceptable
sensor_060,7,0.004467134652201659,Median imputation likely acceptable
sensor_337,7,0.004467134652201659,Median imputation likely acceptable
sensor_197,7,0.004467134652201659,Median imputation likely acceptable
sensor_411,7,0.004467134652201659,Median imputation likely acceptable
sensor_333,7,0.004467134652201659,Median imputation likely acceptable
sensor_469,7,0.004467134652201659,Median imputation likely acceptable
sensor_473,7,0.004467134652201659,Median imputation likely acceptable
sensor_474,7,0.004467134652201659,Median imputation likely acceptable
sensor_138,7,0.004467134652201659,Median imputation likely acceptable
sensor_244,6,0.0038289725590299937,Median imputation likely acceptable
sensor_342,6,0.0038289725590299937,Median imputation likely acceptable
sensor_272,6,0.0038289725590299937,Median imputation likely acceptable
sensor_369,6,0.0038289725590299937,Median imputation likely acceptable
sensor_382,6,0.0038289725590299937,Median imputation likely acceptable
sensor_381,6,0.0038289725590299937,Median imputation likely acceptable
sensor_380,6,0.0038289725590299937,Median imputation likely acceptable
sensor_379,6,0.0038289725590299937,Median imputation likely acceptable
sensor_376,6,0.0038289725590299937,Median imputation likely acceptable
sensor_375,6,0.0038289725590299937,Median imputation likely acceptable
sensor_374,6,0.0038289725590299937,Median imputation likely acceptable
sensor_373,6,0.0038289725590299937,Median imputation likely acceptable
sensor_372,6,0.0038289725590299937,Median imputation likely acceptable
sensor_371,6,0.0038289725590299937,Median imputation likely acceptable
sensor_370,6,0.0038289725590299937,Median imputation likely acceptable
sensor_368,6,0.0038289725590299937,Median imputation likely acceptable
sensor_410,6,0.0038289725590299937,Median imputation likely acceptable
sensor_365,6,0.0038289725590299937,Median imputation likely acceptable
sensor_348,6,0.0038289725590299937,Median imputation likely acceptable
sensor_345,6,0.0038289725590299937,Median imputation likely acceptable
sensor_344,6,0.0038289725590299937,Median imputation likely acceptable
sensor_343,6,0.0038289725590299937,Median imputation likely acceptable
sensor_242,6,0.0038289725590299937,Median imputation likely acceptable
sensor_341,6,0.0038289725590299937,Median imputation likely acceptable
sensor_340,6,0.0038289725590299937,Median imputation likely acceptable
sensor_336,6,0.0038289725590299937,Median imputation likely acceptable
sensor_335,6,0.0038289725590299937,Median imputation likely acceptable
sensor_334,6,0.0038289725590299937,Median imputation likely acceptable
sensor_243,6,0.0038289725590299937,Median imputation likely acceptable
sensor_001,6,0.0038289725590299937,Median imputation likely acceptable
sensor_241,6,0.0038289725590299937,Median imputation likely acceptable
sensor_102,6,0.0038289725590299937,Median imputation likely acceptable
sensor_107,6,0.0038289725590299937,Median imputation likely acceptable
sensor_479,6,0.0038289725590299937,Median imputation likely acceptable
sensor_106,6,0.0038289725590299937,Median imputation likely acceptable
sensor_478,6,0.0038289725590299937,Median imputation likely acceptable
sensor_103,6,0.0038289725590299937,Median imputation likely acceptable
sensor_477,6,0.0038289725590299937,Median imputation likely acceptable
sensor_476,6,0.0038289725590299937,Median imputation likely acceptable
sensor_101,6,0.0038289725590299937,Median imputation likely acceptable
sensor_109,6,0.0038289725590299937,Median imputation likely acceptable
sensor_100,6,0.0038289725590299937,Median imputation likely acceptable
sensor_099,6,0.0038289725590299937,Median imputation likely acceptable
sensor_098,6,0.0038289725590299937,Median imputation likely acceptable
sensor_097,6,0.0038289725590299937,Median imputation likely acceptable
sensor_096,6,0.0038289725590299937,Median imputation likely acceptable
sensor_095,6,0.0038289725590299937,Median imputation likely acceptable
sensor_075,6,0.0038289725590299937,Median imputation likely acceptable
sensor_108,6,0.0038289725590299937,Median imputation likely acceptable
sensor_516,6,0.0038289725590299937,Median imputation likely acceptable
sensor_071,6,0.0038289725590299937,Median imputation likely acceptable
sensor_499,6,0.0038289725590299937,Median imputation likely acceptable
sensor_507,6,0.0038289725590299937,Median imputation likely acceptable
sensor_506,6,0.0038289725590299937,Median imputation likely acceptable
sensor_505,6,0.0038289725590299937,Median imputation likely acceptable
sensor_504,6,0.0038289725590299937,Median imputation likely acceptable
sensor_503,6,0.0038289725590299937,Median imputation likely acceptable
sensor_502,6,0.0038289725590299937,Median imputation likely acceptable
sensor_508,6,0.0038289725590299937,Median imputation likely acceptable
sensor_482,6,0.0038289725590299937,Median imputation likely acceptable
sensor_515,6,0.0038289725590299937,Median imputation likely acceptable
sensor_481,6,0.0038289725590299937,Median imputation likely acceptable
sensor_480,6,0.0038289725590299937,Median imputation likely acceptable
sensor_509,6,0.0038289725590299937,Median imputation likely acceptable
sensor_510,6,0.0038289725590299937,Median imputation likely acceptable
sensor_137,6,0.0038289725590299937,Median imputation likely acceptable
sensor_513,6,0.0038289725590299937,Median imputation likely acceptable
sensor_514,6,0.0038289725590299937,Median imputation likely acceptable
sensor_072,6,0.0038289725590299937,Median imputation likely acceptable
sensor_092,6,0.0038289725590299937,Median imputation likely acceptable
sensor_070,6,0.0038289725590299937,Median imputation likely acceptable
sensor_472,6,0.0038289725590299937,Median imputation likely acceptable
sensor_238,6,0.0038289725590299937,Median imputation likely acceptable
sensor_237,6,0.0038289725590299937,Median imputation likely acceptable
sensor_236,6,0.0038289725590299937,Median imputation likely acceptable
sensor_235,6,0.0038289725590299937,Median imputation likely acceptable
sensor_234,6,0.0038289725590299937,Median imputation likely acceptable
sensor_233,6,0.0038289725590299937,Median imputation likely acceptable
sensor_232,6,0.0038289725590299937,Median imputation likely acceptable
sensor_231,6,0.0038289725590299937,Median imputation likely acceptable
sensor_230,6,0.0038289725590299937,Median imputation likely acceptable
sensor_069,6,0.0038289725590299937,Median imputation likely acceptable
sensor_062,6,0.0038289725590299937,Median imputation likely acceptable
sensor_227,6,0.0038289725590299937,Median imputation likely acceptable
sensor_470,6,0.0038289725590299937,Median imputation likely acceptable
sensor_471,6,0.0038289725590299937,Median imputation likely acceptable
sensor_061,6,0.0038289725590299937,Median imputation likely acceptable
sensor_210,6,0.0038289725590299937,Median imputation likely acceptable
sensor_204,6,0.0038289725590299937,Median imputation likely acceptable
sensor_068,6,0.0038289725590299937,Median imputation likely acceptable
sensor_067,6,0.0038289725590299937,Median imputation likely acceptable
sensor_063,6,0.0038289725590299937,Median imputation likely acceptable
sensor_209,6,0.0038289725590299937,Median imputation likely acceptable
sensor_199,6,0.0038289725590299937,Median imputation likely acceptable
sensor_200,6,0.0038289725590299937,Median imputation likely acceptable
sensor_198,6,0.0038289725590299937,Median imputation likely acceptable
sensor_206,6,0.0038289725590299937,Median imputation likely acceptable
sensor_205,6,0.0038289725590299937,Median imputation likely acceptable
sensor_207,6,0.0038289725590299937,Median imputation likely acceptable
sensor_208,6,0.0038289725590299937,Median imputation likely acceptable
sensor_409,5,0.003190810465858328,Median imputation likely acceptable
sensor_136,5,0.003190810465858328,Median imputation likely acceptable
sensor_271,5,0.003190810465858328,Median imputation likely acceptable
sensor_329,4,0.0025526483726866626,Median imputation likely acceptable
sensor_330,4,0.0025526483726866626,Median imputation likely acceptable
sensor_331,4,0.0025526483726866626,Median imputation likely acceptable
sensor_054,4,0.0025526483726866626,Median imputation likely acceptable
sensor_327,4,0.0025526483726866626,Median imputation likely acceptable
sensor_059,4,0.0025526483726866626,Median imputation likely acceptable
sensor_058,4,0.0025526483726866626,Median imputation likely acceptable
sensor_055,4,0.0025526483726866626,Median imputation likely acceptable
sensor_332,4,0.0025526483726866626,Median imputation likely acceptable
sensor_056,4,0.0025526483726866626,Median imputation likely acceptable
sensor_057,4,0.0025526483726866626,Median imputation likely acceptable
sensor_328,4,0.0025526483726866626,Median imputation likely acceptable
sensor_194,4,0.0025526483726866626,Median imputation likely acceptable
sensor_467,4,0.0025526483726866626,Median imputation likely acceptable
sensor_193,4,0.0025526483726866626,Median imputation likely acceptable
sensor_465,4,0.0025526483726866626,Median imputation likely acceptable
sensor_192,4,0.0025526483726866626,Median imputation likely acceptable
sensor_466,4,0.0025526483726866626,Median imputation likely acceptable
sensor_464,4,0.0025526483726866626,Median imputation likely acceptable
sensor_463,4,0.0025526483726866626,Median imputation likely acceptable
sensor_191,4,0.0025526483726866626,Median imputation likely acceptable
sensor_468,4,0.0025526483726866626,Median imputation likely acceptable
sensor_196,4,0.0025526483726866626,Median imputation likely acceptable
sensor_195,4,0.0025526483726866626,Median imputation likely acceptable
sensor_289,3,0.0019144862795149968,Median imputation likely acceptable
sensor_288,3,0.0019144862795149968,Median imputation likely acceptable
sensor_287,3,0.0019144862795149968,Median imputation likely acceptable
sensor_153,3,0.0019144862795149968,Median imputation likely acceptable
sensor_285,3,0.0019144862795149968,Median imputation likely acceptable
sensor_152,3,0.0019144862795149968,Median imputation likely acceptable
sensor_019,3,0.0019144862795149968,Median imputation likely acceptable
sensor_018,3,0.0019144862795149968,Median imputation likely acceptable
sensor_017,3,0.0019144862795149968,Median imputation likely acceptable
sensor_016,3,0.0019144862795149968,Median imputation likely acceptable
sensor_015,3,0.0019144862795149968,Median imputation likely acceptable
sensor_014,3,0.0019144862795149968,Median imputation likely acceptable
sensor_290,3,0.0019144862795149968,Median imputation likely acceptable
sensor_286,3,0.0019144862795149968,Median imputation likely acceptable
sensor_154,3,0.0019144862795149968,Median imputation likely acceptable
sensor_428,3,0.0019144862795149968,Median imputation likely acceptable
sensor_427,3,0.0019144862795149968,Median imputation likely acceptable
sensor_426,3,0.0019144862795149968,Median imputation likely acceptable
sensor_155,3,0.0019144862795149968,Median imputation likely acceptable
sensor_151,3,0.0019144862795149968,Median imputation likely acceptable
sensor_150,3,0.0019144862795149968,Median imputation likely acceptable
sensor_425,3,0.0019144862795149968,Median imputation likely acceptable
sensor_424,3,0.0019144862795149968,Median imputation likely acceptable
sensor_423,3,0.0019144862795149968,Median imputation likely acceptable
sensor_433,2,0.0012763241863433313,Median imputation likely acceptable
sensor_545,2,0.0012763241863433313,Median imputation likely acceptable
sensor_419,2,0.0012763241863433313,Median imputation likely acceptable
sensor_543,2,0.0012763241863433313,Median imputation likely acceptable
sensor_544,2,0.0012763241863433313,Median imputation likely acceptable
sensor_418,2,0.0012763241863433313,Median imputation likely acceptable
sensor_546,2,0.0012763241863433313,Median imputation likely acceptable
sensor_512,2,0.0012763241863433313,Median imputation likely acceptable
sensor_501,2,0.0012763241863433313,Median imputation likely acceptable
sensor_511,2,0.0012763241863433313,Median imputation likely acceptable
sensor_439,2,0.0012763241863433313,Median imputation likely acceptable
sensor_441,2,0.0012763241863433313,Median imputation likely acceptable
sensor_440,2,0.0012763241863433313,Median imputation likely acceptable
sensor_432,2,0.0012763241863433313,Median imputation likely acceptable
sensor_420,2,0.0012763241863433313,Median imputation likely acceptable
sensor_421,2,0.0012763241863433313,Median imputation likely acceptable
sensor_422,2,0.0012763241863433313,Median imputation likely acceptable
sensor_438,2,0.0012763241863433313,Median imputation likely acceptable
sensor_437,2,0.0012763241863433313,Median imputation likely acceptable
sensor_436,2,0.0012763241863433313,Median imputation likely acceptable
sensor_435,2,0.0012763241863433313,Median imputation likely acceptable
sensor_434,2,0.0012763241863433313,Median imputation likely acceptable
sensor_431,2,0.0012763241863433313,Median imputation likely acceptable
sensor_500,2,0.0012763241863433313,Median imputation likely acceptable
sensor_296,2,0.0012763241863433313,Median imputation likely acceptable
sensor_282,2,0.0012763241863433313,Median imputation likely acceptable
sensor_163,2,0.0012763241863433313,Median imputation likely acceptable
sensor_304,2,0.0012763241863433313,Median imputation likely acceptable
sensor_303,2,0.0012763241863433313,Median imputation likely acceptable
sensor_302,2,0.0012763241863433313,Median imputation likely acceptable
sensor_301,2,0.0012763241863433313,Median imputation likely acceptable
sensor_300,2,0.0012763241863433313,Median imputation likely acceptable
sensor_299,2,0.0012763241863433313,Median imputation likely acceptable
sensor_298,2,0.0012763241863433313,Median imputation likely acceptable
sensor_162,2,0.0012763241863433313,Median imputation likely acceptable
sensor_297,2,0.0012763241863433313,Median imputation likely acceptable
sensor_295,2,0.0012763241863433313,Median imputation likely acceptable
sensor_161,2,0.0012763241863433313,Median imputation likely acceptable
sensor_284,2,0.0012763241863433313,Median imputation likely acceptable
sensor_283,2,0.0012763241863433313,Median imputation likely acceptable
sensor_160,2,0.0012763241863433313,Median imputation likely acceptable
sensor_281,2,0.0012763241863433313,Median imputation likely acceptable
sensor_280,2,0.0012763241863433313,Median imputation likely acceptable
sensor_228,2,0.0012763241863433313,Median imputation likely acceptable
sensor_229,2,0.0012763241863433313,Median imputation likely acceptable
sensor_239,2,0.0012763241863433313,Median imputation likely acceptable
sensor_240,2,0.0012763241863433313,Median imputation likely acceptable
sensor_149,2,0.0012763241863433313,Median imputation likely acceptable
sensor_148,2,0.0012763241863433313,Median imputation likely acceptable
sensor_147,2,0.0012763241863433313,Median imputation likely acceptable
sensor_146,2,0.0012763241863433313,Median imputation likely acceptable
sensor_145,2,0.0012763241863433313,Median imputation likely acceptable
sensor_105,2,0.0012763241863433313,Median imputation likely acceptable
sensor_104,2,0.0012763241863433313,Median imputation likely acceptable
sensor_094,2,0.0012763241863433313,Median imputation likely acceptable
sensor_093,2,0.0012763241863433313,Median imputation likely acceptable
sensor_305,2,0.0012763241863433313,Median imputation likely acceptable
sensor_032,2,0.0012763241863433313,Median imputation likely acceptable
sensor_012,2,0.0012763241863433313,Median imputation likely acceptable
sensor_013,2,0.0012763241863433313,Median imputation likely acceptable
sensor_170,2,0.0012763241863433313,Median imputation likely acceptable
sensor_378,2,0.0012763241863433313,Median imputation likely acceptable
sensor_377,2,0.0012763241863433313,Median imputation likely acceptable
sensor_367,2,0.0012763241863433313,Median imputation likely acceptable
sensor_366,2,0.0012763241863433313,Median imputation likely acceptable
sensor_169,2,0.0012763241863433313,Median imputation likely acceptable
sensor_168,2,0.0012763241863433313,Median imputation likely acceptable
sensor_009,2,0.0012763241863433313,Median imputation likely acceptable
sensor_010,2,0.0012763241863433313,Median imputation likely acceptable
sensor_011,2,0.0012763241863433313,Median imputation likely acceptable
sensor_031,2,0.0012763241863433313,Median imputation likely acceptable
sensor_022,2,0.0012763241863433313,Median imputation likely acceptable
sensor_023,2,0.0012763241863433313,Median imputation likely acceptable
sensor_024,2,0.0012763241863433313,Median imputation likely acceptable
sensor_025,2,0.0012763241863433313,Median imputation likely acceptable
sensor_026,2,0.0012763241863433313,Median imputation likely acceptable
sensor_027,2,0.0012763241863433313,Median imputation likely acceptable
sensor_167,2,0.0012763241863433313,Median imputation likely acceptable
sensor_166,2,0.0012763241863433313,Median imputation likely acceptable
sensor_165,2,0.0012763241863433313,Median imputation likely acceptable
sensor_164,2,0.0012763241863433313,Median imputation likely acceptable
sensor_028,2,0.0012763241863433313,Median imputation likely acceptable
sensor_029,2,0.0012763241863433313,Median imputation likely acceptable
sensor_030,2,0.0012763241863433313,Median imputation likely acceptable
sensor_172,1,0.0006381620931716656,Median imputation likely acceptable
sensor_174,1,0.0006381620931716656,Median imputation likely acceptable
sensor_053,1,0.0006381620931716656,Median imputation likely acceptable
sensor_491,1,0.0006381620931716656,Median imputation likely acceptable
sensor_171,1,0.0006381620931716656,Median imputation likely acceptable
sensor_084,1,0.0006381620931716656,Median imputation likely acceptable
sensor_173,1,0.0006381620931716656,Median imputation likely acceptable
sensor_052,1,0.0006381620931716656,Median imputation likely acceptable
sensor_035,1,0.0006381620931716656,Median imputation likely acceptable
sensor_589,1,0.0006381620931716656,Median imputation likely acceptable
sensor_588,1,0.0006381620931716656,Median imputation likely acceptable
sensor_587,1,0.0006381620931716656,Median imputation likely acceptable
sensor_586,1,0.0006381620931716656,Median imputation likely acceptable
sensor_585,1,0.0006381620931716656,Median imputation likely acceptable
sensor_584,1,0.0006381620931716656,Median imputation likely acceptable
sensor_583,1,0.0006381620931716656,Median imputation likely acceptable
sensor_562,1,0.0006381620931716656,Median imputation likely acceptable
sensor_561,1,0.0006381620931716656,Median imputation likely acceptable
sensor_560,1,0.0006381620931716656,Median imputation likely acceptable
sensor_559,1,0.0006381620931716656,Median imputation likely acceptable
sensor_033,1,0.0006381620931716656,Median imputation likely acceptable
sensor_034,1,0.0006381620931716656,Median imputation likely acceptable
sensor_176,1,0.0006381620931716656,Median imputation likely acceptable
sensor_051,1,0.0006381620931716656,Median imputation likely acceptable
sensor_036,1,0.0006381620931716656,Median imputation likely acceptable
sensor_037,1,0.0006381620931716656,Median imputation likely acceptable
sensor_038,1,0.0006381620931716656,Median imputation likely acceptable
sensor_039,1,0.0006381620931716656,Median imputation likely acceptable
sensor_040,1,0.0006381620931716656,Median imputation likely acceptable
