feature,q1,q3,iqr,lower_bound,upper_bound,outlier_count,outlier_rate
sensor_349,0.018,0.0273,0.009300000000000003,0.004049999999999995,0.04125000000000001,100,0.06480881399870382
sensor_332,0.0688,0.0956,0.026800000000000004,0.028599999999999993,0.1358,101,0.06461932181701856
sensor_211,0.0656,0.09945000000000001,0.033850000000000005,0.014824999999999998,0.15022500000000003,99,0.06416072585871678
sensor_038,66.04065,66.343275,0.30262500000000614,65.58671249999999,66.79721250000001,99,0.06321839080459771
sensor_007,97.92,104.5867,6.666699999999992,87.91995000000001,114.58674999999998,98,0.06310367031551835
sensor_383,0.0004,0.0008,0.0004,-0.00020000000000000004,0.0014000000000000002,34,0.061930783242258654
sensor_366,0.0038,0.0058,0.0019999999999999996,0.0008000000000000008,0.008799999999999999,96,0.06134185303514377
sensor_576,0.0751,0.11215,0.03705,0.019525,0.167725,95,0.06062539885130823
sensor_571,530.7027,534.3564,3.653699999999958,525.22215,539.8369499999999,94,0.05998723675813657
sensor_274,18.2471,22.0973,3.850200000000001,12.471799999999998,27.872600000000002,93,0.05988409529942048
sensor_578,11.50155,17.0809,5.57935,3.1325249999999993,25.449925,92,0.058710912571793235
sensor_139,50.9001,62.9001,12.0,32.9001,80.90010000000001,91,0.05859626529298133
sensor_080,-0.0108,0.0132,0.024,-0.04680000000000001,0.04920000000000001,90,0.05832793259883344
sensor_511,35.3222,64.2487,28.926499999999997,-8.06754999999999,107.63844999999999,91,0.058146964856230034
sensor_275,81.2156,162.0382,80.8226,-40.018299999999996,283.27209999999997,90,0.05795235028976175
sensor_282,0.0119,0.0166,0.004699999999999999,0.004850000000000002,0.023649999999999997,89,0.05686900958466454
sensor_307,0.0331,0.0552,0.0221,-5.000000000000143e-05,0.08835,89,0.05683269476372925
sensor_412,2.3213,2.8532,0.5319000000000003,1.5234499999999995,3.6510500000000006,88,0.056664520283322604
sensor_581,0.0034,0.006475,0.003075,-0.0012125000000000005,0.0110875,35,0.05663430420711974
sensor_570,15.4662,24.772175,9.305975,1.5072375000000005,38.7311375,73,0.05641421947449768
sensor_577,1.40845,1.902,0.49354999999999993,0.6681250000000001,2.6423249999999996,88,0.05615826419910657
sensor_573,7.5,10.13,2.630000000000001,3.554999999999999,14.075000000000003,87,0.05552010210593491
sensor_002,2452.2475000000004,2538.8225,86.57499999999982,2322.3850000000007,2668.685,86,0.05512820512820513
sensor_147,0.0423,0.0615,0.019200000000000002,0.013499999999999995,0.0903,86,0.054952076677316296
sensor_575,2.56785,3.4925,0.9246500000000002,1.1808749999999997,4.879475,86,0.05488194001276324
sensor_039,86.5783,87.0024,0.4240999999999957,85.94215,87.63854999999998,85,0.05427841634738186
sensor_561,0.0362,0.089,0.05279999999999999,-0.04299999999999999,0.1682,85,0.05427841634738186
sensor_140,243.786,502.2059,258.4199,-143.84384999999997,889.83575,84,0.0540888602704443
sensor_229,0.0126,0.02,0.0074,0.0014999999999999996,0.031100000000000003,84,0.0536741214057508
sensor_106,-0.0019,0.0011,0.003,-0.0064,0.005600000000000001,83,0.053171044202434334
sensor_172,0.0798,0.1403,0.06050000000000001,-0.01095000000000003,0.23105000000000003,83,0.05300127713920817
sensor_432,11.059,21.7652,10.7062,-5.000300000000001,37.8245,82,0.0523961661341853
sensor_092,-0.0429,0.0507,0.0936,-0.1833,0.1911,80,0.05124919923126201
sensor_118,57.9783,59.1339,1.1555999999999997,56.2449,60.8673,80,0.05105296745373325
sensor_245,0.0012,0.0026,0.0014,-0.0009,0.004699999999999999,28,0.051001821493624776
sensor_099,-0.2188,0.1893,0.4081,-0.83095,0.80145,79,0.05060858424087124
sensor_443,0.90765,1.577825,0.6701750000000001,-0.09761250000000021,2.5830875000000004,79,0.05044699872286079
sensor_584,0.0116,0.0165,0.004900000000000002,0.004249999999999997,0.023850000000000003,79,0.05044699872286079
sensor_212,0.0438,0.0642,0.020399999999999995,0.013200000000000007,0.09479999999999998,77,0.049902786779001944
sensor_586,2.3065,3.295175,0.9886749999999997,0.8234875000000006,4.7781875,78,0.04980842911877394
sensor_156,0.24,0.45,0.21000000000000002,-0.07500000000000007,0.7650000000000001,77,0.04945407835581246
sensor_429,1.9355,3.609,1.6735,-0.5747500000000001,6.11925,77,0.04945407835581246
sensor_213,0.0325,0.06245,0.029949999999999997,-0.012424999999999992,0.107375,76,0.0492546986390149
sensor_367,0.0035,0.0054,0.0019000000000000002,0.00065,0.00825,77,0.049201277955271565
sensor_346,4.4406,6.8255,2.3849,0.8632499999999999,10.40285,38,0.04915912031047866
sensor_567,2.0902,3.098725,1.0085250000000001,0.5774124999999997,4.6115125,63,0.04868624420401855
sensor_580,0.0106,0.02,0.0094,-0.0035000000000000014,0.034100000000000005,30,0.04854368932038835
sensor_413,18.4079,38.1397,19.731799999999996,-11.189799999999995,67.7374,75,0.04829362524146812
sensor_517,0.1215,0.2649,0.14340000000000003,-0.09360000000000004,0.4800000000000001,26,0.04735883424408015
sensor_113,0.4593,0.466425,0.0071249999999999925,0.44861249999999997,0.47711249999999994,40,0.046948356807511735
sensor_350,0.0196,0.0286,0.009000000000000001,0.006099999999999998,0.0421,72,0.046662346079066754
sensor_356,0.0212,0.0423,0.021099999999999997,-0.010449999999999997,0.07394999999999999,72,0.046662346079066754
sensor_296,130.2203,273.9526,143.7323,-85.37815,489.55105000000003,73,0.04664536741214057
sensor_093,-0.0012,0.002,0.0031999999999999997,-0.005999999999999999,0.0068,73,0.04664536741214057
sensor_097,-0.0886,0.122,0.2106,-0.4045,0.4379,72,0.04612427930813581
sensor_161,295.0,625.0,330.0,-200.0,1120.0,72,0.04600638977635783
sensor_146,0.048,0.0718,0.0238,0.012299999999999998,0.10750000000000001,72,0.04600638977635783
sensor_550,0.22625,0.8503499999999999,0.6240999999999999,-0.7098999999999998,1.7864999999999998,60,0.045906656465187455
sensor_490,112.85925,377.1442,264.28495,-283.568175,773.571625,69,0.04471808165910564
sensor_416,4.9274,7.5707,2.643300000000001,0.9624499999999983,11.535650000000002,69,0.044430135222150675
sensor_414,11.3758,29.3073,17.9315,-15.52145,56.20455,68,0.0437862202189311
sensor_492,1.7471,2.8398,1.0926999999999998,0.10805000000000042,4.4788499999999996,68,0.04372990353697749
sensor_351,0.0146,0.0285,0.013900000000000001,-0.00625,0.049350000000000005,67,0.04342190537913156
sensor_475,23.1565,45.169475000000006,22.012975000000004,-9.862962500000002,78.18893750000001,66,0.04230769230769231
sensor_065,17.364800000000002,22.813625,5.448824999999996,9.191562500000009,30.986862499999994,66,0.04230769230769231
sensor_197,5.04,9.555,4.515,-1.732499999999999,16.3275,66,0.04230769230769231
sensor_215,0.0568,0.09355,0.03674999999999999,0.0016750000000000168,0.14867499999999997,65,0.04212572909915749
sensor_553,0.0949,0.35845,0.26355,-0.30042500000000005,0.7537750000000001,55,0.042081101759755164
sensor_589,0.0033,0.0064,0.0031000000000000003,-0.0013500000000000005,0.01105,65,0.041507024265644954
sensor_157,0.036250000000000004,0.0667,0.03044999999999999,-0.009424999999999982,0.11237499999999997,65,0.041480536056158264
sensor_430,2.5713999999999997,4.7558,2.1844,-0.7052000000000005,8.032399999999999,65,0.041480536056158264
sensor_474,24.9008,47.727850000000004,22.827050000000003,-9.339775000000007,81.96842500000001,64,0.041025641025641026
sensor_136,92.0,127.0,35.0,39.5,179.5,64,0.040973111395646605
sensor_436,3.4944,5.8228,2.3284,0.00180000000000069,9.3154,64,0.04089456869009585
sensor_358,0.0007,0.0011,0.0004000000000000001,9.999999999999994e-05,0.0017000000000000001,63,0.04051446945337621
sensor_220,0.0023,0.0038,0.0015,4.99999999999997e-05,0.00605,63,0.04051446945337621
sensor_206,6.04,9.94,3.8999999999999995,0.1900000000000004,15.79,62,0.03971812940422806
sensor_478,4.1054,6.7038,2.5984,0.20780000000000065,10.6014,62,0.03971812940422806
sensor_434,10.0271,305.0263,294.9992,-432.47169999999994,747.5251,62,0.03961661341853035
sensor_218,0.0458,0.08635000000000001,0.04055000000000001,-0.015025000000000018,0.14717500000000003,61,0.03953337653920933
sensor_143,5.11,7.5,2.3899999999999997,1.5250000000000008,11.084999999999999,61,0.039278815196394076
sensor_103,-0.0357,0.0336,0.0693,-0.13965,0.13755,61,0.039077514413837285
sensor_062,10.283,10.5916,0.3086000000000002,9.8201,11.0545,61,0.039077514413837285
sensor_102,-0.0001,0.0001,0.0002,-0.0004,0.0004,61,0.039077514413837285
sensor_409,4.1278,5.7871,1.6593,1.6388499999999997,8.27605,61,0.03905249679897567
sensor_521,1.5521500000000001,2.9036999999999997,1.3515499999999996,-0.47517499999999924,4.931024999999999,61,0.0389278876834716
sensor_202,5.02,9.49,4.470000000000001,-1.6850000000000014,16.195,60,0.038461538461538464
sensor_108,-0.0486,0.049,0.09759999999999999,-0.19499999999999998,0.19539999999999996,60,0.03843689942344651
sensor_165,0.068,0.116,0.048,-0.0040000000000000036,0.188,60,0.038338658146964855
sensor_588,0.0106,0.0203,0.009699999999999999,-0.003949999999999997,0.03484999999999999,60,0.038314176245210725
sensor_249,0.0147,0.0273,0.012600000000000002,-0.004200000000000004,0.046200000000000005,60,0.03828972559029994
sensor_568,0.0382,0.07527500000000001,0.03707500000000001,-0.017412500000000018,0.13088750000000002,49,0.03786707882534776
sensor_437,1.9509,3.8222,1.8713,-0.85605,6.62915,59,0.03769968051118211
sensor_116,721.023,776.7818500000001,55.75885000000005,637.3847249999999,860.4201250000001,59,0.03765156349712827
sensor_461,20.22185,35.278800000000004,15.056950000000004,-2.363575000000008,57.86422500000001,58,0.037037037037037035
sensor_572,1.9829,2.2906500000000003,0.3077500000000002,1.5212749999999997,2.7522750000000005,58,0.037013401403956606
sensor_066,23.056425,29.91495,6.858525,12.7686375,40.2027375,57,0.03653846153846154
sensor_565,4.98,7.8,2.8199999999999994,0.7500000000000018,12.029999999999998,47,0.03632148377125193
sensor_353,0.016,0.0269,0.0109,-0.0003499999999999996,0.04325,56,0.03629293583927414
sensor_302,0.7172,1.0464,0.32920000000000005,0.22339999999999988,1.5402,56,0.03578274760383387
sensor_585,0.0031,0.0041,0.0010000000000000005,0.0015999999999999992,0.005600000000000001,56,0.035759897828863345
sensor_217,0.06955,0.09755,0.027999999999999997,0.027550000000000005,0.13955,55,0.0356448476992871
sensor_342,1.9118,2.9854,1.0735999999999999,0.3014000000000001,4.5958,55,0.035233824471492634
sensor_164,0.091,0.154,0.063,-0.003500000000000003,0.2485,55,0.03514376996805112
sensor_469,38.472775,335.92240000000004,297.449625,-407.70166250000005,782.0968375000001,54,0.03461538461538462
sensor_096,0.0,0.0001,0.0001,-0.00015000000000000001,0.00025,54,0.03459320948110186
sensor_151,4.45925,8.275,3.8157500000000004,-1.2643750000000002,13.998625,54,0.034526854219948847
sensor_167,2.1,3.2,1.1,0.44999999999999996,4.8500000000000005,54,0.03450479233226837
sensor_300,0.0302,0.052,0.021799999999999996,-0.002499999999999992,0.0847,54,0.03450479233226837
sensor_034,8.58,9.0606,0.4806000000000008,7.859099999999999,9.781500000000001,54,0.034482758620689655
sensor_141,0.1317,0.4391,0.3074,-0.3294,0.9002,53,0.03412749517063748
sensor_276,0.0447,0.1449,0.10020000000000001,-0.10560000000000003,0.2952,53,0.03412749517063748
sensor_064,10.3643,16.3761,6.011800000000001,1.3465999999999987,25.393800000000002,53,0.03397435897435897
sensor_470,4.8472,6.0057,1.1585,3.10945,7.74345,53,0.033952594490711085
sensor_334,5.4539,6.5495,1.0956000000000001,3.8104999999999998,8.1929,53,0.033952594490711085
sensor_023,2578.0,2841.75,263.75,2182.375,3237.375,53,0.03386581469648562
sensor_387,0.0048,0.0093,0.0045,-0.0019499999999999995,0.01605,53,0.03382259093809828
sensor_337,8.288525,10.041625,1.7530999999999999,5.658875,12.671275,52,0.03333333333333333
sensor_552,0.87,1.37,0.5000000000000001,0.11999999999999977,2.12,43,0.03289977046671767
sensor_004,1081.8758,1591.2235,509.34770000000003,317.85425,2355.24505,51,0.032839665164198326
sensor_457,8.816575,14.3879,5.571325,0.45958750000000137,22.744887499999997,51,0.032567049808429116
sensor_569,1.8844,2.97085,1.08645,0.2547250000000003,4.600524999999999,42,0.03245749613601236
sensor_278,1.6977,2.5143,0.8166,0.4728000000000001,3.7392,50,0.03219575016097875
sensor_555,0.3438,0.56235,0.21855000000000002,0.01597499999999996,0.890175,42,0.032134659525631215
sensor_333,1.5465499999999999,2.7905249999999997,1.2439749999999998,-0.3194124999999999,4.656487499999999,50,0.03205128205128205
sensor_001,2966.26,3056.65,90.38999999999987,2830.675,3192.2349999999997,50,0.032030749519538756
sensor_100,-0.0298,0.0298,0.0596,-0.1192,0.1192,50,0.032030749519538756
sensor_424,55.976675,92.91149999999999,36.93482499999999,0.5744375000000161,148.31373749999997,50,0.0319693094629156
sensor_292,0.0125,0.0236,0.011099999999999999,-0.0041499999999999974,0.040249999999999994,50,0.03190810465858328
sensor_121,6.2464,6.37585,0.1294499999999994,6.052225000000002,6.570024999999999,50,0.03190810465858328
sensor_279,0.0009,0.0013,0.00039999999999999996,0.00030000000000000003,0.0018999999999999998,49,0.031450577663671375
sensor_074,464.4581,467.8899,3.4318000000000097,459.31039999999996,473.0376,24,0.031047865459249677
sensor_566,0.0877,0.18614999999999998,0.09844999999999998,-0.05997499999999997,0.3338249999999999,40,0.030911901081916538
sensor_005,1.0177,1.5257,0.508,0.25570000000000004,2.2877,48,0.030907920154539602
sensor_198,17.13,21.46,4.330000000000002,10.634999999999996,27.955000000000005,48,0.03074951953875721
sensor_286,1.438175,2.60695,1.168775,-0.31498749999999975,4.3601125,48,0.030690537084398978
sensor_166,0.132,0.255,0.123,-0.05249999999999999,0.4395,47,0.030031948881789138
sensor_435,7.5507,12.7542,5.203500000000001,-0.25455000000000094,20.559450000000002,47,0.030031948881789138
sensor_392,0.0083,0.0124,0.0040999999999999995,0.002150000000000001,0.018549999999999997,46,0.029812054439403757
sensor_526,4.1015,6.3294999999999995,2.2279999999999998,0.7595000000000001,9.671499999999998,46,0.029812054439403757
sensor_020,12.46,12.5471,0.08709999999999951,12.329350000000002,12.67775,46,0.029543994861913937
sensor_481,52.8945,93.1196,40.225100000000005,-7.44315000000001,153.45725000000002,46,0.029468289557975657
sensor_105,-0.0004,0.0004,0.0008,-0.0016,0.0016,46,0.02939297124600639
sensor_299,0.0407,0.0692,0.028499999999999998,-0.0020499999999999963,0.11195,46,0.02939297124600639
sensor_035,50.25235,50.5788,0.32645000000000124,49.762675,51.06847500000001,46,0.02937420178799489
sensor_037,49.4212,49.74765,0.32645000000000124,48.93152499999999,50.237325,46,0.02937420178799489
sensor_083,-0.018,0.0269,0.044899999999999995,-0.08535,0.09425,45,0.02916396629941672
sensor_294,229.80945,403.9893,174.17985000000002,-31.46032500000004,665.259075,4,0.028985507246376812
sensor_301,0.0589,0.1155,0.056600000000000004,-0.026000000000000002,0.20040000000000002,45,0.02875399361022364
sensor_458,3.827525,6.08945,2.261925,0.43463749999999957,9.4823375,45,0.028735632183908046
sensor_226,718.7253499999999,1261.2998,542.5744500000001,-95.13632500000017,2075.161475,43,0.02836411609498681
sensor_127,2.572,2.873,0.30100000000000016,2.1205,3.3245000000000005,44,0.028241335044929396
sensor_185,0.1022,0.16915,0.06695,0.0017750000000000127,0.269575,44,0.0280970625798212
sensor_186,5.39,8.45,3.0599999999999996,0.7999999999999998,13.04,44,0.0280970625798212
sensor_254,0.0245,0.0379,0.013400000000000002,0.004399999999999998,0.05800000000000001,43,0.027867790019442645
sensor_291,0.0649,0.1181,0.0532,-0.014899999999999997,0.1979,43,0.027617212588310854
sensor_271,24.9823,31.7022,6.719900000000003,14.902449999999995,41.782050000000005,43,0.027528809218950064
sensor_439,36.2903,66.6667,30.376400000000004,-9.274300000000004,112.2313,43,0.027476038338658148
sensor_036,64.0248,64.3447,0.31990000000000407,63.54494999999999,64.82455000000002,43,0.027458492975734355
sensor_338,1.54285,2.785475,1.2426249999999999,-0.32108749999999975,4.6494124999999995,42,0.026923076923076925
sensor_109,-0.0649,0.038,0.10289999999999999,-0.21925,0.19235,42,0.026905829596412557
sensor_445,0.8048,0.9888,0.18400000000000005,0.5287999999999999,1.2648000000000001,42,0.02681992337164751
sensor_129,3.074,3.311,0.2370000000000001,2.7184999999999997,3.6665,41,0.02631578947368421
sensor_126,0.9744,1.338,0.36360000000000003,0.42899999999999994,1.8834000000000002,41,0.02631578947368421
sensor_281,0.0142,0.0207,0.006499999999999999,0.0044500000000000026,0.030449999999999998,41,0.02619808306709265
sensor_438,3.0707,4.6786,1.6079000000000003,0.6588499999999997,7.090450000000001,41,0.02619808306709265
sensor_321,0.0312,0.0502,0.019000000000000003,0.002699999999999994,0.0787,41,0.026181353767560665
sensor_355,0.03485,0.05,0.015150000000000004,0.012124999999999993,0.07272500000000001,40,0.02592352559948153
sensor_498,8.15035,14.46905,6.3187,-1.3277,23.9471,39,0.025725593667546173
sensor_081,-0.0445,0.0091,0.053599999999999995,-0.1249,0.0895,39,0.025275437459494492
sensor_270,2.9565,4.3794,1.4229000000000003,0.8221499999999997,6.513750000000001,39,0.025016035920461834
sensor_063,112.0227,120.9273,8.904600000000002,98.66579999999999,134.2842,39,0.024983984625240232
sensor_027,1.9065,2.0032,0.09670000000000001,1.76145,2.14825,39,0.024920127795527155
sensor_026,1.0948,1.3043,0.20950000000000002,0.78055,1.61855,39,0.024920127795527155
sensor_073,145.3053,158.4378,13.132500000000022,125.60654999999996,178.13655000000006,19,0.02457956015523933
sensor_556,27.0176,74.62870000000001,47.61110000000001,-44.39905,146.04535,32,0.02448355011476664
sensor_339,1.9013499999999999,3.40545,1.5041000000000002,-0.35480000000000045,5.6616,38,0.02435897435897436
sensor_335,0.0894,0.2104,0.12100000000000001,-0.09210000000000003,0.3919,38,0.024343369634849454
sensor_214,0.0364,0.0737,0.0373,-0.019549999999999998,0.12965,37,0.023979261179520414
sensor_558,1.1829,1.8156,0.6327,0.23385,2.76465,31,0.023718439173680182
sensor_203,6.094,11.953,5.858999999999999,-2.694499999999999,20.7415,37,0.023717948717948717
sensor_101,-0.0002,0.0002,0.0004,-0.0008,0.0008,37,0.02370275464445868
sensor_455,5.806525,9.576775000000001,3.7702500000000017,0.1511499999999968,15.232150000000004,37,0.02362707535121328
sensor_144,0.0033,0.0049,0.0015999999999999999,0.0009000000000000002,0.007299999999999999,36,0.023106546854942234
sensor_022,-5933.25,-5356.25,577.0,-6798.75,-4490.75,36,0.023003194888178913
sensor_174,0.5168,0.6345,0.11769999999999992,0.34025000000000016,0.8110499999999998,36,0.022988505747126436
sensor_309,0.1976,0.2379,0.0403,0.13715,0.29835,36,0.022988505747126436
sensor_491,38.3911,61.494725,23.103625,3.7356624999999966,96.15016250000001,36,0.022988505747126436
sensor_496,5.2746,7.8972,2.6225999999999994,1.3407000000000013,11.8311,36,0.02297383535417996
sensor_078,-0.0295,0.00925,0.03875,-0.087625,0.06737499999999999,35,0.02268308489954634
sensor_076,-0.019549999999999998,0.0071,0.02665,-0.059524999999999995,0.047075,35,0.02268308489954634
sensor_017,9.567625,10.128175,0.560550000000001,8.726799999999997,10.969000000000001,35,0.02237851662404092
sensor_251,76.13215,131.7584,55.62625,-7.3072250000000025,215.19777499999998,35,0.022335673261008295
sensor_114,0.9386,0.9523,0.013700000000000045,0.9180499999999999,0.9728500000000001,35,0.022335673261008295
sensor_089,1777.4703,1841.873,64.4027000000001,1680.8662499999998,1938.4770500000002,35,0.022335673261008295
sensor_523,10.1828,17.808950000000003,7.626150000000003,-1.2564250000000037,29.248175000000007,35,0.022335673261008295
sensor_352,0.0166,0.0339,0.0173,-0.00935,0.05985,34,0.0220349967595593
sensor_095,-0.0001,0.0001,0.0002,-0.0004,0.0004,34,0.021780909673286355
sensor_364,228.682525,412.329775,183.64724999999999,-46.78834999999998,687.8006499999999,33,0.021767810026385226
sensor_159,721.67505,1277.750125,556.075075,-112.4375624999999,2111.8627375,3,0.021739130434782608
sensor_440,48.1738,84.9734,36.7996,-7.025599999999997,140.1728,34,0.021725239616613417
sensor_219,2.9461000000000004,4.40475,1.4586499999999996,0.758125000000001,6.592725,34,0.021711366538952746
sensor_542,7.49575,11.2384,3.7426500000000003,1.8817750000000002,16.852375000000002,33,0.021167415009621552
sensor_045,9.925425,10.152474999999999,0.22704999999999842,9.584850000000003,10.493049999999997,33,0.0210727969348659
sensor_317,5.301525,6.5478000000000005,1.2462750000000007,3.432112499999999,8.417212500000002,33,0.0210727969348659
sensor_579,0.0138,0.0277,0.0139,-0.007050000000000001,0.048549999999999996,13,0.021035598705501618
