wafer_id,target,status,decision,calibrated_failure_probability,prediction_confidence,combined_uncertainty,data_familiarity_percentile,neighbour_count,failed_neighbour_count,passed_neighbour_count,historical_raw_failure_rate,historical_weighted_failure_rate,historical_failure_rate_lower_95,historical_failure_rate_upper_95,mean_similarity,maximum_similarity,minimum_similarity,mean_failed_neighbour_similarity,mean_passed_neighbour_similarity,similarity_strength,historical_evidence_level,top_risk_features,top_protective_features,historical_evidence_text
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,0.4976841333257504,0.8906624102154829,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.5922205824915245,0.9080624973784822,0.43735118257400235,,0.5922205824915245,Strong,No Retrieved Failure Evidence,"sensor_034, sensor_064, sensor_342","sensor_032, sensor_520, sensor_248, sensor_060, sensor_104","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 59.22%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,0.6157387655692379,0.5403032721468476,10,1,9,0.1,0.12964110379272267,0.01787574951572113,0.4041563854975721,0.4073845312801702,0.691838965820521,0.23809380919406173,0.5281378030324222,0.3939675010854755,Moderate,Limited Failure Evidence,sensor_424,"sensor_104, sensor_060, sensor_317, sensor_206, sensor_511","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 12.96%, and the mean analytical similarity score was 40.74%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,0.6928662311642528,0.23463687150837986,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.4063609938374723,0.7025659442772876,0.23588798149657855,,0.4063609938374723,Moderate,No Retrieved Failure Evidence,"sensor_478, sensor_206, sensor_342, sensor_034, sensor_130","sensor_104, sensor_548, sensor_060, sensor_317, sensor_432","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 40.64%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,0.6432204646092334,0.16999201915403028,10,1,9,0.1,0.010122395563789062,0.01787574951572113,0.4041563854975721,0.03352660776016902,0.1405376700676338,0.0016810650631367597,0.0033936958566043083,0.03687470908278732,Very Weak,Limited Failure Evidence,"sensor_206, sensor_342","sensor_131, sensor_032, sensor_104, sensor_248, sensor_520","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 1.01%, and the mean analytical similarity score was 3.35%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,0.540319866790289,0.8515562649640862,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.5741072157578947,0.8865920996570917,0.449801883775134,,0.5741072157578947,Strong,No Retrieved Failure Evidence,sensor_576,"sensor_104, sensor_520, sensor_248, sensor_060, sensor_511","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 57.41%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,0.6236525866495336,0.5235434956105347,10,2,8,0.2,0.13326069239045096,0.056680947980693314,0.5098431532792765,0.3586036850286214,0.6043114092066235,0.19501493846368878,0.2389388768034064,0.38851988708492513,Moderate,Limited Failure Evidence,"sensor_424, sensor_153, sensor_064, sensor_015, sensor_206","sensor_104, sensor_214, sensor_034, sensor_310, sensor_060","The 10 nearest development records contained 2 observed failures. The similarity-weighted historical failure rate was 13.33%, and the mean analytical similarity score was 35.86%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,0.6906259863197972,0.24581005586592175,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.578963327979289,0.7854376123889263,0.4226037771167122,,0.578963327979289,Strong,No Retrieved Failure Evidence,"sensor_065, sensor_066, sensor_064, sensor_068","sensor_248, sensor_104, sensor_520, sensor_352, sensor_060","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 57.90%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001033,0,Pass,Engineering Review,0.0418474101202156,0.3995828351631742,0.6004171648368257,0.6855546687948924,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.42874163420203937,0.7347751032997955,0.1726547800813598,,0.42874163420203937,Moderate,No Retrieved Failure Evidence,nan,"sensor_104, sensor_248, sensor_126, sensor_520, sensor_060","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 42.87%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001397,0,Pass,Engineering Review,0.0377204669258587,0.2944655141160117,0.7055344858839883,0.09736632083000796,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.23543372734874227,0.7478314011140511,0.08562992082981306,,0.23543372734874227,Weak,No Retrieved Failure Evidence,"sensor_478, sensor_342, sensor_206","sensor_032, sensor_104, sensor_317, sensor_060, sensor_511","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 23.54%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000960,0,Pass,Low Risk,0.0294046723208523,0.4341160917599598,0.5658839082400402,0.5235434956105347,10,1,9,0.1,0.093069074376206,0.01787574951572113,0.4041563854975721,0.45631944780729705,0.9127405157166568,0.2719673355952344,0.4246922862728658,0.45983357686667836,Moderate,Limited Failure Evidence,sensor_153,"sensor_104, sensor_131, sensor_130, sensor_126, sensor_029","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 9.31%, and the mean analytical similarity score was 45.63%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001526,0,Pass,Low Risk,0.0198803182261642,0.396667687316871,0.6033323126831289,0.0638467677573824,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.06619157804675113,0.3838572754157588,0.004902677487091492,,0.06619157804675113,Very Weak,No Retrieved Failure Evidence,sensor_512,"sensor_104, sensor_034, sensor_131, sensor_214, sensor_352","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 6.62%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001443,0,Pass,Low Risk,0.0181476305780483,0.4584951295218503,0.5415048704781498,0.6935355147645651,10,1,9,0.1,0.11105071050494081,0.01787574951572113,0.4041563854975721,0.5838430586918745,0.9593812630917806,0.39029495262801217,0.6483618649111051,0.5766743024452933,Strong,Limited Failure Evidence,nan,"sensor_034, sensor_214, sensor_131, sensor_032, sensor_104","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 11.11%, and the mean analytical similarity score was 58.38%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000265,0,Pass,Engineering Review,0.0538031487423166,0.3830270519966525,0.6169729480033475,0.8675179569034318,10,1,9,0.1,0.07699104122055736,0.01787574951572113,0.4041563854975721,0.2514385846109046,0.37514817841663994,0.16507850667934626,0.1935851843221676,0.2578667401985421,Weak,Limited Failure Evidence,"sensor_060, sensor_511, sensor_153, sensor_034","sensor_032, sensor_104, sensor_206, sensor_015, sensor_470","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 7.70%, and the mean analytical similarity score was 25.14%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001542,0,Pass,Low Risk,0.0218768148533152,0.4429190097641921,0.5570809902358079,0.43176376695929763,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.06463376186500028,0.1350726908022953,0.025475741810922145,,0.06463376186500028,Very Weak,No Retrieved Failure Evidence,sensor_153,"sensor_034, sensor_104, sensor_214, sensor_131, sensor_126","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 6.46%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001530,0,Pass,Low Risk,0.0186067130995502,0.3980195100743661,0.6019804899256339,0.16999201915403028,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.6050626800043234,0.7921585662843322,0.4920302217662686,,0.6050626800043234,Strong,No Retrieved Failure Evidence,sensor_476,"sensor_034, sensor_131, sensor_104, sensor_032, sensor_060","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 60.51%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000799,0,Pass,Engineering Review,0.0611085369595678,0.2868980699667158,0.7131019300332841,0.16280925778132482,10,1,9,0.1,0.20823291403731506,0.01787574951572113,0.4041563854975721,0.44836982756150984,0.9336535575954165,0.17122667206257153,0.9336535575954165,0.3944494131132979,Moderate,Limited Failure Evidence,"sensor_424, sensor_064","sensor_104, sensor_015, sensor_564, sensor_432, sensor_296","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 20.82%, and the mean analytical similarity score was 44.84%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001209,0,Pass,Engineering Review,0.0725170463385827,0.2990451487357989,0.7009548512642011,0.538707102952913,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.5986793678399484,0.7516263964862443,0.4538864652222853,,0.5986793678399484,Strong,No Retrieved Failure Evidence,"sensor_424, sensor_034","sensor_104, sensor_029, sensor_060, sensor_126, sensor_130","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 59.87%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001475,0,Pass,Low Risk,0.0252320060344618,0.4319471021317037,0.5680528978682963,0.4086193136472466,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.7005507644658764,0.9047917257179605,0.5478081141326083,,0.7005507644658764,Strong,No Retrieved Failure Evidence,"sensor_489, sensor_082","sensor_131, sensor_104, sensor_060, sensor_478, sensor_317","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 70.06%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001494,0,Pass,Low Risk,0.0183735844336359,0.4280227544636211,0.5719772455363789,0.4908220271348763,10,1,9,0.1,0.05172032252824055,0.01787574951572113,0.4041563854975721,0.3139555064954528,0.9712620486067928,0.1325201943892274,0.16237880055461937,0.33079736271110094,Weak,Limited Failure Evidence,sensor_512,"sensor_104, sensor_032, sensor_432, sensor_060, sensor_478","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 5.17%, and the mean analytical similarity score was 31.40%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001143,0,Pass,Low Risk,0.0214773592737084,0.383026252222064,0.616973747777936,0.5490822027134876,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.5724519410057886,0.6925151400118711,0.449390533429848,,0.5724519410057886,Strong,No Retrieved Failure Evidence,nan,"sensor_104, sensor_520, sensor_060, sensor_130, sensor_453","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 57.25%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000531,0,Pass,Low Risk,0.0320711492468924,0.3796917872283974,0.6203082127716026,0.4134078212290503,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.5922282432647916,0.8366599342725465,0.3956869456731429,,0.5922282432647916,Strong,No Retrieved Failure Evidence,sensor_476,"sensor_032, sensor_104, sensor_248, sensor_352, sensor_520","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 59.22%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000117,0,Pass,High Risk,0.08617730496953,0.3532961700040336,0.6467038299959664,0.4485235434956105,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.5826885123804755,0.703983870995809,0.5244314201043666,,0.5826885123804755,Strong,No Retrieved Failure Evidence,"sensor_104, sensor_511, sensor_060, sensor_386, sensor_424","sensor_478, sensor_470, sensor_342, sensor_206","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 58.27%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000528,0,Pass,Engineering Review,0.0381657557069309,0.3510727691007169,0.6489272308992831,0.3280127693535515,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.554811452354344,0.6755890765451743,0.4011767508987152,,0.554811452354344,Strong,No Retrieved Failure Evidence,"sensor_542, sensor_103","sensor_104, sensor_032, sensor_065, sensor_478, sensor_123","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 55.48%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001037,0,Pass,Engineering Review,0.0509239273914036,0.3533377038643071,0.6466622961356929,0.5235434956105347,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.3655764488159375,0.5064078609973877,0.2135568698602604,,0.3655764488159375,Moderate,No Retrieved Failure Evidence,"sensor_478, sensor_206, sensor_342","sensor_214, sensor_104, sensor_352, sensor_060, sensor_511","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 36.56%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000835,0,Pass,Engineering Review,0.0559059183912735,0.2937994150776452,0.7062005849223547,0.6847565841979251,10,1,9,0.1,0.07585782264984436,0.01787574951572113,0.4041563854975721,0.2635905082039883,0.3374475314211253,0.1749121983257224,0.1999540202352049,0.2706612290894087,Weak,Limited Failure Evidence,"sensor_424, sensor_015, sensor_476","sensor_104, sensor_032, sensor_248, sensor_060, sensor_520","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 7.59%, and the mean analytical similarity score was 26.36%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000866,0,Pass,Low Risk,0.0205299903912706,0.4777586087653737,0.5222413912346263,0.7869114126097367,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.5412258647890914,0.7010053958954459,0.42687625025263004,,0.5412258647890914,Moderate,No Retrieved Failure Evidence,nan,"sensor_034, sensor_104, sensor_131, sensor_214, sensor_352","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 54.12%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000233,0,Pass,High Risk,0.1346828590055515,0.1685636711637997,0.8314363288362002,0.27693535514764567,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.043863476723931843,0.11651818312653921,0.015104529982693985,,0.043863476723931843,Very Weak,No Retrieved Failure Evidence,"sensor_104, sensor_065, sensor_478, sensor_206, sensor_066","sensor_032, sensor_034, sensor_060","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 4.39%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000155,1,Fail,Engineering Review,0.0680880688253122,0.2833128978460839,0.7166871021539161,0.4086193136472466,10,1,9,0.1,0.1814499325425076,0.01787574951572113,0.4041563854975721,0.291653987973777,0.5664447520215056,0.0528407854454497,0.5292059644359516,0.26525932392242424,Weak,Limited Failure Evidence,"sensor_104, sensor_060, sensor_386, sensor_520, sensor_424","sensor_032, sensor_201, sensor_282, sensor_022","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 18.14%, and the mean analytical similarity score was 29.17%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000141,0,Pass,High Risk,0.1223067350011968,0.3017567133283098,0.6982432866716902,0.6847565841979251,10,1,9,0.1,0.11807092276805432,0.01787574951572113,0.4041563854975721,0.5440574732999215,0.720601160879383,0.4228638182671706,0.6423736791137781,0.5331334504317152,Moderate,Limited Failure Evidence,"sensor_104, sensor_511, sensor_065, sensor_066","sensor_060, sensor_564, sensor_424, sensor_022, sensor_317","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 11.81%, and the mean analytical similarity score was 54.41%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001361,0,Pass,Low Risk,0.0309131434517018,0.4115538520744661,0.5884461479255338,0.8379888268156425,10,1,9,0.1,0.04868855752858429,0.01787574951572113,0.4041563854975721,0.30699471816591817,0.833712469320063,0.14947129996392827,0.14947129996392827,0.3244973201883615,Weak,Limited Failure Evidence,"sensor_512, sensor_082","sensor_104, sensor_060, sensor_184, sensor_206, sensor_578","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 4.87%, and the mean analytical similarity score was 30.70%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000904,0,Pass,Low Risk,0.0219170643882636,0.4218171175651103,0.5781828824348897,0.4277733439744613,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.3626518337043783,0.5840820648803488,0.2231369559218087,,0.3626518337043783,Moderate,No Retrieved Failure Evidence,sensor_489,"sensor_104, sensor_131, sensor_214, sensor_248, sensor_520","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 36.27%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001480,0,Pass,Low Risk,0.030779034803649,0.4681662015024021,0.5318337984975978,0.7015163607342378,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.43176480268777534,0.8243214429031753,0.23547766477163562,,0.43176480268777534,Moderate,No Retrieved Failure Evidence,sensor_103,"sensor_104, sensor_214, sensor_352, sensor_478, sensor_432","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 43.18%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001284,0,Pass,Engineering Review,0.0639657036553918,0.2714142424031071,0.7285857575968929,0.10933758978451713,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.019983491451792425,0.08576393201628739,0.0004742013221032352,,0.019983491451792425,Very Weak,No Retrieved Failure Evidence,"sensor_476, sensor_130","sensor_104, sensor_282, sensor_432, sensor_578, sensor_122","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 2.00%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001499,0,Pass,Engineering Review,0.036773648363792,0.3619206604975294,0.6380793395024705,0.12529928172386273,10,1,9,0.1,0.08126892013573893,0.01787574951572113,0.4041563854975721,0.5574028636059352,0.8681717698239511,0.39147076473900083,0.45299528805822925,0.5690037053334582,Strong,Limited Failure Evidence,"sensor_065, sensor_476, sensor_489","sensor_104, sensor_511, sensor_317, sensor_060, sensor_181","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 8.13%, and the mean analytical similarity score was 55.74%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001157,0,Pass,Engineering Review,0.0445785602112406,0.3732563073354618,0.6267436926645382,0.43096568236233046,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.6688660051309021,0.8021711188021261,0.5270483800242718,,0.6688660051309021,Strong,No Retrieved Failure Evidence,sensor_206,"sensor_104, sensor_214, sensor_352, sensor_126, sensor_181","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 66.89%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001564,0,Pass,Low Risk,0.0294693810101592,0.3174412366774775,0.6825587633225225,0.21388667198723066,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.5709508294942526,0.8552098068060707,0.43905091994238904,,0.5709508294942526,Strong,No Retrieved Failure Evidence,"sensor_512, sensor_034","sensor_104, sensor_032, sensor_060, sensor_432, sensor_511","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 57.10%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
