query_wafer_id,query_actual_target,query_actual_status,query_decision,query_failure_probability,query_prediction_confidence,neighbour_rank,historical_wafer_id,historical_target,historical_status,distance,similarity_score
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,2,WF-000129,0,Pass,0.12634607320234972,0.40661126500481254
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,3,WF-000934,0,Pass,0.14728807717756667,0.3502679920594574
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,4,WF-000118,0,Pass,0.15419750982500718,0.3334477699362225
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,5,WF-000886,0,Pass,0.15920209171252975,0.3217713484049516
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,6,WF-000047,0,Pass,0.16926119634457132,0.2995242553052093
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,7,WF-001338,0,Pass,0.16962992311638003,0.2987386617895344
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,8,WF-001148,0,Pass,0.17437635351056402,0.288808195325788
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,9,WF-000807,0,Pass,0.18804536455370283,0.26201598000148096
WF-000297,0,Pass,Engineering Review,0.0629760541589986,0.3174293547995154,10,WF-000892,0,Pass,0.19214517980980889,0.25447551741207447
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,1,WF-000560,0,Pass,0.06187222464972492,0.6435961626061641
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,2,WF-000083,1,Fail,0.1013096513380459,0.48598564105544995
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,3,WF-000529,0,Pass,0.11292085166184408,0.44741139104510297
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,4,WF-000569,0,Pass,0.1195912824758926,0.42665191085747245
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,5,WF-000746,0,Pass,0.12071996421649223,0.4232357989150141
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,6,WF-000645,0,Pass,0.16463348963624785,0.3095613079210242
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,7,WF-001303,1,Fail,0.1808269145038667,0.27583939030264326
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,8,WF-001057,0,Pass,0.18965252414969538,0.25903379309602725
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,9,WF-000493,0,Pass,0.20163061431596543,0.23785108700730834
WF-001296,0,Pass,Engineering Review,0.0423677814160584,0.4164477548165061,10,WF-000584,1,Fail,0.24004358838968834,0.1809189361270634
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,1,WF-000261,0,Pass,0.04094112544201411,0.7470654786585923
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,2,WF-001159,0,Pass,0.050597266486095055,0.6974125593579342
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,3,WF-000031,0,Pass,0.06080070316014934,0.6485268107253348
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,4,WF-001164,0,Pass,0.06224823462765824,0.641874837995645
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,5,WF-000959,0,Pass,0.06332136476541618,0.6369874654177269
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,6,WF-000368,0,Pass,0.07366798751090185,0.5917334855929705
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,7,WF-000202,0,Pass,0.08818184951077557,0.5336187404392866
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,8,WF-001452,0,Pass,0.09105188569726043,0.5228213573374983
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,9,WF-000252,0,Pass,0.09321950769680999,0.5148115870703026
WF-001240,0,Pass,Engineering Review,0.0517514508083244,0.3962679002211794,10,WF-000567,0,Pass,0.09507007139743984,0.5080705806080831
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,1,WF-001388,0,Pass,0.030613250955076037,0.804091396731768
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,2,WF-000776,0,Pass,0.054556188490007824,0.6780220373806376
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,3,WF-000914,0,Pass,0.06372127953687506,0.635175660893387
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,4,WF-000499,0,Pass,0.0748746714556979,0.586669574095733
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,5,WF-000364,0,Pass,0.07725361607091175,0.5768127925621881
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,6,WF-001410,0,Pass,0.08079832119146793,0.5624322400414639
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,7,WF-000618,0,Pass,0.08147696606744805,0.5597202070150185
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,8,WF-000656,0,Pass,0.08313464098825717,0.5531505839843056
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,9,WF-001229,0,Pass,0.09267693502971262,0.5168049071098311
WF-001433,0,Pass,Low Risk,0.023658352782628,0.4197749922399569,10,WF-000474,0,Pass,0.10150426932121591,0.4853124523534843
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,1,WF-000295,1,Fail,0.05059180505720969,0.6974396884883847
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,2,WF-000401,0,Pass,0.07066789389811368,0.6045137730408471
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,3,WF-000226,0,Pass,0.073366351067545,0.5930061325407001
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,4,WF-001481,0,Pass,0.08817108379636364,0.5336596591516575
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,5,WF-001066,0,Pass,0.09218932254993435,0.5186028967870461
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,6,WF-001127,0,Pass,0.09935386565536859,0.492802816380351
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,7,WF-001102,0,Pass,0.10526050432604885,0.4725006855102064
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,8,WF-001116,0,Pass,0.11067713203610988,0.4546188441158399
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,9,WF-001217,0,Pass,0.11250607912604642,0.44873509255814403
WF-000974,0,Pass,Low Risk,0.0263637970331434,0.4233584013217353,10,WF-001004,0,Pass,0.11899876673522283,0.4284562646244021
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,1,WF-000914,0,Pass,0.025719989634611175,0.8326098020366688
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,2,WF-001388,0,Pass,0.048817995450096914,0.7063069874560484
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,3,WF-000656,0,Pass,0.05466833213036888,0.6774806895425781
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,4,WF-001229,0,Pass,0.05709429598481052,0.6658751331244043
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,5,WF-001410,0,Pass,0.06171872745371117,0.6443001788779775
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,6,WF-000618,0,Pass,0.07209650347723275,0.5983938848917866
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,7,WF-000776,0,Pass,0.07868147702968546,0.5709763840071618
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,8,WF-000499,0,Pass,0.08683108042729941,0.5387773704062128
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,9,WF-000474,0,Pass,0.09978838151391937,0.4912800322861097
WF-000284,0,Pass,Engineering Review,0.0511986153901467,0.3575143690842667,10,WF-000364,0,Pass,0.11345663898015088,0.44570726212358186
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,1,WF-000473,0,Pass,0.04432543175339284,0.7292730199925217
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,2,WF-000483,0,Pass,0.0554449571269548,0.6737435521055729
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,3,WF-001409,0,Pass,0.056019851796728394,0.6709904302157377
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,4,WF-000833,0,Pass,0.07282120260282048,0.5953131387971113
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,5,WF-000633,0,Pass,0.07349328426858501,0.5924702501411349
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,6,WF-000703,0,Pass,0.07415492211815793,0.589684800161242
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,7,WF-000397,0,Pass,0.09777601371159933,0.49837228094056174
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,8,WF-000700,0,Pass,0.10246761645374972,0.4819939163280466
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,9,WF-001417,0,Pass,0.11613882589821206,0.43727336322480426
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,10,WF-000924,0,Pass,0.11898194741481419,0.42850759475091116
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,1,WF-000810,0,Pass,0.01354051420301343,0.9080624973784822
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,2,WF-001342,0,Pass,0.040567707197829025,0.7490550670938273
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,3,WF-000994,0,Pass,0.0690862293856049,0.6113623524032148
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,4,WF-001285,0,Pass,0.0703677534368833,0.6058074516996157
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,5,WF-001548,0,Pass,0.07593698190800752,0.582247414242597
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,6,WF-001533,0,Pass,0.08351414944111481,0.5516574135477019
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,7,WF-000586,0,Pass,0.08784497024387279,0.5349006514197115
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,8,WF-001508,0,Pass,0.09626252702992333,0.5037736862318545
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,9,WF-000452,0,Pass,0.11590952165724425,0.4379881083242386
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,10,WF-000989,0,Pass,0.11611384174986406,0.43735118257400235
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,1,WF-000375,0,Pass,0.05172382915930466,0.691838965820521
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,2,WF-000425,1,Fail,0.08963139673824827,0.5281378030324222
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,3,WF-000044,0,Pass,0.0925518867128189,0.5172654067305216
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,4,WF-000119,0,Pass,0.11028581022154602,0.4558877173654916
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,5,WF-001456,0,Pass,0.11238503235029519,0.44912213792019967
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,6,WF-000104,0,Pass,0.12668035194876617,0.40564431805192674
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,7,WF-001561,0,Pass,0.17171820766101642,0.2943281733234501
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,8,WF-000079,0,Pass,0.1921304140785503,0.2545022816685627
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,9,WF-000091,0,Pass,0.20093954912747253,0.23902469969454446
WF-001123,0,Pass,Low Risk,0.0306379573140376,0.3842612344307621,10,WF-000426,0,Pass,0.2014874115338434,0.23809380919406173
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,1,WF-000893,0,Pass,0.04956362057194506,0.7025659442772876
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,2,WF-001277,0,Pass,0.09846144469280692,0.4959451717508088
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,3,WF-001148,0,Pass,0.10267925085356103,0.4812679241876134
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,4,WF-001338,0,Pass,0.10385735479079912,0.47724648883772336
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,5,WF-001292,0,Pass,0.11575100715069903,0.4384828834960365
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,6,WF-000047,0,Pass,0.1396275019373018,0.3699104187405015
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,7,WF-000934,0,Pass,0.15568089681082362,0.32994330729385724
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,8,WF-000108,0,Pass,0.1757489654391524,0.28599844667162116
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,9,WF-001162,0,Pass,0.19669488351816594,0.24636137162269556
WF-001275,0,Pass,Engineering Review,0.0451050242569556,0.3071337688357471,10,WF-000064,0,Pass,0.20279421921739751,0.23588798149657855
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,1,WF-000614,0,Pass,0.2755050308527,0.1405376700676338
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,2,WF-000545,0,Pass,0.3373741439056873,0.09045150974776625
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,3,WF-000378,0,Pass,0.3698382837795809,0.07177876217602579
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,4,WF-000273,0,Pass,0.6661648247463845,0.008697260503304445
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,5,WF-000739,0,Pass,0.6976572095721258,0.0069497392244244035
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,6,WF-000275,0,Pass,0.729421578192391,0.00554259600104103
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,7,WF-000369,1,Fail,0.798294115936487,0.0033936958566043083
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,8,WF-000578,0,Pass,0.8012917832142425,0.003322005671770196
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,9,WF-000361,0,Pass,0.8197974725207912,0.002911773289983204
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,10,WF-000747,0,Pass,0.8969243350501822,0.0016810650631367597
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,1,WF-000524,0,Pass,0.016900044409452097,0.8865920996570917
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,2,WF-000625,0,Pass,0.03936454520337512,0.7555016771794166
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,3,WF-001235,0,Pass,0.0825434033517156,0.5554848565864724
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,4,WF-000371,0,Pass,0.08586233209818701,0.5425077312764964
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,5,WF-000761,0,Pass,0.08885425062676955,0.5310692620206868
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,6,WF-000783,0,Pass,0.08908357788575272,0.5302025324975
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,7,WF-000765,0,Pass,0.08968603634785413,0.5279323078154703
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,8,WF-000267,0,Pass,0.10159312107753557,0.4850054219252829
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,9,WF-000623,0,Pass,0.10393742751953094,0.47697438484539584
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,10,WF-001043,0,Pass,0.11217269701108172,0.449801883775134
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,1,WF-001200,0,Pass,0.07071490149183224,0.6043114092066235
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,2,WF-000437,0,Pass,0.09634688486227876,0.5034710911903535
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,3,WF-000431,0,Pass,0.10808892721269056,0.4630772124529984
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,4,WF-000218,0,Pass,0.12697060052727793,0.4048065996617643
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,5,WF-000896,0,Pass,0.1559469680341073,0.32931862792674227
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,6,WF-000464,0,Pass,0.17649795792368955,0.2844767972088431
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,7,WF-001152,1,Fail,0.17729678979596866,0.282862815143124
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,8,WF-000357,0,Pass,0.1888981057415735,0.2604294138159072
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,9,WF-001108,0,Pass,0.19006824088649857,0.2582679452161689
WF-000793,0,Pass,Engineering Review,0.0426441651253827,0.3763474133504664,10,WF-000065,1,Fail,0.22950974702585394,0.19501493846368878
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,1,WF-000524,0,Pass,0.033908718562985704,0.7854376123889263
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,2,WF-000371,0,Pass,0.03637975891890483,0.7717348937842587
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,3,WF-001235,0,Pass,0.05243846584140752,0.6883264612701766
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,4,WF-000623,0,Pass,0.056916465324306525,0.6667190620741047
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,5,WF-000625,0,Pass,0.07595163719167464,0.5821866412655373
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,6,WF-001021,0,Pass,0.10098484953942127,0.4871112192925367
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,7,WF-001350,0,Pass,0.1032677759535561,0.47925478697766505
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,8,WF-000801,0,Pass,0.10650773223925696,0.4683218807963234
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,9,WF-000267,0,Pass,0.11592592347166157,0.43793694482664836
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,10,WF-000761,0,Pass,0.12092978222097707,0.4226037771167122
WF-001033,0,Pass,Engineering Review,0.0418474101202156,0.3995828351631742,1,WF-001319,0,Pass,0.04327014018103712,0.7347751032997955
WF-001033,0,Pass,Engineering Review,0.0418474101202156,0.3995828351631742,2,WF-000127,0,Pass,0.05324801723771326,0.6843689806313266
WF-001033,0,Pass,Engineering Review,0.0418474101202156,0.3995828351631742,3,WF-001083,0,Pass,0.08991137637641783,0.5270856664279828
WF-001033,0,Pass,Engineering Review,0.0418474101202156,0.3995828351631742,4,WF-000363,0,Pass,0.11706463726501404,0.434399435692025
WF-001033,0,Pass,Engineering Review,0.0418474101202156,0.3995828351631742,5,WF-001105,0,Pass,0.11994083000186147,0.4255910197721553
WF-001033,0,Pass,Engineering Review,0.0418474101202156,0.3995828351631742,6,WF-000118,0,Pass,0.13186841843140756,0.390928547342272
WF-001033,0,Pass,Engineering Review,0.0418474101202156,0.3995828351631742,7,WF-000596,0,Pass,0.15283795939312847,0.3366923532779261
WF-001033,0,Pass,Engineering Review,0.0418474101202156,0.3995828351631742,8,WF-000433,0,Pass,0.16067494061437246,0.3184135007480423
WF-001033,0,Pass,Engineering Review,0.0418474101202156,0.3995828351631742,9,WF-001431,0,Pass,0.18778252337008514,0.2625069547475076
WF-001033,0,Pass,Engineering Review,0.0418474101202156,0.3995828351631742,10,WF-001039,0,Pass,0.2466080068236729,0.1726547800813598
WF-001397,0,Pass,Engineering Review,0.0377204669258587,0.2944655141160117,1,WF-001407,0,Pass,0.04079725478704786,0.7478314011140511
WF-001397,0,Pass,Engineering Review,0.0377204669258587,0.2944655141160117,2,WF-000795,0,Pass,0.18441572176744084,0.2688779504526799
WF-001397,0,Pass,Engineering Review,0.0377204669258587,0.2944655141160117,3,WF-001465,0,Pass,0.18532401669505325,0.2671441088421176
WF-001397,0,Pass,Engineering Review,0.0377204669258587,0.2944655141160117,4,WF-001474,0,Pass,0.1987436561622893,0.24279248357062813
WF-001397,0,Pass,Engineering Review,0.0377204669258587,0.2944655141160117,5,WF-001265,0,Pass,0.20630646407065706,0.23006022806348325
WF-001397,0,Pass,Engineering Review,0.0377204669258587,0.2944655141160117,6,WF-000780,0,Pass,0.2537258656220548,0.16411990463979814
WF-001397,0,Pass,Engineering Review,0.0377204669258587,0.2944655141160117,7,WF-001430,0,Pass,0.2737437103628537,0.14231181653529298
WF-001397,0,Pass,Engineering Review,0.0377204669258587,0.2944655141160117,8,WF-001085,0,Pass,0.3009485637248382,0.11724367415660253
WF-001397,0,Pass,Engineering Review,0.0377204669258587,0.2944655141160117,9,WF-001458,0,Pass,0.3407131229449213,0.08832578528295564
WF-001397,0,Pass,Engineering Review,0.0377204669258587,0.2944655141160117,10,WF-001389,0,Pass,0.3450651617656348,0.08562992082981306
WF-000960,0,Pass,Low Risk,0.0294046723208523,0.4341160917599598,1,WF-000987,0,Pass,0.012819077010654144,0.9127405157166568
WF-000960,0,Pass,Low Risk,0.0294046723208523,0.4341160917599598,2,WF-001188,0,Pass,0.062088231095549014,0.6426067498656968
WF-000960,0,Pass,Low Risk,0.0294046723208523,0.4341160917599598,3,WF-000523,0,Pass,0.07821222961452849,0.5728878974998387
WF-000960,0,Pass,Low Risk,0.0294046723208523,0.4341160917599598,4,WF-000844,0,Pass,0.08515006899039848,0.545266910005511
WF-000960,0,Pass,Low Risk,0.0294046723208523,0.4341160917599598,5,WF-000242,1,Fail,0.120237631476773,0.4246922862728658
WF-000960,0,Pass,Low Risk,0.0294046723208523,0.4341160917599598,6,WF-000998,0,Pass,0.16618453787349488,0.30616030760614826
WF-000960,0,Pass,Low Risk,0.0294046723208523,0.4341160917599598,7,WF-000293,0,Pass,0.1670363979974957,0.3043083471437486
WF-000960,0,Pass,Low Risk,0.0294046723208523,0.4341160917599598,8,WF-000215,0,Pass,0.17075328475195622,0.29635795376510926
WF-000960,0,Pass,Low Risk,0.0294046723208523,0.4341160917599598,9,WF-000120,0,Pass,0.1756470260167897,0.2862061746021611
WF-000960,0,Pass,Low Risk,0.0294046723208523,0.4341160917599598,10,WF-000963,0,Pass,0.18281172922763936,0.2719673355952344
WF-001526,0,Pass,Low Risk,0.0198803182261642,0.396667687316871,1,WF-001532,0,Pass,0.1344312882565404,0.3838572754157588
WF-001526,0,Pass,Low Risk,0.0198803182261642,0.396667687316871,2,WF-001511,0,Pass,0.22921887343843048,0.19541937790168729
