wafer_id,target,status,decision,calibrated_failure_probability,prediction_confidence,combined_uncertainty,data_familiarity,historical_weighted_failure_rate,feature,feature_value,measurement_missing,development_median,development_iqr,development_missing_rate,robust_z,absolute_robust_z,shap_contribution,positive_shap_contribution,absolute_shap_contribution,global_mean_absolute_shap,global_relative_importance,global_importance_normalized,failure_explanation_records,failure_recurrence_normalized,failure_positive_contribution_rate,local_shap_rank_score,robust_deviation_rank_score,global_importance_rank_score,failure_recurrence_rank_score,investigation_priority_score,priority_level,deviation_level,investigation_reason,investigation_rank
WF-000010,0,Pass,High Risk,0.1258533507077437,0.2519468736781179,0.7480531263218821,0.0638467677573824,0.38317759238704,sensor_060,28.3118,False,1.00135,6.19865,0.0039904229848363925,4.4058706331217286,4.4058706331217286,0.0109391739115186,0.0109391739115186,0.0109391739115186,0.0075707665984331,0.0171785501036483,0.5792692527327219,18,0.8571428571428571,0.8333333333333334,1.0,0.8,0.9,0.9,0.9,Very High,Extreme Deviation,sensor_060: the feature increased this wafer's predicted failure risk; the observed value shows an extreme deviation from the development reference; the feature recurs frequently in explanations for observed failure records.,1
WF-000010,0,Pass,High Risk,0.1258533507077437,0.2519468736781179,0.7480531263218821,0.0638467677573824,0.38317759238704,sensor_478,16.9701,False,5.243,2.5797,0.0031923383878691143,4.545916191805248,4.545916191805248,0.0090129390267959,0.0090129390267959,0.0090129390267959,0.0051463216731132,0.0116773306324573,0.3937653962973162,14,0.6666666666666666,0.4285714285714285,0.7,1.0,0.8,0.8,0.825,Very High,Extreme Deviation,sensor_478: the feature increased this wafer's predicted failure risk; the observed value shows an extreme deviation from the development reference; the feature recurs frequently in explanations for observed failure records.,2
WF-000010,0,Pass,High Risk,0.1258533507077437,0.2519468736781179,0.7480531263218821,0.0638467677573824,0.38317759238704,sensor_104,-0.0073,False,-0.0101,0.003599999999999999,0.0015961691939345571,0.7777777777777779,0.7777777777777779,0.0106132879177825,0.0106132879177825,0.0106132879177825,0.0130695122565504,0.029655553134588,1.0,21,1.0,0.3809523809523809,0.9,0.1,1.0,1.0,0.75,High,Within Typical Range,sensor_104: the feature increased this wafer's predicted failure risk; the feature is globally influential in the fitted model; the feature recurs frequently in explanations for observed failure records.,3
WF-000010,0,Pass,High Risk,0.1258533507077437,0.2519468736781179,0.7480531263218821,0.0638467677573824,0.38317759238704,sensor_206,24.97,False,7.74,3.8099999999999996,0.0031923383878691143,4.522309711286089,4.522309711286089,0.0074184806102282,0.0074184806102282,0.0074184806102282,0.0047414013658004,0.0107585407454995,0.36278334437645315,11,0.5238095238095238,0.5454545454545454,0.6,0.9,0.6,0.7,0.7,High,Extreme Deviation,sensor_206: the feature increased this wafer's predicted failure risk; the observed value shows an extreme deviation from the development reference.,4
WF-000010,0,Pass,High Risk,0.1258533507077437,0.2519468736781179,0.7480531263218821,0.0638467677573824,0.38317759238704,sensor_342,6.2758,False,2.3957,1.0607000000000002,0.0031923383878691143,3.658056000754218,3.658056000754218,0.0098862446579992,0.0098862446579992,0.0098862446579992,0.0040180949139992,0.009117312481359,0.30744031109388514,7,0.3333333333333333,0.8571428571428571,0.8,0.7,0.5,0.5,0.625,Moderate,Extreme Deviation,sensor_342: the feature increased this wafer's predicted failure risk; the observed value shows an extreme deviation from the development reference.,5
WF-000010,0,Pass,High Risk,0.1258533507077437,0.2519468736781179,0.7480531263218821,0.0638467677573824,0.38317759238704,sensor_511,86.0068,False,46.9294,29.00590000000001,0.0015961691939345571,1.3472224616371147,1.3472224616371147,0.0057178118606376,0.0057178118606376,0.0057178118606376,0.005126153373235,0.0116315674794848,0.3922222400201497,10,0.47619047619047616,0.5,0.5,0.5,0.7,0.6,0.575,Moderate,Mild Deviation,sensor_511: the feature increased this wafer's predicted failure risk.,6
WF-000010,0,Pass,High Risk,0.1258533507077437,0.2519468736781179,0.7480531263218821,0.0638467677573824,0.38317759238704,sensor_201,5.58,False,17.244999999999997,5.9175,0.0039904229848363925,-1.9712716518800164,1.9712716518800164,-0.0070367404539328,0.0,0.0070367404539328,0.0021901366059519,0.0049695590175724,0.1675760015339677,5,0.23809523809523808,0.0,0.25,0.6,0.3,0.4,0.38749999999999996,Low,Moderate Deviation,sensor_201: the feature materially influenced the model prediction; the observed value shows a moderate deviation from the development reference.,7
WF-000010,0,Pass,High Risk,0.1258533507077437,0.2519468736781179,0.7480531263218821,0.0638467677573824,0.38317759238704,sensor_015,12.4278,False,8.870899999999999,3.751099999999999,0.0023942537909018356,0.948228519634241,0.948228519634241,-0.004975999955846,0.0,0.004975999955846,0.0031711568989159,0.0071955563503744,0.2426377386291922,4,0.19047619047619047,0.5,0.25,0.2,0.4,0.3,0.28750000000000003,Low,Within Typical Range,sensor_015: the feature materially influenced the model prediction.,8
WF-000010,0,Pass,High Risk,0.1258533507077437,0.2519468736781179,0.7480531263218821,0.0638467677573824,0.38317759238704,sensor_470,4.07,False,5.4756,1.1565000000000003,0.0031923383878691143,-1.215391266753134,1.215391266753134,-0.0060934783836959,0.0,0.0060934783836959,0.0020810925005187,0.0047221310187909,0.15923260636414818,1,0.047619047619047616,0.0,0.25,0.4,0.2,0.1,0.23750000000000002,Low,Mild Deviation,sensor_470: the feature materially influenced the model prediction.,9
WF-000010,0,Pass,High Risk,0.1258533507077437,0.2519468736781179,0.7480531263218821,0.0638467677573824,0.38317759238704,sensor_548,396.504,False,403.324,6.786000000000001,0.1596169193934557,-1.0050103153551417,1.0050103153551417,-0.0059647866752053,0.0,0.0059647866752053,0.001275001403894,0.0028930591392883,0.0975553929531665,3,0.14285714285714285,0.0,0.25,0.3,0.1,0.2,0.21250000000000002,Low,Mild Deviation,sensor_548: the feature materially influenced the model prediction.,10
WF-000012,1,Fail,High Risk,0.1668514943075025,0.2937924923504679,0.706207507649532,0.07661612130885875,0.0,sensor_060,25.0836,False,1.00135,6.19865,0.0039904229848363925,3.885079815766337,3.885079815766337,0.0132858680006932,0.0132858680006932,0.0132858680006932,0.0075707665984331,0.0171785501036483,0.5792692527327219,18,0.8571428571428571,0.8333333333333334,0.9,1.0,0.9,0.9,0.9249999999999999,Very High,Extreme Deviation,sensor_060: the feature increased this wafer's predicted failure risk; the observed value shows an extreme deviation from the development reference; the feature recurs frequently in explanations for observed failure records.,1
WF-000012,1,Fail,High Risk,0.1668514943075025,0.2937924923504679,0.706207507649532,0.07661612130885875,0.0,sensor_104,-0.0059,False,-0.0101,0.003599999999999999,0.0015961691939345571,1.166666666666667,1.166666666666667,0.0156519626356533,0.0156519626356533,0.0156519626356533,0.0130695122565504,0.029655553134588,1.0,21,1.0,0.3809523809523809,1.0,0.5,1.0,1.0,0.875,Very High,Mild Deviation,sensor_104: the feature increased this wafer's predicted failure risk; the feature is globally influential in the fitted model; the feature recurs frequently in explanations for observed failure records.,2
WF-000012,1,Fail,High Risk,0.1668514943075025,0.2937924923504679,0.706207507649532,0.07661612130885875,0.0,sensor_478,8.3929,False,5.243,2.5797,0.0031923383878691143,1.2210334535023448,1.2210334535023448,0.0066718729279029,0.0066718729279029,0.0066718729279029,0.0051463216731132,0.0116773306324573,0.3937653962973162,14,0.6666666666666666,0.4285714285714285,0.7,0.6,0.7,0.8,0.7,High,Mild Deviation,sensor_478: the feature increased this wafer's predicted failure risk; the feature recurs frequently in explanations for observed failure records.,3
WF-000012,1,Fail,High Risk,0.1668514943075025,0.2937924923504679,0.706207507649532,0.07661612130885875,0.0,sensor_034,9.6234,False,8.77,0.4806000000000008,0.0,1.775697045359965,1.775697045359965,0.0050860286472933,0.0050860286472933,0.0050860286472933,0.00564012565872,0.0127978032289685,0.4315482894851861,9,0.42857142857142855,0.6666666666666666,0.5,0.8,0.8,0.7,0.7,High,Moderate Deviation,sensor_034: the feature increased this wafer's predicted failure risk; the observed value shows a moderate deviation from the development reference.,4
WF-000012,1,Fail,High Risk,0.1668514943075025,0.2937924923504679,0.706207507649532,0.07661612130885875,0.0,sensor_342,3.9784,False,2.3957,1.0607000000000002,0.0031923383878691143,1.4921278401055904,1.4921278401055904,0.0080072254454967,0.0080072254454967,0.0080072254454967,0.0040180949139992,0.009117312481359,0.30744031109388514,7,0.3333333333333333,0.8571428571428571,0.8,0.7,0.6,0.6,0.675,High,Mild Deviation,sensor_342: the feature increased this wafer's predicted failure risk.,5
WF-000012,1,Fail,High Risk,0.1668514943075025,0.2937924923504679,0.706207507649532,0.07661612130885875,0.0,sensor_378,0.0024,False,0.0015,0.0005,0.0015961691939345571,1.7999999999999994,1.7999999999999994,-0.004655467323362,0.0,0.004655467323362,0.0020212613685928,0.0045863703815841,0.15465469016104635,1,0.047619047619047616,0.0,0.2,0.9,0.4,0.1,0.4,Low,Moderate Deviation,sensor_378: the feature materially influenced the model prediction; the observed value shows a moderate deviation from the development reference.,6
WF-000012,1,Fail,High Risk,0.1668514943075025,0.2937924923504679,0.706207507649532,0.07661612130885875,0.0,sensor_476,5.6355,False,4.2736,1.2403000000000004,0.0031923383878691143,1.0980407965814722,1.0980407965814722,0.0059706363901923,0.0059706363901923,0.0059706363901923,0.0017193743728094,0.003901369620396,0.13155612382915471,2,0.09523809523809523,1.0,0.6,0.4,0.3,0.25,0.3875,Low,Mild Deviation,sensor_476: the feature increased this wafer's predicted failure risk.,7
WF-000012,1,Fail,High Risk,0.1668514943075025,0.2937924923504679,0.706207507649532,0.07661612130885875,0.0,sensor_181,15.08,False,18.655,4.105,0.0007980845969672786,-0.8708891595615105,0.8708891595615105,0.0045823067742439,0.0045823067742439,0.0045823067742439,0.00311847232535,0.0070760117078438,0.2386066338311157,2,0.09523809523809523,0.5,0.4,0.2,0.5,0.25,0.3375,Low,Within Typical Range,sensor_181: the feature increased this wafer's predicted failure risk.,8
WF-000012,1,Fail,High Risk,0.1668514943075025,0.2937924923504679,0.706207507649532,0.07661612130885875,0.0,sensor_389,13.9769,False,32.4096,17.5001,0.0,-1.0532911240507195,1.0532911240507195,-0.0076594701951115,0.0,0.0076594701951115,0.0016263203788963,0.0036902241999162,0.12443619524372022,3,0.14285714285714285,0.0,0.2,0.3,0.2,0.45,0.2875,Low,Mild Deviation,sensor_389: the feature materially influenced the model prediction.,9
WF-000012,1,Fail,High Risk,0.1668514943075025,0.2937924923504679,0.706207507649532,0.07661612130885875,0.0,sensor_548,399.092,False,403.324,6.786000000000001,0.1596169193934557,-0.6236368994989724,0.6236368994989724,-0.0055191752688992,0.0,0.0055191752688992,0.001275001403894,0.0028930591392883,0.0975553929531665,3,0.14285714285714285,0.0,0.2,0.1,0.1,0.45,0.21250000000000002,Low,Within Typical Range,sensor_548: the feature materially influenced the model prediction.,10
WF-000018,0,Pass,Engineering Review,0.0713107101820972,0.2402717066243325,0.7597282933756675,0.28731045490822027,0.1805627085665412,sensor_104,-0.0066,False,-0.0101,0.003599999999999999,0.0015961691939345571,0.9722222222222224,0.9722222222222224,0.0169204609364112,0.0169204609364112,0.0169204609364112,0.0130695122565504,0.029655553134588,1.0,21,1.0,0.3809523809523809,1.0,0.4,1.0,1.0,0.85,Very High,Within Typical Range,sensor_104: the feature increased this wafer's predicted failure risk; the feature is globally influential in the fitted model; the feature recurs frequently in explanations for observed failure records.,1
WF-000018,0,Pass,Engineering Review,0.0713107101820972,0.2402717066243325,0.7597282933756675,0.28731045490822027,0.1805627085665412,sensor_511,89.7338,False,46.9294,29.00590000000001,0.0015961691939345571,1.4757135617236488,1.4757135617236488,0.0087440597426616,0.0087440597426616,0.0087440597426616,0.005126153373235,0.0116315674794848,0.3922222400201497,10,0.47619047619047616,0.5,0.9,0.9,0.7,0.7,0.8,Very High,Mild Deviation,sensor_511: the feature increased this wafer's predicted failure risk.,2
WF-000018,0,Pass,Engineering Review,0.0713107101820972,0.2402717066243325,0.7597282933756675,0.28731045490822027,0.1805627085665412,sensor_214,1.2837,False,0.0553,0.0371,0.01596169193934557,33.110512129380055,33.110512129380055,0.0042140289848339,0.0042140289848339,0.0042140289848339,0.003767018168478,0.0085476034041184,0.28822943768157694,7,0.3333333333333333,0.2857142857142857,0.8,1.0,0.6,0.6,0.75,High,Extreme Deviation,sensor_214: the feature increased this wafer's predicted failure risk; the observed value shows an extreme deviation from the development reference.,3
WF-000018,0,Pass,Engineering Review,0.0713107101820972,0.2402717066243325,0.7597282933756675,0.28731045490822027,0.1805627085665412,sensor_060,-5.5327,False,1.00135,6.19865,0.0039904229848363925,-1.0541085558952354,1.0541085558952354,-0.0090299775794814,0.0,0.0090299775794814,0.0075707665984331,0.0171785501036483,0.5792692527327219,18,0.8571428571428571,0.8333333333333334,0.4,0.6,0.9,0.9,0.7,Moderate,Mild Deviation,sensor_060: the feature materially influenced the model prediction; the feature recurs frequently in explanations for observed failure records.,4
WF-000018,0,Pass,Engineering Review,0.0713107101820972,0.2402717066243325,0.7597282933756675,0.28731045490822027,0.1805627085665412,sensor_478,4.2575,False,5.243,2.5797,0.0031923383878691143,-0.3820211652517735,0.3820211652517735,-0.0071889326997554,0.0,0.0071889326997554,0.0051463216731132,0.0116773306324573,0.3937653962973162,14,0.6666666666666666,0.4285714285714285,0.4,0.1,0.8,0.8,0.525,Moderate,Within Typical Range,sensor_478: the feature materially influenced the model prediction; the feature recurs frequently in explanations for observed failure records.,5
WF-000018,0,Pass,Engineering Review,0.0713107101820972,0.2402717066243325,0.7597282933756675,0.28731045490822027,0.1805627085665412,sensor_578,22.148,False,13.8172,5.6991,0.0,1.4617746661753612,1.4617746661753612,-0.005711828143121,0.0,0.005711828143121,0.0021423504969282,0.0048611293021072,0.16391969760420555,2,0.09523809523809523,0.0,0.4,0.7,0.4,0.4,0.475,Moderate,Mild Deviation,sensor_578: the feature materially influenced the model prediction.,6
WF-000018,0,Pass,Engineering Review,0.0713107101820972,0.2402717066243325,0.7597282933756675,0.28731045490822027,0.1805627085665412,sensor_201,11.45,False,17.244999999999997,5.9175,0.0039904229848363925,-0.9792986903253059,0.9792986903253059,-0.0051104564481439,0.0,0.0051104564481439,0.0021901366059519,0.0049695590175724,0.1675760015339677,5,0.23809523809523808,0.0,0.4,0.5,0.5,0.5,0.475,Moderate,Within Typical Range,sensor_201: the feature materially influenced the model prediction.,7
WF-000018,0,Pass,Engineering Review,0.0713107101820972,0.2402717066243325,0.7597282933756675,0.28731045490822027,0.1805627085665412,sensor_574,0.4839,False,0.2936,0.1297,0.0,1.4672320740169618,1.4672320740169618,-0.0046870571553361,0.0,0.0046870571553361,0.0014258143025429,0.0032352631819083,0.10909468345525183,1,0.047619047619047616,1.0,0.4,0.8,0.1,0.25,0.38750000000000007,Low,Mild Deviation,sensor_574: the feature materially influenced the model prediction.,8
WF-000018,0,Pass,Engineering Review,0.0713107101820972,0.2402717066243325,0.7597282933756675,0.28731045490822027,0.1805627085665412,sensor_173,0.2364,False,0.3244,0.09450000000000003,0.0,-0.9312169312169312,0.9312169312169312,-0.0046802401144544,0.0,0.0046802401144544,0.0017358750781282,0.0039388107684461,0.13281865796163775,0,0.0,0.0,0.4,0.3,0.3,0.1,0.275,Low,Within Typical Range,sensor_173: the feature materially influenced the model prediction.,9
WF-000018,0,Pass,Engineering Review,0.0713107101820972,0.2402717066243325,0.7597282933756675,0.28731045490822027,0.1805627085665412,sensor_308,0.0994,False,0.1295,0.036400000000000016,0.0,-0.8269230769230766,0.8269230769230766,-0.0041641842844375,0.0,0.0041641842844375,0.0016223306000274,0.003681171138339,0.12413092150506937,1,0.047619047619047616,0.0,0.4,0.2,0.2,0.25,0.2625,Low,Within Typical Range,sensor_308: the feature materially influenced the model prediction.,10
WF-000019,0,Pass,High Risk,0.0933540879499721,0.2587157052241994,0.7412842947758006,0.5482841181165203,0.0,sensor_104,-0.0052,False,-0.0101,0.003599999999999999,0.0015961691939345571,1.3611111111111114,1.3611111111111114,0.0151755673201505,0.0151755673201505,0.0151755673201505,0.0130695122565504,0.029655553134588,1.0,21,1.0,0.3809523809523809,1.0,0.9,1.0,1.0,0.975,Very High,Mild Deviation,sensor_104: the feature increased this wafer's predicted failure risk; the feature is globally influential in the fitted model; the feature recurs frequently in explanations for observed failure records.,1
WF-000019,0,Pass,High Risk,0.0933540879499721,0.2587157052241994,0.7412842947758006,0.5482841181165203,0.0,sensor_511,102.9126,False,46.9294,29.00590000000001,0.0015961691939345571,1.9300625045249407,1.9300625045249407,0.0116629024117646,0.0116629024117646,0.0116629024117646,0.005126153373235,0.0116315674794848,0.3922222400201497,10,0.47619047619047616,0.5,0.9,1.0,0.7,0.6,0.7999999999999999,High,Moderate Deviation,sensor_511: the feature increased this wafer's predicted failure risk; the observed value shows a moderate deviation from the development reference.,2
WF-000019,0,Pass,High Risk,0.0933540879499721,0.2587157052241994,0.7412842947758006,0.5482841181165203,0.0,sensor_478,3.9691,False,5.243,2.5797,0.0031923383878691143,-0.4938171105167269,0.4938171105167269,-0.0057986430480499,0.0,0.0057986430480499,0.0051463216731132,0.0116773306324573,0.3937653962973162,14,0.6666666666666666,0.4285714285714285,0.45,0.4,0.8,0.8,0.6125,Moderate,Within Typical Range,sensor_478: the feature materially influenced the model prediction; the feature recurs frequently in explanations for observed failure records.,3
WF-000019,0,Pass,High Risk,0.0933540879499721,0.2587157052241994,0.7412842947758006,0.5482841181165203,0.0,sensor_060,0.4836,False,1.00135,6.19865,0.0039904229848363925,-0.08352625168383437,0.08352625168383437,-0.0075841105455414,0.0,0.0075841105455414,0.0075707665984331,0.0171785501036483,0.5792692527327219,18,0.8571428571428571,0.8333333333333334,0.45,0.1,0.9,0.9,0.5875,Moderate,Within Typical Range,sensor_060: the feature materially influenced the model prediction; the feature recurs frequently in explanations for observed failure records.,4
WF-000019,0,Pass,High Risk,0.0933540879499721,0.2587157052241994,0.7412842947758006,0.5482841181165203,0.0,sensor_317,6.8608,False,5.8239,1.2079750000000002,0.0007980845969672786,0.8583786916119952,0.8583786916119952,-0.0059944070418734,0.0,0.0059944070418734,0.0033293075405646,0.0075544101977573,0.2547384688281662,3,0.14285714285714285,0.0,0.45,0.8,0.4,0.3,0.4875,Moderate,Within Typical Range,sensor_317: the feature materially influenced the model prediction.,5
WF-000019,0,Pass,High Risk,0.0933540879499721,0.2587157052241994,0.7412842947758006,0.5482841181165203,0.0,sensor_342,1.8126,False,2.3957,1.0607000000000002,0.0031923383878691143,-0.5497313095125861,0.5497313095125861,-0.004002479501894,0.0,0.004002479501894,0.0040180949139992,0.009117312481359,0.30744031109388514,7,0.3333333333333333,0.8571428571428571,0.45,0.5,0.5,0.5,0.4875,Moderate,Within Typical Range,sensor_342: the feature materially influenced the model prediction.,6
WF-000019,0,Pass,High Risk,0.0933540879499721,0.2587157052241994,0.7412842947758006,0.5482841181165203,0.0,sensor_206,5.95,False,7.74,3.8099999999999996,0.0031923383878691143,-0.4698162729658793,0.4698162729658793,-0.0056802082986812,0.0,0.0056802082986812,0.0047414013658004,0.0107585407454995,0.36278334437645315,11,0.5238095238095238,0.5454545454545454,0.45,0.2,0.6,0.7,0.4875,Moderate,Within Typical Range,sensor_206: the feature materially influenced the model prediction.,7
WF-000019,0,Pass,High Risk,0.0933540879499721,0.2587157052241994,0.7412842947758006,0.5482841181165203,0.0,sensor_181,22.15,False,18.655,4.105,0.0007980845969672786,0.8514007308160773,0.8514007308160773,-0.0067675345822584,0.0,0.0067675345822584,0.00311847232535,0.0070760117078438,0.2386066338311157,2,0.09523809523809523,0.5,0.45,0.7,0.3,0.2,0.4125,Low,Within Typical Range,sensor_181: the feature materially influenced the model prediction.,8
WF-000019,0,Pass,High Risk,0.0933540879499721,0.2587157052241994,0.7412842947758006,0.5482841181165203,0.0,sensor_282,0.0162,False,0.0139,0.004700000000000001,0.0015961691939345571,0.48936170212765945,0.48936170212765945,-0.0045084172563463,0.0,0.0045084172563463,0.002580690021989,0.0058557495160264,0.19745878586215532,6,0.2857142857142857,0.0,0.45,0.3,0.2,0.4,0.3375,Low,Within Typical Range,sensor_282: the feature materially influenced the model prediction.,9
WF-000019,0,Pass,High Risk,0.0933540879499721,0.2587157052241994,0.7412842947758006,0.5482841181165203,0.0,sensor_378,0.0019,False,0.0015,0.0005,0.0015961691939345571,0.7999999999999999,0.7999999999999999,-0.0040709357578983,0.0,0.0040709357578983,0.0020212613685928,0.0045863703815841,0.15465469016104635,1,0.047619047619047616,0.0,0.45,0.6,0.1,0.1,0.31250000000000006,Low,Within Typical Range,sensor_378: the feature materially influenced the model prediction.,10
WF-000024,1,Fail,Insufficient Evidence,0.1822904497207002,0.1423588167949389,0.857641183205061,0.013567438148443633,0.3157719733266013,sensor_060,18.3936,False,1.00135,6.19865,0.0039904229848363925,2.8058125559597658,2.8058125559597658,0.013174067392812,0.013174067392812,0.013174067392812,0.0075707665984331,0.0171785501036483,0.5792692527327219,18,0.8571428571428571,0.8333333333333334,1.0,0.6,0.9,0.9,0.85,Very High,Moderate Deviation,sensor_060: the feature increased this wafer's predicted failure risk; the observed value shows a moderate deviation from the development reference; the feature recurs frequently in explanations for observed failure records.,1
WF-000024,1,Fail,Insufficient Evidence,0.1822904497207002,0.1423588167949389,0.857641183205061,0.013567438148443633,0.3157719733266013,sensor_432,234.9546,False,16.52865,10.257674999999999,0.0007980845969672786,21.29390432042349,21.29390432042349,0.0050962142480976,0.0050962142480976,0.0050962142480976,0.0033387310090182,0.0075757926460041,0.25545949561697207,6,0.2857142857142857,0.3333333333333333,0.6,1.0,0.6,0.45,0.6625000000000001,High,Extreme Deviation,sensor_432: the feature increased this wafer's predicted failure risk; the observed value shows an extreme deviation from the development reference.,2
WF-000024,1,Fail,Insufficient Evidence,0.1822904497207002,0.1423588167949389,0.857641183205061,0.013567438148443633,0.3157719733266013,sensor_153,2.0334,False,0.4664,0.3022249999999999,0.0023942537909018356,5.184878815452065,5.184878815452065,0.0054975292507387,0.0054975292507387,0.0054975292507387,0.0027148727442067,0.0061602186324218,0.20772563588560955,7,0.3333333333333333,1.0,0.8,0.8,0.3,0.6,0.625,Moderate,Extreme Deviation,sensor_153: the feature increased this wafer's predicted failure risk; the observed value shows an extreme deviation from the development reference.,3
