sensor,missing_count,missing_rate,failure_rate_when_missing,failure_rate_when_observed,failure_rate_difference,missingness_mutual_information
sensor_125,9,0.007182761372705506,0.0,0.06672025723472669,-0.06672025723472669,0.0004941234920235946
sensor_126,9,0.007182761372705506,0.0,0.06672025723472669,-0.06672025723472669,0.0004941234920235946
sensor_127,9,0.007182761372705506,0.0,0.06672025723472669,-0.06672025723472669,0.0004941234920235946
sensor_128,9,0.007182761372705506,0.0,0.06672025723472669,-0.06672025723472669,0.0004941234920235946
sensor_129,9,0.007182761372705506,0.0,0.06672025723472669,-0.06672025723472669,0.0004941234920235946
sensor_130,9,0.007182761372705506,0.0,0.06672025723472669,-0.06672025723472669,0.0004941234920235946
sensor_131,9,0.007182761372705506,0.0,0.06672025723472669,-0.06672025723472669,0.0004941234920235946
sensor_132,9,0.007182761372705506,0.0,0.06672025723472669,-0.06672025723472669,0.0004941234920235946
sensor_008,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_133,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_134,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_135,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_144,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_268,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_269,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_270,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_279,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_406,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_407,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_408,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_417,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_540,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_541,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_542,8,0.006384676775738229,0.0,0.06666666666666667,-0.06666666666666667,0.00043903843729152514
sensor_563,233,0.18595371109337588,0.0815450643776824,0.06274509803921569,0.018799966338466714,0.0004112246349193549
sensor_564,233,0.18595371109337588,0.0815450643776824,0.06274509803921569,0.018799966338466714,0.0004112246349193549
sensor_565,233,0.18595371109337588,0.0815450643776824,0.06274509803921569,0.018799966338466714,0.0004112246349193549
sensor_566,233,0.18595371109337588,0.0815450643776824,0.06274509803921569,0.018799966338466714,0.0004112246349193549
sensor_567,233,0.18595371109337588,0.0815450643776824,0.06274509803921569,0.018799966338466714,0.0004112246349193549
sensor_568,233,0.18595371109337588,0.0815450643776824,0.06274509803921569,0.018799966338466714,0.0004112246349193549
sensor_569,233,0.18595371109337588,0.0815450643776824,0.06274509803921569,0.018799966338466714,0.0004112246349193549
sensor_570,233,0.18595371109337588,0.0815450643776824,0.06274509803921569,0.018799966338466714,0.0004112246349193549
sensor_092,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_095,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_096,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_097,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_099,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_100,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_101,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_102,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_103,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_106,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_107,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_108,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_109,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_368,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_369,6,0.004788507581803671,0.0,0.06655974338412189,-0.06655974338412189,0.0003290056157462633
sensor_001,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_002,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_060,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_064,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_065,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_066,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_137,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_138,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_197,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_201,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_202,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_203,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_272,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_273,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_333,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_337,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_338,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_339,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_410,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_411,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_469,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_473,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_474,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_475,5,0.0039904229848363925,0.0,0.06650641025641026,-0.06650641025641026,0.0002740576969473933
sensor_061,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_062,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_063,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_067,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_068,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_069,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_071,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_072,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_075,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_198,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_199,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_200,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_204,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_205,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_206,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_207,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_208,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_209,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_210,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_334,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_335,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_336,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_340,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_341,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_342,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_343,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_344,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_345,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_348,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_470,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_471,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_472,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_476,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_477,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_478,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_479,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_480,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_481,4,0.0031923383878691143,0.0,0.06645316253002402,-0.06645316253002402,0.00021915533845964091
sensor_015,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_016,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_017,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_018,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_019,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_136,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_151,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_152,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_153,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_154,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_155,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_271,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_286,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_287,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_288,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_289,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_290,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_409,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_424,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_425,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_426,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_427,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_428,3,0.0023942537909018356,0.0,0.0664,-0.0664,0.00016429846475876642
sensor_009,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_010,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_011,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_012,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_013,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_093,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_094,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_104,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_105,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_145,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_146,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_147,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_148,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_149,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_228,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_229,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_239,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_240,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_280,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_281,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_282,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_283,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_284,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_366,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_367,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_377,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_378,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_418,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_419,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_420,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_421,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_422,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_500,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_501,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_511,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_512,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_543,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_544,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_545,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_546,2,0.0015961691939345571,0.0,0.06634692246203037,-0.06634692246203037,0.00010948700051506208
sensor_020,10,0.007980845969672785,0.1,0.06596942880128721,0.03403057119871279,6.480452229843357e-05
sensor_156,10,0.007980845969672785,0.1,0.06596942880128721,0.03403057119871279,6.480452229843357e-05
sensor_291,10,0.007980845969672785,0.1,0.06596942880128721,0.03403057119871279,6.480452229843357e-05
sensor_429,10,0.007980845969672785,0.1,0.06596942880128721,0.03403057119871279,6.480452229843357e-05
sensor_022,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_023,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_024,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_025,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_026,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_027,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_028,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_029,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_030,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_031,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_032,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_044,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_045,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
sensor_046,1,0.0007980845969672786,0.0,0.06629392971246006,-0.06629392971246006,5.472087058095397e-05
